Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,11,6,5,54.5%,4,2,2,50.0%,2022,2026,R32,11,1.03,3.3%,6.2%,66.8%,62.3%,41.1%,55.3%,46.2%,53.3%,49.0%
Roland Garros,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2022,2025,R64,4,0.93,2.0%,2.9%,64.9%,59.9%,40.7%,53.1%,43.5%,52.4%,40.0%
Wimbledon,6,Grass,15,9,6,60.0%,4,2,2,50.0%,2018,2025,R16,14,1.12,4.3%,3.9%,68.0%,66.8%,47.1%,60.5%,44.3%,67.7%,35.9%
US Open,4,Hard,15,12,3,80.0%,0,0,0,-,2021,2025,W,15,1.36,6.1%,2.7%,69.9%,71.1%,48.2%,64.2%,48.6%,63.0%,42.5%
Indian Wells,6,Hard,13,7,6,53.8%,2,2,0,100.0%,2021,2026,R16,13,1.02,3.1%,6.7%,63.7%,62.4%,48.1%,57.2%,43.7%,56.3%,48.9%
Dubai,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2025,2026,R32,3,1.01,6.8%,4.5%,63.3%,65.7%,42.0%,57.0%,43.3%,60.7%,38.5%
Doha,3,Hard,3,0,3,0.0%,1,0,1,0.0%,2024,2026,R64,3,0.86,4.6%,4.1%,68.2%,57.9%,41.9%,52.8%,40.8%,64.9%,44.4%
Seoul,3,Hard,9,6,3,66.7%,3,2,1,66.7%,2022,2025,SF,9,1.09,6.6%,6.4%,60.2%,65.6%,43.4%,56.7%,47.0%,56.1%,58.2%
Cincinnati,2,Hard,5,3,2,60.0%,2,0,2,0.0%,2022,2025,R16,5,1.28,10.0%,5.3%,67.0%,70.9%,56.3%,66.1%,43.5%,66.7%,57.6%
Washington,3,Hard,10,7,3,70.0%,5,4,1,80.0%,2022,2025,SF,10,1.11,4.9%,5.7%,64.6%,66.2%,50.5%,60.7%,43.6%,61.1%,41.7%
