Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R32,L vs Anisimova,68.6%,20.8%,14.3%,2/3,2.80,0.0%,66.7%,21.4%,14.3%,2.79,0.0%,83.3%,20.0%,16.7%,2.83,0.0%
2026 Indian Wells R64,W vs Zakharova,87.9%,60.8%,3.4%,2/0,2.63,3.6%,91.3%,57.1%,2.2%,2.57,4.5%,81.8%,77.8%,9.1%,2.85,0.0%
2026 Cluj Napoca F,L vs Cirstea,56.8%,38.1%,5.4%,0/2,2.74,5.4%,55.0%,27.3%,5.0%,2.61,7.1%,71.4%,50.0%,7.1%,3.13,0.0%
2026 Australian Open R64,L vs Potapova,72.7%,58.3%,4.5%,1/2,2.52,8.2%,69.7%,52.2%,3.0%,2.44,11.8%,83.3%,64.0%,6.7%,2.71,0.0%
2026 Australian Open R128,W vs Sawangkaew,68.1%,59.4%,6.4%,1/2,2.61,9.5%,67.6%,52.2%,2.9%,2.58,12.5%,100.0%,77.8%,22.2%,2.72,0.0%
2026 Hobart QF,L vs Preston,86.4%,47.4%,4.5%,2/1,-,6.8%,85.7%,45.2%,4.1%,-,10.0%,93.8%,53.3%,6.3%,-,0.0%
2025 US Open R32,L vs Rybakina,57.8%,34.6%,13.3%,4/2,2.57,5.4%,42.9%,33.3%,14.3%,2.42,9.5%,81.0%,35.3%,14.3%,2.77,0.0%
2025 US Open R64,W vs Tjen,82.9%,55.9%,4.9%,1/1,2.53,10.3%,88.5%,56.5%,7.7%,2.59,14.3%,84.6%,54.5%,0.0%,2.39,0.0%
2025 US Open R128,W vs Shibahara,78.6%,51.5%,2.4%,1/0,2.67,15.6%,84.6%,50.0%,0.0%,2.83,20.0%,100.0%,54.5%,9.1%,2.10,0.0%
2025 Cincinnati R32,L vs Sabalenka,63.7%,48.6%,10.6%,7/5,2.60,10.3%,59.4%,34.2%,9.4%,2.48,17.0%,75.6%,64.7%,13.3%,2.77,0.0%
2025 Cincinnati R64,W vs Danilovic,71.2%,63.8%,6.1%,2/2,2.20,19.0%,73.8%,67.7%,7.1%,2.39,28.6%,88.9%,56.3%,5.6%,1.81,0.0%
2025 Montreal R32,L vs Anisimova,68.9%,35.5%,24.4%,8/3,2.44,11.1%,70.4%,26.3%,22.2%,2.20,16.0%,75.0%,50.0%,31.3%,2.99,0.0%
2025 Montreal R128,W vs Ruse,61.8%,67.6%,14.5%,5/3,2.30,2.1%,71.4%,65.0%,21.4%,2.29,0.0%,70.0%,71.4%,10.0%,2.32,6.7%
2025 Washington SF,L vs Kalinskaya,81.3%,38.5%,3.1%,1/1,2.47,20.5%,89.2%,36.4%,2.7%,2.48,33.3%,86.4%,42.1%,4.5%,2.44,0.0%
2025 Wimbledon R32,L vs Sabalenka,73.1%,52.6%,5.1%,1/3,2.58,21.7%,66.7%,58.8%,2.0%,2.62,27.7%,88.5%,43.5%,11.5%,2.45,0.0%
2025 Wimbledon R64,W vs Vondrousova,74.0%,55.6%,0.0%,0/0,2.44,36.6%,76.5%,56.4%,0.0%,2.57,50.0%,93.8%,53.3%,0.0%,2.10,0.0%
2025 Roland Garros R64,L vs Swiatek,76.7%,37.0%,5.0%,3/0,2.51,3.1%,75.0%,40.0%,2.5%,2.58,5.9%,94.1%,31.3%,11.8%,2.43,0.0%
2025 Rome R128,W vs Joint,81.7%,52.1%,2.6%,2/1,2.24,10.8%,84.0%,51.5%,1.2%,2.37,18.2%,83.9%,53.8%,6.5%,2.05,0.0%
2025 Madrid R128,W vs Lamens,72.5%,48.3%,3.8%,1/2,2.36,13.2%,76.5%,43.6%,3.9%,2.38,21.9%,86.4%,57.9%,4.5%,2.31,0.0%
2025 Miami QF,L vs Pegula,80.4%,37.8%,4.9%,3/2,2.52,13.5%,82.5%,31.8%,2.5%,2.50,19.6%,76.2%,62.5%,14.3%,2.57,0.0%
Last 52 Weeks (19 matches),,73.4%,50.1%,6.5%,57.1%,2.50,11.6%,74.9%,48.2%,5.5%,2.50,17.0%,84.1%,53.4%,9.7%,2.49,0.4%
Career (81 matches),,74.9%,51.8%,4.9%,61.0%,2.47,10.1%,76.8%,48.6%,4.0%,2.45,13.8%,82.5%,57.8%,7.4%,2.51,2.0%
