Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,10,4,6,40.0%,1,1,0,100.0%,2006,2015,R32,7,0.92,1.0%,3.3%,66.9%,55.8%,52.4%,54.7%,41.7%,45.1%,38.8%
Roland Garros,11,Clay,15,4,11,26.7%,1,1,0,100.0%,2006,2019,R128,8,0.82,0.4%,6.0%,64.2%,53.0%,32.5%,45.6%,44.4%,48.9%,37.0%
Wimbledon,7,Grass,16,9,7,56.3%,3,3,0,100.0%,2006,2015,R64,7,0.83,1.6%,4.9%,59.5%,58.0%,40.0%,50.7%,40.9%,40.4%,34.0%
US Open,7,Hard,13,6,7,46.2%,2,2,0,100.0%,2006,2015,R64,7,0.96,1.9%,5.3%,61.4%,60.9%,46.6%,55.3%,43.0%,46.2%,48.1%
Fed Cup,1,,4,3,1,75.0%,0,0,0,-,2013,2013,,0,,,,,,,,,,
Rome,7,Clay,14,7,7,50.0%,1,0,1,0.0%,2006,2014,QF,10,1.02,2.2%,3.3%,64.7%,59.2%,45.9%,54.5%,46.5%,53.0%,40.2%
Hobart,5,Hard,10,5,5,50.0%,6,5,1,83.3%,2006,2013,R16,7,1.06,1.6%,4.3%,66.1%,63.3%,41.7%,56.0%,46.8%,54.2%,44.6%
Bogota,4,Clay,7,3,4,42.9%,5,1,4,20.0%,2009,2016,QF,6,1.06,1.9%,5.0%,64.1%,65.2%,52.7%,60.7%,41.7%,51.7%,43.2%
Auckland,3,Hard,6,2,4,33.3%,1,0,1,0.0%,2007,2012,R16,6,0.93,1.3%,2.3%,63.0%,58.3%,48.6%,54.7%,42.0%,55.8%,42.1%
Indian Wells,4,Hard,5,1,4,20.0%,1,0,1,0.0%,2007,2014,R64,5,0.79,2.0%,3.6%,67.2%,59.1%,47.5%,55.3%,35.5%,51.6%,46.7%
Palermo,3,Clay,10,7,3,70.0%,0,0,0,-,2005,2010,SF,4,1.13,1.1%,5.9%,61.6%,64.9%,47.9%,58.4%,46.8%,44.4%,57.7%
