Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,2,0,2,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2018,10,8,2,80.0%,17-3,85.0%,113-47,70.6%,0-0,-,0,,,,,,,,,,,,W (Antalya $15K)
2017,4,2,2,50.0%,4-2,66.7%,29-23,55.8%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2016,16,9,7,56.3%,22-15,59.5%,182-137,57.1%,2-3,40.0%,0,,,,,,,,,,,,F (Tunis $50K)
2015,53,41,12,77.4%,82-29,73.9%,608-424,58.9%,6-5,54.5%,0,,,,,,,,,,,,W (3x)
2014,22,12,10,54.5%,27-23,54.0%,234-219,51.7%,1-2,33.3%,0,,,,,,,,,,,,QF (5x)
2013,4,3,1,75.0%,6-3,66.7%,50-37,57.5%,0-1,0.0%,0,,,,,,,,,,,,SF (Cagnes Sur Mer 100K)
2012,19,15,4,78.9%,31-12,72.1%,235-176,57.2%,2-3,40.0%,0,,,,,,,,,,,,W (2x)
2011,39,32,7,82.1%,66-23,74.2%,489-325,60.1%,3-7,30.0%,0,,,,,,,,,,,,W (3x)
2010,57,45,12,78.9%,95-27,77.9%,664-428,60.8%,6-4,60.0%,0,,,,,,,,,,,,W (4x)
2009,40,24,16,60.0%,54-34,61.4%,432-340,56.0%,4-3,57.1%,0,,,,,,,,,,,,F (2x)
2008,24,16,8,66.7%,33-14,70.2%,245-174,58.5%,1-1,50.0%,0,,,,,,,,,,,,W (Wahlstedt 10K)
2006,44,34,10,77.3%,70-25,73.7%,502-355,58.6%,4-2,66.7%,0,,,,,,,,,,,,W (4x)
2005,60,47,13,78.3%,97-31,75.8%,691-429,61.7%,5-3,62.5%,0,,,,,,,,,,,,W (7x)
2004,26,20,6,76.9%,40-13,75.5%,292-170,63.2%,1-2,33.3%,0,,,,,,,,,,,,W (Elda Alicante 10K)
2003,5,2,3,40.0%,5-4,55.6%,51-45,53.1%,1-2,33.3%,0,,,,,,,,,,,,R16 (2x)
2002,6,3,3,50.0%,8-8,50.0%,76-66,53.5%,0-1,0.0%,0,,,,,,,,,,,,QF (Bielefeld 10K)
Career,431,313,118,72.6%,657-268,71.0%,4898-3407,59.0%,36-39,48.0%,0,,,,,,,,,,,,
