Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,67,21,46,31.3%,57-92,38.3%,611-763,44.5%,7-5,58.3%,56,62.9%,28.6%,1.4%,3.8%,64.0%,58.3%,45.2%,53.5%,41.7%,47.7%,0.90
Clay,65,31,34,47.7%,72-72,50.0%,678-647,51.2%,1-9,10.0%,49,61.1%,10.5%,1.7%,4.1%,65.6%,59.9%,45.6%,55.0%,45.2%,49.9%,1.00
Grass,14,5,9,35.7%,13-17,43.3%,119-161,42.5%,5-0,100.0%,13,-,-,2.6%,3.7%,64.4%,60.4%,43.8%,54.5%,40.8%,47.5%,0.90
Grand Slams,28,7,21,25.0%,21-43,32.8%,233-339,40.7%,3-0,100.0%,25,-,-,1.2%,4.9%,63.3%,57.3%,42.0%,51.7%,42.1%,46.9%,0.87
Premiers,29,11,18,37.9%,27-40,40.3%,287-312,47.9%,1-3,25.0%,26,-,-,1.9%,3.8%,64.5%,60.0%,46.8%,55.3%,43.9%,49.4%,0.98
Internationals,72,29,43,40.3%,74-84,46.8%,724-767,48.6%,7-10,41.2%,54,62.3%,22.2%,1.7%,3.4%,65.9%,60.0%,46.7%,55.4%,42.5%,48.9%,0.95
Finals,1,0,1,0.0%,1-2,33.3%,12-15,44.4%,0-0,-,1,-,-,2.1%,4.2%,68.4%,63.1%,46.7%,57.9%,38.1%,48.6%,0.90
Semi-finals,5,1,4,20.0%,4-8,33.3%,49-58,45.8%,0-0,-,5,-,-,4.1%,4.1%,60.9%,63.3%,43.0%,55.4%,40.2%,47.4%,0.90
Quarter-finals,9,5,4,55.6%,11-9,55.0%,93-91,50.5%,1-1,50.0%,8,-,-,2.4%,4.2%,62.4%,60.8%,53.8%,58.2%,44.0%,50.6%,1.05
vs Righties,138,53,85,38.4%,132-171,43.6%,1315-1470,47.2%,11-14,44.0%,113,62.3%,22.2%,1.6%,4.0%,64.8%,59.1%,45.2%,54.2%,43.3%,48.7%,0.94
vs Lefties,7,3,4,42.9%,8-9,47.1%,76-90,45.8%,2-0,100.0%,5,-,-,2.1%,3.1%,62.8%,60.7%,45.6%,55.1%,40.0%,47.5%,0.89
vs Top 10,10,1,9,10.0%,3-18,14.3%,70-125,35.9%,1-1,50.0%,9,-,-,2.2%,6.3%,62.2%,57.6%,38.2%,50.3%,38.4%,43.9%,0.77
