Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 Wimbledon R64,L vs Svitolina,95.8,101.0,4.1,101.7,100.0,111,96,89.3,3.8,,91.8,97,83
2016 US Open R128,L vs Kuznetsova,88.3,92.8,5.0,94.4,93.2,103,81,80.9,4.6,80.0,83.5,91,73
2016 Wimbledon R64,L vs Halep,93.2,97.1,3.7,98.7,97.0,104,87,88.0,3.3,86.5,89.3,93,79
2016 Roland Garros R128,L vs Mladenovic,86.6,92.9,4.4,94.9,92.6,101,82,80.5,5.1,85.3,79.0,88,67
2015 US Open R128,L vs Wickmayer,91.0,94.5,4.8,,,102,85,85.7,3.9,,,91,77
2015 Roland Garros R32,L vs Mitu,89.2,94.9,6.0,,,105,82,81.7,4.6,,,90,73
2015 Roland Garros R64,W vs Kuznetsova,90.9,97.8,5.5,,,108,82,80.9,6.9,,,98,68
2015 Roland Garros R128,W vs Wang,92.3,97.1,6.0,,,110,80,84.0,5.2,,,100,75
2014 US Open R128,L vs King,95.9,101.0,4.4,,,109,92,87.4,4.1,,,95,80
2014 Wimbledon R128,L vs Ivanovic,93.2,98.3,5.5,,,110,82,86.2,5.4,,,95,75
2014 Australian Open R128,L vs Cibulkova,88.9,,,,,104,,,,,,,68
2013 US Open R128,L vs Williams,90.3,,,,,107,,,,,,,68
2013 Wimbledon R128,L vs Lisicki,94.1,,,,,102,,,,,,,70
2013 Roland Garros R16,L vs Azarenka,90.2,,,,,104,,,,,,,75
2013 Roland Garros R32,W vs Bartoli,88.0,,,,,106,,,,,,,75
2013 Roland Garros R64,W vs Flipkens,83.0,,,,,100,,,,,,,61
2013 Roland Garros R128,W vs Czink,91.2,,,,,108,,,,,,,78
2013 Australian Open R128,L vs Kvitova,90.7,,,,,108,,,,,,,70
2012 US Open R128,L vs Stephens,90.5,,,,,110,,,,,,,67
2012 Wimbledon R16,L vs Kvitova,95.3,,,,,109,,,,,,,74
Career (45 matches),,90.9,97.8,5.4,97.0,94.8,114,76,82.3,5.3,82.6,86.8,110,61
