Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,5,0,5,0.0%,2-10,16.7%,43-74,36.8%,2-2,50.0%,5,56.4%,17.2%,2.8%,9.1%,53.9%,62.0%,43.8%,53.6%,37.7%,45.4%,0.81,R32 (2x)
2017,27,12,15,44.4%,27-32,45.8%,274-279,49.5%,0-4,0.0%,27,67.8%,33.1%,3.0%,6.1%,57.5%,64.6%,47.6%,57.4%,42.7%,50.0%,1.00,W (Bogota)
2016,27,13,14,48.1%,31-30,50.8%,276-282,49.5%,4-3,57.1%,27,58.8%,39.4%,2.7%,7.6%,52.1%,64.4%,42.1%,53.7%,45.6%,49.6%,0.99,W (Rio de Janeiro)
2015,26,9,17,34.6%,22-37,37.3%,262-305,46.2%,3-5,37.5%,22,59.0%,39.1%,3.1%,6.2%,55.5%,61.6%,48.1%,55.6%,42.6%,49.0%,0.96,QF (2x)
2014,39,14,25,35.9%,36-55,39.6%,412-436,48.6%,2-5,28.6%,36,-,-,4.3%,5.0%,55.4%,64.8%,47.6%,57.1%,42.6%,49.9%,0.99,SF (2x)
2013,49,25,24,51.0%,57-59,49.1%,551-565,49.4%,11-9,55.0%,47,-,-,3.2%,7.7%,53.8%,63.1%,45.4%,54.9%,43.4%,49.2%,0.96,W (Marrakech)
2012,47,22,25,46.8%,47-56,45.6%,475-506,48.4%,4-5,44.4%,40,-,-,3.3%,7.9%,52.0%,65.4%,46.1%,56.1%,42.1%,49.3%,0.96,W (Strasbourg)
2011,56,34,22,60.7%,78-56,58.2%,688-615,52.8%,8-8,50.0%,51,-,-,3.6%,6.2%,54.4%,67.6%,45.2%,57.4%,43.3%,50.5%,1.02,F (Roland Garros)
2010,64,41,23,64.1%,87-53,62.1%,692-559,55.3%,4-3,57.1%,54,-,-,3.0%,5.4%,57.7%,64.9%,49.0%,58.2%,45.9%,52.0%,1.10,W (2x)
2009,63,38,25,60.3%,80-60,57.1%,694-604,53.5%,7-9,43.8%,55,-,-,3.8%,6.0%,54.9%,66.6%,46.8%,57.7%,45.2%,51.3%,1.07,W (Moscow)
2008,50,26,24,52.0%,60-54,52.6%,562-535,51.2%,7-5,58.3%,39,-,-,3.0%,5.5%,52.3%,66.7%,47.0%,57.3%,43.2%,50.3%,1.01,SF (Dubai)
2007,53,29,24,54.7%,62-58,51.7%,566-570,49.8%,6-6,50.0%,45,-,-,3.5%,6.9%,52.6%,67.6%,45.5%,57.1%,43.6%,50.4%,1.02,W (Bad Gastein)
2006,63,38,25,60.3%,82-58,58.6%,699-577,54.8%,6-5,54.5%,42,-,-,4.3%,6.0%,53.5%,68.8%,48.8%,59.5%,46.3%,52.8%,1.14,F (3x)
2005,64,41,23,64.1%,88-56,61.1%,736-628,54.0%,9-6,60.0%,14,-,-,5.9%,4.6%,52.6%,70.8%,47.0%,59.5%,43.9%,51.8%,1.09,F (3x)
2004,62,37,25,59.7%,78-64,54.9%,672-628,51.7%,11-8,57.9%,9,-,-,5.4%,3.3%,49.3%,68.1%,47.1%,57.4%,42.4%,50.4%,1.00,SF (2x)
2003,57,32,25,56.1%,67-59,53.2%,595-578,50.7%,4-4,50.0%,10,-,-,3.2%,4.1%,51.7%,65.4%,47.9%,57.0%,45.5%,51.2%,1.06,F (Canberra)
2002,44,21,23,47.7%,47-56,45.6%,485-503,49.1%,7-8,46.7%,0,,,,,,,,,,,,QF (2x)
2001,48,26,22,54.2%,57-52,52.3%,524-516,50.4%,3-4,42.9%,0,,,,,,,,,,,,SF (Auckland)
2000,11,7,4,63.6%,16-9,64.0%,127-106,54.5%,1-1,50.0%,0,,,,,,,,,,,,F (Tashkent)
1999,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R64 (Rome)
Career,856,465,391,54.3%,1024-916,52.8%,9340-8878,51.3%,99-100,49.7%,523,61.5%,35.7%,3.5%,6.3%,54.1%,65.9%,46.6%,57.0%,43.9%,50.5%,1.02,
