Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 Wimbledon R64,L vs Svitolina,60.5%,42.3%,9.3%,3/1,2.59,9.1%,50.0%,58.3%,4.2%,2.55,20.0%,82.4%,28.6%,17.6%,2.63,0.0%
2017 Bogota F,W vs Arruabarrena,64.4%,50.0%,3.4%,1/1,2.54,1.5%,68.3%,46.4%,2.4%,2.53,2.6%,83.3%,60.0%,8.3%,2.54,0.0%
2017 Indian Wells R128,L vs Chirico,75.4%,46.5%,0.0%,0/0,2.26,7.3%,73.3%,45.5%,0.0%,2.46,13.0%,84.0%,47.6%,0.0%,2.01,0.0%
2015 Roland Garros R64,W vs Kuznetsova,79.6%,55.0%,2.5%,2/2,2.37,5.0%,82.9%,51.1%,1.8%,2.30,7.1%,90.2%,64.9%,4.9%,2.46,2.0%
2014 Istanbul R32,W vs Jaksic,80.6%,60.0%,3.2%,2/0,2.27,7.1%,75.0%,57.1%,7.1%,2.49,12.5%,93.5%,62.1%,0.0%,1.98,0.0%
2011 Roland Garros F,L vs Li,79.7%,36.4%,2.9%,1/1,2.09,8.5%,77.4%,39.0%,1.9%,2.22,13.8%,93.3%,28.6%,6.7%,1.89,0.0%
2011 Roland Garros SF,W vs Bartoli,82.8%,52.1%,3.4%,1/1,2.70,2.7%,83.9%,61.5%,3.2%,2.81,4.2%,88.0%,40.9%,4.0%,2.50,0.0%
2011 Australian Open QF,L vs Wozniacki,77.6%,50.0%,3.5%,0/3,2.42,8.0%,77.2%,47.7%,1.8%,2.40,14.3%,88.0%,54.5%,8.0%,2.45,0.0%
2011 Australian Open R16,W vs Kuznetsova,84.0%,48.9%,5.5%,1/8,2.19,17.0%,81.3%,45.1%,1.8%,2.17,27.0%,97.9%,56.5%,14.9%,2.22,3.1%
2010 WTA Championships RR,L vs Stosur,75.9%,50.0%,1.7%,0/1,2.45,14.0%,68.3%,42.9%,2.4%,2.38,17.9%,94.1%,62.5%,0.0%,2.55,9.1%
2010 Roland Garros F,W vs Stosur,72.3%,44.7%,6.2%,1/3,1.86,14.6%,69.0%,41.4%,7.1%,1.86,17.6%,81.8%,50.0%,4.5%,1.89,7.1%
2010 Roland Garros SF,W vs Dementieva,69.4%,50.0%,8.2%,2/2,2.47,0.0%,67.6%,47.8%,5.9%,2.47,0.0%,100.0%,54.5%,18.2%,2.46,0.0%
2007 Fed Cup RR,L vs Kuznetsova,81.1%,51.2%,0.9%,1/0,2.34,6.5%,78.7%,49.2%,0.0%,2.29,8.5%,93.1%,55.6%,3.4%,2.41,3.3%
2006 Fed Cup RR,L vs Henin,72.9%,45.1%,5.7%,1/3,1.90,17.9%,74.2%,43.5%,3.2%,1.86,25.0%,87.5%,46.4%,9.4%,2.01,0.0%
2005 Moscow F,L vs Pierce,70.2%,45.0%,5.3%,2/1,2.75,10.4%,71.8%,53.6%,7.7%,2.66,16.0%,80.0%,25.0%,0.0%,2.84,4.3%
Career (15 matches),,76.9%,49.3%,3.9%,40.0%,2.32,9.4%,75.7%,48.0%,2.8%,2.30,14.4%,89.8%,51.7%,6.6%,2.35,2.2%
