Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2018 Gstaad R32,L vs Stosur,0.90,0.67,45.1,2.5,0.0%,53.1%,3.4%,51.7%,46.7%,24.1%
2018 Mallorca R32,L vs Witthoeft,1.04,0.85,69.0,2.1,5.6%,53.7%,3.9%,60.8%,41.4%,27.8%
2018 Roland Garros R128,L vs Hruncakova,0.81,0.81,58.0,2.1,0.0%,62.5%,0.0%,58.3%,42.9%,35.1%
2018 Rome R64,L vs Cibulkova,1.05,0.85,67.0,3.5,4.2%,43.8%,4.4%,53.3%,43.4%,40.4%
2018 Indian Wells 125K R32,L vs Wickmayer,0.91,0.55,39.0,2.2,0.0%,44.0%,0.0%,54.5%,25.0%,37.0%
2018 Newport Beach R32,L vs Schmiedlova,0.98,0.79,50.6,4.0,0.0%,28.2%,2.9%,55.9%,47.4%,47.2%
2018 Australian Open R128,L vs Ostapenko,1.00,0.68,53.2,2.2,3.7%,44.4%,0.0%,50.0%,54.8%,16.7%
2017 Macon GA $80K R32,W vs Weinhold,0.93,1.30,54.5,2.5,0.0%,57.7%,4.3%,52.2%,60.7%,64.3%
2017 US Open R128,L vs Kanepi,0.76,0.77,48.0,4.0,-,61.0%,-,48.6%,37.0%,54.8%
2017 Wimbledon R64,L vs Svitolina,0.95,0.47,37.9,2.2,10.5%,36.8%,0.0%,41.2%,27.3%,33.3%
2017 Wimbledon R128,W vs Minella,1.07,4.60,34.0,2.1,0.0%,81.3%,6.3%,93.8%,60.7%,46.4%
2017 Eastbourne R64,L vs Peng,0.89,0.71,54.3,2.7,3.3%,56.7%,0.0%,32.1%,37.8%,50.0%
2017 Eastbourne Q2,W vs Davis,1.27,1.42,44.5,2.2,2.9%,54.3%,6.3%,59.4%,41.7%,56.3%
2017 Eastbourne Q1,W vs Dart,1.12,1.68,39.8,2.0,0.0%,61.3%,3.7%,74.1%,41.4%,57.1%
2017 Calvia R16,L vs Pliskova,0.95,0.68,58.5,2.0,7.1%,52.4%,2.5%,67.5%,22.9%,35.5%
2017 Calvia R32,W vs Bouchard,0.95,1.24,72.0,5.2,6.0%,72.0%,6.3%,60.4%,40.0%,48.1%
2017 Roland Garros R128,L vs Muguruza,1.09,0.66,51.4,2.0,0.0%,37.0%,4.0%,48.0%,30.0%,40.7%
2017 Madrid R64,L vs Larsson,1.00,0.80,57.7,4.5,2.0%,42.9%,2.2%,64.4%,38.6%,36.6%
2017 Rabat F,L vs Pavlyuchenkova,0.86,0.78,61.1,3.1,2.6%,53.8%,8.1%,54.1%,52.8%,30.3%
2017 Rabat SF,W vs Lepchenko,1.12,1.23,62.0,2.8,2.5%,55.0%,2.7%,51.4%,55.8%,46.2%
2018 (7 matches),,0.97,0.76,57.1,2.5,2.3%,47.5%,2.5%,55.6%,43.2%,33.1%
2017 (28 matches),,1.01,1.03,52.9,2.5,2.4%,57.2%,2.7%,58.1%,42.6%,43.8%
2016 (27 matches),,1.02,1.01,57.2,2.7,2.6%,54.3%,2.3%,53.3%,46.0%,45.7%
2015 (18 matches),,0.98,0.94,71.0,3.1,2.7%,52.7%,2.5%,55.6%,41.8%,46.1%
2014 (33 matches),,0.98,0.93,58.3,2.6,3.7%,57.2%,3.1%,55.0%,40.6%,42.7%
Career (238 matches),,1.02,0.99,61.2,2.9,2.6%,55.8%,2.2%,55.4%,43.0%,43.8%
