Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2017 Wimbledon R64,L vs Svitolina,2.9,2.8,3.0,29.6%,43.8%,42.9%,50.0%,56.5%,78.4%,-3.0,-7.5,0.0,0.0
2017 Bogota F,W vs Arruabarrena,3.5,4.0,2.7,59.3%,42.5%,46.2%,16.7%,42.0%,57.8%,-2.0,-2.7,1.5,3.5
2017 Indian Wells R128,L vs Chirico,4.9,5.3,4.5,38.2%,58.3%,42.9%,43.8%,46.2%,38.8%,-2.0,-2.0,-7.0,-9.6
2015 Roland Garros R64,W vs Kuznetsova,4.9,5.1,4.7,49.6%,55.3%,62.8%,42.5%,46.8%,34.5%,33.5,12.8,4.5,2.1
2014 Istanbul R32,W vs Jaksic,4.0,3.7,4.1,53.6%,71.0%,72.7%,44.4%,68.5%,54.4%,9.5,8.0,-2.0,-7.7
2011 Roland Garros F,L vs Li,4.3,4.0,4.7,57.6%,41.9%,29.2%,28.6%,45.7%,42.9%,10.0,10.4,0.0,0.0
2011 Roland Garros SF,W vs Bartoli,5.0,4.6,5.4,52.8%,72.0%,50.0%,50.0%,57.6%,63.4%,12.5,9.7,2.5,6.8
2011 Australian Open QF,L vs Wozniacki,5.7,5.0,6.5,39.2%,46.5%,50.0%,59.5%,47.0%,36.4%,9.5,5.1,-4.0,-2.9
2011 Australian Open R16,W vs Kuznetsova,5.1,4.9,5.3,54.3%,39.8%,51.7%,48.0%,49.3%,39.6%,11.5,3.3,4.5,2.0
2010 WTA Championships RR,L vs Stosur,4.5,4.9,4.2,50.8%,42.9%,53.8%,40.0%,58.7%,33.3%,2.5,2.1,-2.0,-3.3
2010 Roland Garros F,W vs Stosur,3.5,3.4,3.6,50.6%,53.7%,72.7%,33.3%,42.4%,31.6%,4.0,6.0,3.5,5.4
2010 Roland Garros SF,W vs Dementieva,4.3,4.3,4.2,52.8%,36.4%,50.0%,72.7%,47.0%,33.3%,2.0,3.0,-0.5,-0.9
2007 Fed Cup RR,L vs Kuznetsova,4.0,4.2,3.9,55.2%,42.9%,45.9%,71.4%,48.2%,31.2%,6.0,3.9,10.5,9.1
2006 Fed Cup RR,L vs Henin,4.0,4.0,4.0,51.3%,45.2%,25.0%,33.3%,65.1%,28.7%,3.0,2.1,-4.0,-7.1
2005 Moscow F,L vs Pierce,4.3,4.6,3.9,46.2%,47.5%,43.8%,37.5%,48.9%,23.7%,8.0,9.4,6.5,9.3
Career (15 matches),,4.5,4.5,4.5,50.4%,48.4%,49.8%,47.3%,50.3%,39.0%,7.0,5.3,0.9,1.1
