Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,18,Hard,38,20,18,52.6%,7,3,4,42.9%,2001,2018,QF,30,1.05,3.3%,5.1%,55.3%,65.8%,48.1%,57.9%,44.0%,55.7%,45.0%
Roland Garros,19,Clay,63,45,18,71.4%,14,10,4,71.4%,2000,2018,W,48,1.07,2.8%,5.0%,55.3%,63.6%,45.7%,55.6%,47.6%,57.1%,46.7%
Wimbledon,18,Grass,36,18,18,50.0%,9,7,2,77.8%,2000,2017,QF,28,0.99,3.4%,6.3%,53.8%,67.2%,47.4%,58.1%,41.5%,55.3%,40.2%
US Open,19,Hard,50,31,19,62.0%,11,6,5,54.5%,1999,2017,QF,30,1.06,4.2%,6.3%,50.7%,67.3%,47.4%,57.5%,45.0%,54.3%,51.5%
Olympics,3,,9,6,3,66.7%,5,3,2,60.0%,2004,2012,QF,1,0.77,3.5%,14.0%,56.1%,68.8%,44.0%,57.9%,32.3%,40.0%,0.0%
Fed Cup,13,,44,23,21,52.3%,16,7,9,43.8%,2002,2017,,5,0.87,2.5%,3.1%,55.8%,61.7%,51.6%,57.2%,37.4%,61.2%,46.4%
Rome,20,Clay,41,21,20,51.2%,7,4,3,57.1%,1998,2018,QF,20,0.90,2.1%,6.1%,56.8%,60.8%,47.6%,55.1%,40.4%,56.4%,43.4%
Miami,18,Hard,32,14,18,43.8%,7,5,2,71.4%,2000,2017,R16,18,0.94,3.1%,7.7%,52.2%,63.1%,42.1%,53.0%,44.0%,53.4%,45.7%
Indian Wells,16,Hard,30,14,16,46.7%,5,1,4,20.0%,2001,2018,R16,22,1.03,2.6%,7.2%,54.8%,64.8%,47.2%,56.9%,44.4%,49.7%,45.3%
Doha,11,Hard,16,5,11,31.3%,6,1,5,16.7%,2003,2018,QF,10,0.89,3.1%,4.2%,55.0%,62.0%,44.9%,54.3%,40.5%,57.3%,38.7%
Moscow,10,Hard,28,19,9,67.9%,6,2,4,33.3%,2000,2012,W,14,1.14,5.2%,5.4%,54.1%,70.5%,48.3%,60.3%,45.4%,45.3%,44.4%
Sydney,10,Hard,19,9,10,47.4%,4,2,2,50.0%,2004,2015,F,13,0.95,4.5%,6.1%,52.2%,65.7%,45.0%,55.8%,41.9%,53.5%,46.5%
Dubai,10,Hard,19,9,10,47.4%,6,3,3,50.0%,2003,2012,SF,13,1.05,3.4%,5.9%,52.6%,67.8%,47.9%,58.4%,43.5%,58.1%,44.9%
