Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2017 Wimbledon R64,L vs Svitolina,2.9%,0.0%,8.9%,42.9%,3.8%,11.1%,0.0%,25.0%,100.0%,2.4%,50.0%,-43,-3
2017 Bogota F,W vs Arruabarrena,11.5%,70.0%,15.3%,73.9%,12.7%,17.1%,0.0%,13.6%,33.3%,2.7%,60.0%,101,65
2017 Indian Wells R128,L vs Chirico,2.0%,100.0%,16.5%,83.3%,9.0%,9.6%,0.0%,7.3%,27.3%,2.7%,16.7%,55,51
2015 Roland Garros R64,W vs Kuznetsova,0.0%,-,12.7%,64.1%,17.2%,23.1%,15.4%,10.2%,21.4%,3.2%,55.0%,-13,-30
2014 Istanbul R32,W vs Jaksic,0.0%,-,9.3%,60.0%,11.4%,18.8%,100.0%,0.0%,0.0%,1.7%,33.3%,-18,16
2011 Roland Garros F,L vs Li,0.0%,-,9.3%,46.2%,19.7%,32.1%,0.0%,6.1%,27.3%,2.2%,0.0%,-78,-63
2011 Roland Garros SF,W vs Bartoli,0.0%,-,13.0%,85.7%,15.4%,28.2%,0.0%,11.5%,16.7%,2.9%,14.3%,14,17
2011 Australian Open QF,L vs Wozniacki,2.1%,100.0%,19.2%,62.9%,9.8%,16.4%,12.5%,8.3%,6.9%,2.3%,10.0%,-8,-7
2011 Australian Open R16,W vs Kuznetsova,1.0%,50.0%,13.7%,63.3%,11.9%,15.5%,20.0%,8.6%,26.9%,1.5%,45.5%,-54,-54
2010 WTA Championships RR,L vs Stosur,1.6%,0.0%,15.3%,68.4%,7.8%,14.3%,0.0%,7.1%,30.0%,2.7%,0.0%,-43,-48
2010 Roland Garros F,W vs Stosur,0.0%,-,8.8%,100.0%,15.8%,8.7%,0.0%,18.4%,50.0%,1.8%,33.3%,-16,1
2010 Roland Garros SF,W vs Dementieva,0.0%,-,8.5%,87.5%,12.5%,15.0%,0.0%,8.7%,66.7%,1.8%,33.3%,-72,-48
2007 Fed Cup RR,L vs Kuznetsova,0.0%,-,12.2%,72.0%,17.6%,28.6%,20.0%,9.7%,11.8%,1.5%,40.0%,16,9
2006 Fed Cup RR,L vs Henin,9.6%,28.6%,15.3%,36.4%,9.2%,18.4%,0.0%,2.8%,12.5%,0.4%,0.0%,-41,-30
2005 Moscow F,L vs Pierce,0.0%,-,13.8%,62.5%,14.1%,31.6%,0.0%,10.4%,22.2%,2.1%,50.0%,-75,-73
Career (15 matches),,2.1%,54.2%,13.1%,66.1%,12.9%,19.1%,9.6%,9.1%,21.7%,2.1%,33.0%,-20,-19
