Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,479,244,235,50.9%,543-535,50.4%,5124-4995,50.6%,50-64,43.9%,286,59.4%,34.5%,3.8%,6.6%,52.7%,66.0%,46.1%,56.6%,43.6%,50.1%,1.01
Clay,261,163,98,62.5%,344-240,58.9%,2896-2532,53.4%,30-21,58.8%,162,63.7%,39.1%,2.8%,5.4%,56.0%,64.7%,46.9%,56.9%,45.6%,51.3%,1.06
Grass,81,39,42,48.1%,95-103,48.0%,936-978,48.9%,15-11,57.7%,64,59.6%,26.9%,4.0%,7.0%,54.7%,68.0%,47.4%,58.7%,41.3%,50.0%,1.00
Carpet,35,19,16,54.3%,42-38,52.5%,384-373,50.7%,4-4,50.0%,11,-,-,4.1%,3.7%,58.0%,65.3%,48.3%,58.1%,43.8%,50.8%,1.05
Grand Slams,174,105,69,60.3%,231-171,57.5%,2005-1805,52.6%,24-14,63.2%,136,55.5%,29.1%,3.3%,5.6%,54.0%,65.6%,47.0%,57.0%,44.9%,51.0%,1.05
Premiers,344,170,174,49.4%,378-392,49.1%,3618-3607,50.1%,38-44,46.3%,186,46.9%,35.7%,3.6%,6.4%,53.5%,65.8%,45.5%,56.4%,42.9%,49.7%,0.98
Internationals,207,122,85,58.9%,265-201,56.9%,2298-2024,53.2%,20-24,45.5%,145,65.2%,38.5%,3.8%,6.7%,54.2%,66.6%,48.1%,58.1%,45.2%,51.6%,1.08
Finals,20,8,12,40.0%,18-25,41.9%,195-208,48.4%,1-2,33.3%,13,71.4%,34.3%,3.5%,4.2%,57.0%,69.2%,45.2%,58.9%,43.3%,51.1%,1.05
Semi-finals,38,20,18,52.6%,43-41,51.2%,411-396,50.9%,4-7,36.4%,27,74.2%,48.4%,3.8%,5.2%,53.7%,65.9%,48.6%,57.9%,44.2%,50.9%,1.05
Quarter-finals,84,35,49,41.7%,79-107,42.5%,820-917,47.2%,10-8,55.6%,47,55.8%,35.1%,3.5%,5.2%,54.4%,63.5%,47.1%,56.1%,44.4%,50.1%,1.01
vs Righties,779,425,354,54.6%,931-834,52.7%,8494-8090,51.2%,88-92,48.9%,476,61.0%,36.2%,3.5%,6.3%,54.0%,65.8%,46.3%,56.8%,44.1%,50.4%,1.02
vs Lefties,71,35,36,49.3%,83-79,51.2%,779-751,50.9%,11-8,57.9%,45,67.2%,29.5%,3.6%,6.2%,55.3%,66.6%,49.8%,59.1%,41.7%,50.6%,1.02
vs Top 10,131,30,101,22.9%,77-212,26.6%,1138-1570,42.0%,15-20,42.9%,79,51.0%,20.8%,3.0%,6.0%,54.4%,61.7%,42.3%,52.8%,38.9%,46.0%,0.82
