Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,85,27,58,31.8%,76-131,36.7%,848-1045,44.8%,17-9,65.4%,44,66.8%,18.6%,2.8%,3.2%,62.1%,64.5%,47.9%,58.2%,36.5%,47.2%,0.87
Clay,398,218,180,54.8%,523-432,54.8%,4577-4314,51.5%,61-52,54.0%,252,71.1%,28.3%,2.2%,2.4%,67.5%,63.6%,50.6%,59.4%,40.9%,50.0%,1.01
Grass,3,0,3,0.0%,1-9,10.0%,32-60,34.8%,0-1,0.0%,3,60.0%,10.9%,3.0%,5.7%,50.7%,65.3%,41.2%,53.4%,33.1%,42.9%,0.71
Carpet,15,4,11,26.7%,15-26,36.6%,189-215,46.8%,4-5,44.4%,4,68.3%,22.5%,6.0%,3.4%,45.5%,68.6%,49.7%,58.3%,38.7%,48.7%,0.93
Grand Slams,33,13,20,39.4%,48-60,44.4%,486-525,48.1%,5-4,55.6%,26,73.6%,22.5%,2.4%,2.7%,66.7%,66.3%,50.6%,61.0%,39.0%,49.4%,1.00
Masters,39,11,28,28.2%,34-63,35.1%,380-499,43.2%,5-3,62.5%,24,58.6%,26.1%,1.4%,2.0%,68.2%,57.1%,48.7%,54.5%,39.4%,46.9%,0.87
Other Tours,376,194,182,51.6%,427-404,51.4%,3867-3852,50.1%,61-51,54.5%,253,70.9%,27.2%,2.4%,2.6%,66.0%,64.1%,50.0%,59.3%,40.4%,49.8%,0.99
Best of 5,80,40,40,50.0%,146-127,53.5%,1331-1236,51.9%,15-12,55.6%,26,73.6%,22.5%,2.4%,2.7%,66.7%,66.3%,50.6%,61.0%,39.0%,49.4%,1.00
Best of 3,421,209,212,49.6%,469-471,49.9%,4315-4398,49.5%,67-55,54.9%,277,69.8%,27.1%,2.3%,2.5%,66.1%,63.5%,49.9%,58.9%,40.3%,49.5%,0.98
Finals,10,5,5,50.0%,11-12,47.8%,105-119,46.9%,4-0,100.0%,6,71.0%,24.3%,1.1%,1.1%,75.4%,62.1%,50.9%,59.3%,39.0%,49.4%,0.96
Semi-finals,26,10,16,38.5%,23-37,38.3%,254-303,45.6%,4-3,57.1%,17,69.9%,21.8%,1.5%,2.3%,70.3%,60.9%,50.9%,57.9%,39.7%,49.0%,0.94
Quarter-finals,48,26,22,54.2%,60-45,57.1%,518-466,52.6%,7-7,50.0%,29,72.2%,30.6%,2.4%,2.0%,70.7%,64.4%,50.6%,60.3%,41.1%,50.6%,1.04
vs Righties,412,209,203,50.7%,512-483,51.5%,4640-4609,50.2%,71-50,58.7%,248,69.9%,27.2%,2.3%,2.6%,66.8%,63.5%,49.9%,59.0%,40.4%,49.5%,0.98
vs Lefties,83,35,48,42.2%,88-109,44.7%,893-948,48.5%,10-16,38.5%,55,72.1%,23.6%,2.8%,2.4%,63.6%,65.2%,50.3%,59.8%,39.2%,49.3%,0.97
vs Top 10,23,2,21,8.7%,6-40,13.0%,160-267,37.5%,1-8,11.1%,15,65.2%,14.4%,3.7%,2.3%,63.1%,61.9%,49.0%,57.1%,33.6%,45.7%,0.78
