Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,3,1,2,33.3%,1,1,0,100.0%,1993,1998,R64,3,1.08,2.3%,2.6%,63.0%,70.2%,53.6%,64.0%,38.7%,52.2%,32.0%
Roland Garros,10,Clay,20,10,10,50.0%,5,3,2,60.0%,1988,1999,QF,14,1.09,2.2%,1.8%,72.1%,65.5%,54.6%,62.4%,40.9%,58.6%,35.5%
Wimbledon,3,Grass,3,0,3,0.0%,1,0,1,0.0%,1997,1999,R128,3,0.71,3.0%,5.7%,50.7%,65.3%,41.2%,53.4%,33.1%,60.0%,21.7%
US Open,5,Hard,7,2,5,28.6%,2,1,1,50.0%,1990,1999,R64,6,0.96,2.7%,3.2%,64.5%,67.0%,48.6%,60.5%,37.9%,57.6%,37.0%
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,1996,1996,R32,0,,,,,,,,,,
Davis Cup,14,,53,31,22,58.5%,20,11,9,55.0%,1985,1998,,0,,,,,,,,,,
Barcelona,10,Clay,23,13,10,56.5%,5,2,3,40.0%,1988,1998,SF,12,0.97,3.3%,2.0%,66.0%,62.2%,48.5%,57.5%,41.2%,57.4%,34.7%
Kitzbuhel,10,Clay,19,9,10,47.4%,7,4,3,57.1%,1988,2000,SF,17,0.97,1.6%,2.8%,63.4%,61.8%,50.9%,57.8%,41.1%,58.6%,36.4%
San Marino,9,Clay,18,9,9,50.0%,6,3,3,50.0%,1989,1999,SF,12,0.96,3.6%,2.2%,68.3%,64.9%,52.0%,60.8%,37.6%,53.3%,32.9%
Bastad,8,Clay,19,12,7,63.2%,3,2,1,66.7%,1988,1997,W,8,0.92,1.7%,2.6%,64.7%,61.7%,43.9%,55.4%,40.9%,50.8%,39.7%
Stuttgart Outdoor,8,Clay,18,10,8,55.6%,7,3,4,42.9%,1989,1999,QF,12,1.03,3.9%,3.3%,66.9%,65.2%,49.0%,59.8%,41.5%,55.4%,39.3%
Palermo,8,Clay,12,4,8,33.3%,3,1,2,33.3%,1987,1999,QF,9,0.98,2.9%,2.6%,63.8%,59.3%,46.4%,54.7%,44.4%,52.3%,41.3%
