Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2000,775,12,,,,,,,,,1393,2,,
1999,106,442,149,1639,187,1521,127,1627,117,1531,519,75,,
1998,135,351,111,1699,147,1568,93,1695,94,1572,421,99,,
1997,44,886,72,1789,120,1623,53,1784,68,1629,381,129,,
1996,81,597,80,1794,136,1620,54,1787,,,487,81,,
1995,101,,117,1723,180,1558,90,1717,,,373,114,,
1994,60,,64,1809,,,46,1799,,,199,301,,
1993,87,,103,1748,171,1564,67,1747,,,412,89,,
1992,60,,100,1745,162,1589,67,1746,,,181,317,,
1991,107,,153,1666,183,1566,96,1698,,,262,156,,
1990,49,,88,1752,85,1678,42,1801,,,241,159,,
1989,43,,50,1823,70,1714,37,1810,,,83,,,
1988,53,,75,1782,100,1649,34,1818,,,103,,,
1987,118,,,,,,,,,,221,,,
1986,415,,,,,,,,,,,,,
