Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Sapfo Sakellaridi [GRE],2,4,33.3%,0,0,0,-,2020,2025,1,0.76,0.0%,9.1%,50.9%,60.7%,37.0%,49.1%,38.7%,20.0%,14.3%
5,Anna Gabric [GER],1,4,20.0%,0,0,0,-,2022,2025,1,1.00,5.5%,4.1%,56.2%,58.5%,43.8%,52.1%,48.1%,37.5%,23.8%
3,Dalila Spiteri [ITA],0,3,0.0%,0,0,0,-,2020,2025,1,0.62,0.0%,5.8%,48.1%,68.0%,37.0%,51.9%,30.0%,33.3%,100.0%
3,Chloe Noel [FRA],0,3,0.0%,1,0,1,0.0%,2021,2023,0,,,,,,,,,,
3,Diana Martynov [FRA],1,2,33.3%,0,0,0,-,2022,2023,0,,,,,,,,,,
3,Margaux Rouvroy [FRA],2,1,66.7%,0,0,0,-,2020,2022,0,,,,,,,,,,
3,Darya Astakhova [RUS],0,3,0.0%,0,0,0,-,2019,2020,0,,,,,,,,,,
2,Elena Milovanovic [SRB],0,2,0.0%,0,0,0,-,2022,2026,1,0.81,4.3%,2.9%,62.3%,53.5%,38.5%,47.8%,42.3%,50.0%,50.0%
2,Ksenia Laskutova [RUS],2,0,100.0%,0,0,0,-,2021,2025,1,1.33,0.0%,8.3%,50.0%,66.7%,50.0%,58.3%,55.6%,0.0%,66.7%
2,Aneta Laboutkova [CZE],0,2,0.0%,0,0,0,-,2023,2024,0,,,,,,,,,,
2,Francesca Pace [ITA],2,0,100.0%,0,0,0,-,2024,2024,0,,,,,,,,,,
2,Ziva Falkner [SLO],1,1,50.0%,0,0,0,-,2023,2024,0,,,,,,,,,,
2,Cristina Diaz Adrover [ESP],1,1,50.0%,0,0,0,-,2024,2024,0,,,,,,,,,,
2,Sina Herrmann [GER],2,0,100.0%,1,0,1,0.0%,2023,2024,0,,,,,,,,,,
2,Katerina Tsygourova [SUI],1,1,50.0%,1,1,0,100.0%,2023,2024,0,,,,,,,,,,
