Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,2,2,50.0%,5-4,55.6%,43-39,52.4%,1-0,100.0%,4,69.2%,35.7%,6.3%,3.3%,60.7%,66.7%,43.0%,57.4%,44.5%,50.9%,1.04,R16 (2x)
2025,26,12,14,46.2%,25-30,45.5%,251-259,49.2%,4-3,57.1%,26,56.5%,41.6%,1.3%,4.3%,63.2%,58.2%,43.6%,52.8%,46.6%,49.7%,0.99,SF (W15 Bucharest)
2024,28,16,12,57.1%,32-31,50.8%,300-279,51.8%,2-3,40.0%,0,,,,,,,,,,,,W (W15 Bol)
2023,31,15,16,48.4%,28-33,45.9%,267-275,49.3%,1-3,25.0%,0,,,,,,,,,,,,F (W15 Monastir)
2022,34,14,20,41.2%,29-45,39.2%,299-367,44.9%,1-4,20.0%,0,,,,,,,,,,,,QF (3x)
2021,56,35,21,62.5%,76-53,58.9%,618-558,52.6%,8-3,72.7%,0,,,,,,,,,,,,W (W15 Antalya)
2020,14,7,7,50.0%,17-16,51.5%,146-147,49.8%,1-0,100.0%,0,,,,,,,,,,,,F (W15 Heraklion)
2019,23,10,13,43.5%,23-29,44.2%,229-236,49.2%,0-0,-,0,,,,,,,,,,,,F (W15 Heraklion)
2018,27,15,12,55.6%,32-29,52.5%,283-257,52.4%,1-1,50.0%,0,,,,,,,,,,,,W (Sharm El Sheikh $15K)
2017,14,6,8,42.9%,12-16,42.9%,125-147,46.0%,3-1,75.0%,0,,,,,,,,,,,,QF (3x)
Career,257,132,125,51.4%,279-286,49.4%,2561-2564,50.0%,22-18,55.0%,30,58.2%,40.8%,2.0%,4.1%,62.8%,59.3%,43.5%,53.5%,46.3%,49.9%,1.00,
