Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Bucharest R16,L vs Ghioroaie,0.96,0.54,35.5,2.1,-,32.0%,-,36.8%,41.7%,32.0%
2019 W15 Bucharest R32,W vs Pospelova,0.98,1.43,44.1,2.5,-,57.7%,-,54.5%,63.3%,64.3%
2019 W15 Stuttgart Stammheim R32,L vs Liauw A Fong,0.96,0.59,41.2,2.1,5.4%,62.2%,2.8%,41.7%,33.3%,25.9%
2017 Cairo $15K QF,L vs Kolar,1.01,0.76,52.7,3.0,0.0%,35.5%,0.0%,40.7%,43.3%,50.0%
2017 Cairo $15K R16,W vs Alhussein Abdel Aziz,1.08,1.20,66.3,3.6,2.6%,51.3%,0.0%,55.6%,61.0%,42.5%
2017 Cairo $15K R32,W vs Abou Zekry,0.90,1.46,46.6,2.0,3.4%,62.1%,4.2%,54.2%,65.4%,69.6%
2017 Sharm El Sheikh $15K R32,L vs Cadar,0.97,0.72,50.1,2.4,0.0%,57.6%,3.1%,50.0%,38.5%,29.4%
2017 Sharm El Sheikh $15K QF,L vs Bonic,1.02,0.86,70.5,4.0,1.9%,38.5%,2.1%,58.3%,34.1%,53.7%
2017 Sharm El Sheikh $15K R16,W vs Czarnik,1.03,1.19,68.6,2.2,7.3%,75.6%,0.0%,37.8%,49.0%,48.9%
2017 Sharm El Sheikh $15K R32,W vs Jaeger,0.99,1.54,54.3,2.2,0.0%,85.3%,0.0%,57.1%,51.4%,33.3%
2017 Badenweiler $15K QF,L vs Meers,0.81,0.54,41.0,2.3,0.0%,44.4%,0.0%,65.4%,22.2%,39.1%
2017 Badenweiler $15K R32,W vs Rosenquist,1.33,1.51,47.7,2.2,2.6%,68.4%,2.7%,54.1%,50.0%,36.4%
2017 Braunschweig $25K R32,L vs Marcinkevica,0.91,0.79,62.8,3.6,0.0%,57.1%,0.0%,32.3%,41.3%,53.3%
2017 Hechingen $60K R32,L vs Korpatsch,0.84,0.40,32.9,2.1,0.0%,47.6%,0.0%,38.1%,21.7%,33.3%
2017 Stuttgart Vaihingen $25K R32,L vs Hozumi,0.83,0.57,39.2,2.0,0.0%,29.6%,0.0%,37.5%,41.9%,50.0%
2017 Kaltenkirchen $15K R32,L vs Da Silva Fick,0.90,0.74,55.5,2.2,2.9%,57.1%,0.0%,45.5%,28.1%,51.6%
2019 (3 matches),,0.95,0.82,40.5,2.2,2.3%,52.3%,1.3%,44.2%,46.9%,41.3%
2017 (13 matches),,0.98,0.91,55.2,2.5,1.8%,55.2%,1.0%,48.8%,42.8%,45.9%
Career (16 matches),,0.98,0.89,52.9,2.4,1.9%,54.7%,1.0%,48.0%,43.4%,45.2%
