Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,0,,,,,,,,,,,,R32 (W25 Troisdorf)
2022,32,13,19,40.6%,31-43,41.9%,323-358,47.4%,2-2,50.0%,1,55.6%,11.1%,2.0%,9.8%,72.5%,56.8%,57.1%,56.9%,32.8%,43.8%,0.76,SF (W25 Oeiras)
2021,42,24,18,57.1%,49-39,55.7%,386-353,52.2%,3-1,75.0%,3,62.9%,11.8%,1.3%,7.1%,60.6%,58.4%,53.9%,56.6%,33.5%,45.4%,0.77,F (2x)
2020,11,4,7,36.4%,9-15,37.5%,93-114,44.9%,0-1,0.0%,2,60.0%,35.7%,5.3%,14.7%,63.2%,73.3%,31.4%,57.9%,45.1%,52.0%,1.07,SF (W15 Las Palmas de Gran Canaria)
2019,58,34,24,58.6%,74-56,56.9%,620-556,52.7%,7-4,63.6%,1,44.4%,22.2%,1.7%,11.9%,62.7%,54.1%,36.4%,47.5%,35.2%,41.6%,0.67,F (4x)
2018,36,20,16,55.6%,46-38,54.8%,393-356,52.5%,2-3,40.0%,0,,,,,,,,,,,,W (Horb $25K)
2017,57,37,20,64.9%,80-48,62.5%,640-529,54.7%,10-8,55.6%,0,,,,,,,,,,,,W (2x)
2016,22,11,11,50.0%,25-24,51.0%,224-217,50.8%,1-3,25.0%,0,,,,,,,,,,,,W (Ricany $10K)
2015,9,4,5,44.4%,9-11,45.0%,83-94,46.9%,0-0,-,0,,,,,,,,,,,,F (Vienna $10K)
2014,10,4,6,40.0%,9-12,42.9%,87-99,46.8%,1-0,100.0%,0,,,,,,,,,,,,QF (2x)
2013,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Kaarst 10K)
Career,279,151,128,54.1%,333-290,53.5%,2863-2704,51.4%,26-22,54.2%,7,58.8%,18.2%,2.3%,9.7%,62.9%,60.9%,46.9%,55.7%,35.9%,46.0%,0.81,
