Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2018 ITF Darmstadt F,L vs Bolsova,8.2%,9.8%,40.4%,8.3%,11.1%,45.5%,31.6%,58.8%,60.0%,9.5%,9.5%,31.6%,60.0%,63.6%,60.0%,-27
Career (1 matches),,8.2%,9.8%,40.4%,8.3%,11.1%,45.5%,31.6%,58.8%,60.0%,9.5%,9.5%,31.6%,60.0%,63.6%,60.0%,-27
