Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
27,Roger Federer [SUI],9,18,33.3%,13,6,7,46.2%,1999,2013,24,0.86,4.7%,4.3%,53.8%,68.4%,50.0%,59.9%,34.7%,64.7%,27.3%
14,Andy Roddick [USA],7,7,50.0%,14,5,9,35.7%,2001,2012,14,1.03,11.2%,3.9%,56.9%,79.3%,53.2%,68.1%,32.8%,72.6%,28.4%
14,Marat Safin [RUS],7,7,50.0%,5,2,3,40.0%,1999,2009,11,0.96,4.7%,4.6%,47.4%,72.6%,51.4%,61.4%,36.8%,57.3%,44.4%
12,Carlos Moya [ESP],7,5,58.3%,3,1,2,33.3%,2000,2007,12,1.07,7.9%,5.0%,53.4%,75.7%,49.7%,63.6%,39.1%,57.0%,37.4%
11,Rafael Nadal [ESP],4,7,36.4%,4,3,1,75.0%,2004,2014,11,0.83,7.6%,2.6%,54.2%,67.3%,44.2%,56.8%,35.8%,50.5%,33.0%
11,Tommy Haas [GER],7,4,63.6%,4,3,1,75.0%,1999,2013,10,1.20,7.6%,4.1%,54.7%,72.4%,54.0%,64.1%,43.2%,62.2%,42.5%
10,Juan Carlos Ferrero [ESP],6,4,60.0%,5,2,3,40.0%,2000,2009,8,0.92,6.0%,4.1%,54.7%,71.4%,48.1%,60.9%,36.1%,63.7%,38.8%
10,Tim Henman [GBR],9,1,90.0%,4,3,1,75.0%,2000,2006,10,1.31,5.4%,3.6%,57.3%,73.4%,57.3%,66.6%,43.9%,63.5%,38.2%
9,James Blake [USA],8,1,88.9%,2,1,1,50.0%,2001,2009,9,1.24,6.6%,4.2%,53.0%,76.3%,52.6%,65.1%,43.1%,56.9%,44.9%
9,Sebastien Grosjean [FRA],6,3,66.7%,1,0,1,0.0%,1999,2003,7,1.08,6.8%,5.1%,55.9%,75.8%,48.1%,63.6%,39.3%,70.2%,47.8%
9,Pete Sampras [USA],5,4,55.6%,5,1,4,20.0%,1998,2002,9,1.10,10.1%,4.1%,56.6%,73.5%,56.7%,66.2%,37.1%,61.0%,45.0%
8,Juan Ignacio Chela [ARG],5,3,62.5%,3,2,1,66.7%,2004,2010,8,1.09,5.0%,4.4%,54.6%,69.2%,49.9%,60.4%,43.0%,62.2%,34.3%
8,Guillermo Canas [ARG],6,2,75.0%,4,1,3,25.0%,1999,2007,8,1.09,5.3%,3.5%,55.0%,68.7%,53.8%,62.0%,41.4%,65.3%,38.5%
8,Arnaud Clement [FRA],7,1,87.5%,4,2,2,50.0%,1999,2006,8,1.22,10.7%,4.8%,52.9%,76.4%,48.1%,63.0%,45.0%,66.7%,42.9%
8,Andre Agassi [USA],4,4,50.0%,6,5,1,83.3%,1998,2004,8,0.98,8.5%,5.3%,47.3%,72.9%,51.4%,61.6%,37.5%,63.4%,35.9%
