Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2015 US Open R64,L vs Tomic,4.2,4.0,4.4,46.6%,57.6%,35.5%,57.6%,52.4%,34.1%,11.0,4.1,-3.0,-1.7
2014 Miami R64,L vs Nadal,5.5,4.7,6.4,44.2%,30.4%,36.4%,23.1%,52.1%,7.8%,-3.0,-2.9,-10.5,-11.4
2014 Brisbane F,W vs Federer,3.4,3.8,2.9,52.3%,50.0%,54.5%,80.0%,49.4%,19.0%,19.0,16.8,-6.0,-6.1
2014 Brisbane SF,W vs Nishikori,3.7,3.4,4.1,56.8%,50.0%,29.2%,60.0%,42.0%,22.0%,14.0,11.2,-14.0,-9.9
2014 Brisbane R16,W vs Lopez,4.6,5.2,3.9,52.7%,58.3%,85.7%,45.0%,56.6%,29.7%,8.0,5.8,2.0,2.6
2013 US Open R16,L vs Youzhny,6.3,6.6,6.1,47.8%,50.8%,51.7%,53.7%,40.6%,28.4%,7.0,2.3,1.0,0.3
2013 US Open R128,W vs Baker,4.0,4.1,3.9,55.7%,56.8%,39.1%,52.2%,50.9%,28.4%,7.5,4.0,9.0,6.6
2013 Newport F,L vs Mahut,2.7,3.1,2.2,44.0%,57.5%,33.3%,60.0%,56.5%,23.8%,0.5,0.5,1.0,1.7
2012 Olympics R16,L vs Djokovic,4.6,5.7,3.5,42.3%,50.0%,75.0%,45.8%,54.4%,12.2%,-4.0,-2.6,6.5,5.4
2012 Australian Open R16,L vs Djokovic,5.2,5.4,4.9,47.0%,38.6%,46.2%,41.0%,50.1%,15.1%,2.0,0.8,-4.0,-1.9
2011 Davis Cup World Group PO RR,L vs Federer,3.7,3.8,3.6,50.6%,40.7%,30.8%,54.2%,49.6%,24.7%,8.0,4.4,4.5,3.1
2011 Australian Open R128,L vs Nalbandian,5.2,5.0,5.3,55.1%,46.2%,38.2%,51.6%,46.4%,12.3%,17.0,4.5,-2.0,-0.5
2010 Halle F,W vs Federer,4.4,4.2,4.6,47.1%,54.2%,57.1%,65.2%,49.1%,15.9%,19.0,10.2,8.0,4.7
2010 Australian Open R16,L vs Federer,4.9,5.3,4.4,43.3%,38.6%,38.5%,50.0%,50.3%,14.9%,3.5,2.2,4.5,3.2
2009 US Open R32,L vs Federer,3.6,3.4,3.8,48.6%,54.8%,25.0%,35.7%,47.6%,12.5%,-7.5,-5.1,8.0,5.1
2009 Cincinnati QF,L vs Federer,3.4,3.7,3.2,40.0%,46.2%,42.9%,50.0%,46.8%,13.3%,-6.5,-10.0,-2.5,-3.5
2009 Wimbledon QF,L vs Roddick,3.2,3.4,2.9,49.6%,47.1%,50.0%,38.5%,54.2%,12.8%,15.0,7.6,16.0,10.2
2009 Houston F,W vs Odesnik,3.8,3.6,4.0,52.9%,65.5%,50.0%,66.7%,42.7%,10.9%,7.0,7.8,3.5,3.1
2009 Memphis SF,L vs Roddick,4.3,4.1,4.4,47.0%,56.8%,60.0%,47.6%,55.0%,19.3%,11.0,7.0,0.0,0.0
2008 Wimbledon R16,L vs Federer,3.3,3.6,3.0,41.2%,66.7%,23.5%,57.1%,52.9%,12.3%,7.0,6.5,0.5,0.5
Career (135 matches),,4.5,4.6,4.4,50.1%,51.9%,51.3%,51.0%,50.5%,14.6%,10.1,5.9,3.4,2.3
