Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2020,,,,,,,,,,,471,90,,
2019,,,,,,,,,,,292,180,,
2018,,,,,,,,,,,142,535,93,1598
2016,633,45,,,,,,,,,262,270,,
2015,307,160,113,1666,72,1679,102,1625,45,1696,155,495,67,1647
2014,50,845,34,1852,30,1796,54,1733,17,1818,115,630,65,1667
2013,60,780,35,1852,41,1778,45,1759,17,1807,263,240,69,1652
2012,83,625,42,1837,44,1760,44,1766,26,1774,192,345,,
2011,186,265,48,1815,56,1722,,,28,1755,504,100,,
2010,54,870,33,1870,44,1754,32,1813,15,1806,152,455,54,1672
2009,22,1600,19,1939,23,1854,15,1898,8,1846,454,110,,
2008,67,605,15,1943,18,1853,16,1898,9,1833,649,60,,
2007,21,1365,16,1927,20,1846,16,1892,12,1806,395,130,,
2006,20,1315,11,1970,11,1914,20,1856,6,1891,1427,5,,
2005,4,2490,3,2119,3,2084,,,3,1991,846,25,,
2004,3,3590,2,2092,3,2053,4,1980,3,1992,572,60,,
2003,17,1450,8,1981,3,1989,5,1961,3,1930,168,295,45,1637
2002,1,4485,1,2135,1,2082,1,2023,1,2097,219,200,,
2001,1,4365,1,2156,1,2120,2,2051,1,2048,105,610,,
2000,7,2625,4,2033,3,1999,7,1929,2,1933,20,2155,,
1999,25,1429,16,1951,13,1902,47,1801,12,1839,185,328,,
1998,100,482,112,1698,85,1675,158,1570,111,1552,164,402,,
1997,550,43,,,,,,,,,408,110,,
