Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2016 Australian Open R64,L vs Ferrer,21% (3/14),33% (1/3),0/5,64% (9/14),44% (4/9),0/1,0/0,2/2,0/0,1/1
2016 Australian Open R128,W vs Duckworth,40% (6/15),83% (5/6),0/2,27% (4/15),50% (2/4),3/3,0/1,1/1,0/0,0/0
2015 US Open R64,L vs Tomic,40% (10/25),60% (6/10),1/7,44% (11/25),27% (3/11),6/6,2/3,2/3,0/1,1/2
2015 US Open R64,L vs Tomic,40% (10/25),60% (6/10),1/7,44% (11/25),27% (3/11),6/6,2/3,2/3,0/1,1/2
2015 Washington R32,L vs Lopez,13% (2/16),100% (2/2),0/2,33% (5/15),40% (2/5),1/2,1/1,1/2,0/0,0/0
2015 Washington R64,W vs Smith,44% (4/9),75% (3/4),1/1,60% (6/10),83% (5/6),3/3,2/2,0/0,1/1,0/0
2015 Wimbledon R128,L vs Nieminen,37% (10/27),70% (7/10),1/7,48% (13/27),23% (3/13),2/6,1/1,5/8,0/0,5/6
2015 Wimbledon R128,L vs Nieminen,37% (10/27),70% (7/10),1/7,48% (13/27),23% (3/13),2/6,1/1,5/8,0/0,5/6
2015 Queen's Club R32,L vs Anderson,25% (4/16),25% (1/4),0/2,31% (5/16),20% (1/5),1/1,0/1,0/2,0/1,0/1
2015 s Hertogenbosch R32,L vs Mahut,20% (2/10),50% (1/2),1/3,44% (4/9),25% (1/4),1/1,0/0,1/1,0/0,1/1
2015 Australian Open R64,L vs Becker,33% (7/21),71% (5/7),0/5,24% (5/21),0% (0/5),4/4,1/1,3/3,0/0,0/0
2015 Australian Open R128,W vs Zhang,56% (9/16),78% (7/9),0/4,38% (6/16),33% (2/6),5/5,1/1,1/1,0/0,0/0
2014 US Open R128,L vs Berdych,29% (4/14),50% (2/4),0/5,57% (8/14),25% (2/8),1/2,0/0,1/2,0/0,0/1
2014 Cincinnati R32,L vs Fognini,38% (3/8),100% (3/3),2/5,78% (7/9),0% (0/7),1/3,0/0,0/2,0/0,0/1
2014 Cincinnati R64,W vs Melzer,36% (5/14),80% (4/5),1/3,33% (5/15),20% (1/5),2/4,2/2,0/1,1/1,0/0
2014 Washington R16,L vs Raonic,17% (2/12),0% (0/2),0/0,8% (1/12),100% (1/1),0/0,0/0,2/2,0/0,0/0
2014 Washington R32,W vs Matosevic,50% (5/10),100% (5/5),1/2,56% (5/9),60% (3/5),3/4,1/1,0/0,0/0,0/0
2014 Newport F,W vs Karlovic,35% (6/17),67% (4/6),1/2,25% (4/16),50% (2/4),2/3,0/1,2/2,0/1,2/2
2014 Newport SF,W vs Sock,71% (5/7),80% (4/5),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2014 Newport QF,W vs Johnson,30% (3/10),100% (3/3),1/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2016 (2 matches),,31.0%,66.7%,0.0%,44.8%,46.2%,75.0%,0.0%,100.0%,-,100.0%
2015 (10 matches),,35.4%,66.2%,13.3%,41.4%,29.1%,77.5%,78.6%,64.5%,25.0%,72.2%
2014 (34 matches),,35.9%,70.8%,29.0%,35.8%,33.7%,71.6%,84.8%,69.7%,85.7%,66.7%
2013 (44 matches),,38.8%,69.4%,20.1%,36.9%,32.3%,75.3%,70.2%,69.9%,68.8%,84.6%
2012 (28 matches),,33.2%,66.7%,23.9%,36.7%,33.8%,74.1%,89.3%,81.0%,90.0%,88.9%
Career (221 matches),,36.2%,67.0%,22.5%,34.4%,34.3%,76.7%,79.8%,76.8%,80.2%,78.9%
