Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2015 US Open R64,L vs Tomic,67.9%,53.7%,10.1%,11/5,2.73,10.0%,58.1%,60.7%,6.7%,2.70,12.7%,94.0%,44.7%,18.0%,2.77,7.3%
2014 Miami R64,L vs Nadal,82.5%,21.2%,10.0%,2/2,2.00,2.5%,84.0%,23.8%,12.0%,2.02,3.6%,80.0%,16.7%,6.7%,1.96,0.0%
2014 Brisbane F,W vs Federer,55.8%,68.8%,3.5%,3/0,2.40,47.8%,47.2%,60.0%,1.9%,2.33,50.0%,71.9%,78.3%,6.3%,2.45,45.9%
2014 Brisbane SF,W vs Nishikori,67.3%,45.6%,4.0%,1/3,2.38,12.1%,66.1%,41.5%,0.0%,2.32,41.2%,84.4%,51.9%,12.5%,2.40,0.0%
2014 Brisbane R16,W vs Lopez,46.8%,55.2%,6.5%,1/3,2.12,62.5%,44.4%,43.8%,5.6%,1.94,65.4%,72.2%,69.2%,11.1%,2.27,60.0%
2013 US Open R16,L vs Youzhny,75.2%,50.5%,1.4%,0/2,2.07,21.6%,71.8%,49.2%,0.0%,2.03,34.0%,88.9%,52.1%,3.7%,2.11,10.3%
2013 US Open R128,W vs Baker,66.4%,64.2%,11.5%,8/6,2.44,10.7%,65.0%,71.8%,3.3%,2.38,25.8%,80.8%,57.1%,23.1%,2.48,0.0%
2013 Newport F,L vs Mahut,45.9%,53.3%,6.1%,6/0,2.10,44.4%,34.5%,45.0%,8.6%,2.17,53.8%,86.2%,60.0%,3.4%,2.04,35.7%
2012 Olympics R16,L vs Djokovic,60.0%,47.1%,1.2%,0/1,-,7.1%,56.4%,35.5%,0.0%,-,13.8%,74.1%,65.0%,3.7%,-,0.0%
2012 Australian Open R16,L vs Djokovic,66.7%,45.6%,8.8%,5/4,2.41,6.5%,60.3%,44.7%,4.8%,2.25,12.5%,83.3%,46.7%,16.7%,2.58,0.0%
2011 Davis Cup World Group PO RR,L vs Federer,57.8%,51.3%,2.2%,3/0,2.24,38.6%,50.6%,48.9%,0.0%,2.16,25.8%,73.3%,54.5%,6.7%,2.28,45.6%
2011 Australian Open R128,L vs Nalbandian,79.5%,47.3%,5.2%,5/6,2.21,21.3%,78.7%,45.8%,3.7%,2.11,36.2%,88.2%,50.0%,8.8%,2.33,3.4%
2010 Halle F,W vs Federer,72.8%,53.8%,4.8%,5/1,1.86,50.0%,63.5%,48.9%,6.8%,1.67,42.4%,89.8%,59.1%,2.0%,2.05,57.6%
2010 Australian Open R16,L vs Federer,61.5%,41.7%,7.7%,5/1,2.53,42.5%,55.3%,46.2%,8.5%,2.65,30.0%,84.6%,36.4%,7.7%,2.39,57.6%
2009 US Open R32,L vs Federer,68.7%,46.7%,4.5%,4/2,2.15,40.2%,60.3%,43.2%,6.8%,2.15,16.2%,84.2%,50.0%,1.8%,2.14,60.0%
2009 Cincinnati QF,L vs Federer,54.9%,35.7%,5.9%,2/1,2.24,39.5%,50.0%,25.0%,8.3%,2.18,29.4%,64.0%,43.8%,4.0%,2.29,46.2%
2009 Wimbledon QF,L vs Roddick,53.3%,51.1%,2.4%,3/1,2.32,20.2%,48.4%,54.2%,0.0%,2.17,28.8%,74.4%,44.8%,10.3%,2.48,10.9%
2009 Houston F,W vs Odesnik,70.4%,64.9%,1.2%,0/1,2.02,12.1%,83.8%,58.1%,0.0%,2.15,40.0%,76.5%,73.1%,2.9%,1.96,0.0%
2009 Memphis SF,L vs Roddick,66.0%,44.1%,5.8%,4/2,2.29,26.7%,57.3%,41.9%,1.3%,1.93,55.6%,100.0%,48.0%,20.0%,2.59,3.0%
2008 Wimbledon R16,L vs Federer,50.0%,49.0%,4.1%,4/0,2.03,46.7%,35.0%,42.9%,3.3%,1.79,26.5%,80.0%,53.6%,5.7%,2.35,73.1%
Career (135 matches),,67.6%,51.0%,4.0%,59.8%,2.22,25.6%,62.7%,48.1%,2.4%,2.15,33.5%,85.0%,54.4%,7.2%,2.29,18.3%
