Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Santa Margherita Di Pula QF,L vs Bjorklund,40% (4/10),40% (2/5),0/0,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R16,W vs Andrianjafitrimo,88% (7/8),63% (5/8),2/2,1/1,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,W vs Boskovic,50% (5/10),58% (7/12),2/5,1/2,69% (11/16),0/0,0/0,60% (3/5),67% (4/6)
2019 W25 Santa Margherita Di Pula R32,L vs Herdzelas,20% (1/5),50% (2/4),0/0,0/0,61% (11/18),9/11,1/2,- (0/0),- (0/0)
2019 W15 Tabarka R16,L vs Gavrila,83% (5/6),27% (4/15),1/1,0/0,54% (7/13),1/3,0/1,- (0/0),- (0/0)
2019 W15 Tabarka R32,W vs Bechri,53% (8/15),36% (8/22),2/2,1/1,50% (7/14),1/2,0/0,- (0/0),- (0/0)
2019 W25 Irapuato R32,L vs Cepede Royg,0% (0/3),60% (3/5),0/0,0/0,53% (8/15),0/2,0/1,- (0/0),- (0/0)
2017 Santiago $25K F,W vs Zacarias,64% (7/11),83% (5/6),2/3,1/2,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2017 Santiago $25K QF,W vs Herazo Gonzalez,67% (6/9),100% (6/6),2/5,1/3,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2017 Santiago $25K R16,W vs Ryngler,83% (5/6),70% (7/10),2/4,1/3,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2017 Santiago $25K R32,W vs Yapur Lopez,86% (6/7),60% (6/10),2/3,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2017 Norman OK $25K QF,L vs Vickery,67% (10/15),40% (4/10),1/1,0/0,69% (9/13),3/5,2/3,17% (1/6),60% (3/5)
2017 Norman OK $25K R16,W vs Laskutova,35% (8/23),56% (9/16),2/3,1/1,60% (9/15),0/1,0/0,- (0/0),- (0/0)
2017 Norman OK $25K R32,W vs Sebov,47% (7/15),50% (5/10),2/4,1/2,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2017 Schoonhoven $15K SF,L vs Sanchez,67% (4/6),20% (1/5),0/0,0/0,62% (8/13),4/6,4/5,- (0/0),- (0/0)
2017 Schoonhoven $15K QF,W vs Perera Ros,75% (6/8),60% (6/10),2/4,1/2,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2017 Schoonhoven $15K R16,W vs Lys,58% (7/12),45% (5/11),2/4,1/3,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2017 Schoonhoven $15K R32,W vs Vangelova,47% (7/15),71% (5/7),2/6,1/2,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2017 Rotterdam $15K SF,L vs Barbat,22% (2/9),60% (3/5),0/0,0/0,30% (3/10),3/5,1/2,- (0/0),- (0/0)
2017 Rotterdam $15K QF,W vs Hoedt,88% (7/8),50% (5/10),2/2,1/1,67% (6/9),0/0,0/0,50% (3/6),67% (4/6)
2019 (7 matches),,52.6%,43.7%,70.0%,75.0%,55.6%,55.0%,20.0%,60.0%,66.7%
2017 (34 matches),,51.9%,46.4%,49.5%,47.8%,55.0%,47.2%,47.8%,44.7%,62.2%
2016 (32 matches),,61.0%,46.0%,47.5%,46.9%,51.2%,52.1%,52.6%,52.9%,47.1%
2015 (3 matches),,53.5%,55.6%,41.7%,40.0%,51.7%,25.0%,0.0%,-,-
2014 (4 matches),,52.9%,37.3%,54.5%,100.0%,37.9%,55.6%,33.3%,40.0%,50.0%
Career (93 matches),,54.5%,45.4%,50.6%,50.0%,52.3%,48.2%,39.7%,51.0%,54.0%
