Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,2,0,2,0.0%,2-4,33.3%,22-31,41.5%,0-0,-,0,,,,,,,,,,,,R32 (W15 Kamen)
2023,37,14,23,37.8%,33-47,41.3%,365-396,48.0%,4-6,40.0%,0,,,,,,,,,,,,SF (2x)
2022,46,25,21,54.3%,58-49,54.2%,484-469,50.8%,4-2,66.7%,0,,,,,,,,,,,,W (W15 Monastir)
2021,28,14,14,50.0%,30-31,49.2%,274-279,49.5%,4-2,66.7%,0,,,,,,,,,,,,SF (2x)
2020,9,5,4,55.6%,10-9,52.6%,81-79,50.6%,0-0,-,0,,,,,,,,,,,,SF (W15 Antalya)
2019,36,18,18,50.0%,40-38,51.3%,336-357,48.5%,5-1,83.3%,0,,,,,,,,,,,,W (W15 Heraklion)
2018,71,37,34,52.1%,83-78,51.6%,707-698,50.3%,4-4,50.0%,0,,,,,,,,,,,,F (4x)
2017,57,40,17,70.2%,84-39,68.3%,635-450,58.5%,7-5,58.3%,0,,,,,,,,,,,,W (3x)
2016,43,30,13,69.8%,63-35,64.3%,474-364,56.6%,3-3,50.0%,0,,,,,,,,,,,,W (4x)
2015,11,3,8,27.3%,8-17,32.0%,106-132,44.5%,0-2,0.0%,0,,,,,,,,,,,,R16 (3x)
2014,15,7,8,46.7%,16-19,45.7%,143-164,46.6%,3-2,60.0%,0,,,,,,,,,,,,QF (2x)
2013,20,5,15,25.0%,11-34,24.4%,136-233,36.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (5x)
2012,44,23,21,52.3%,51-45,53.1%,447-432,50.9%,8-4,66.7%,0,,,,,,,,,,,,F (Lenzerheide 25K)
2011,49,30,19,61.2%,62-43,59.0%,507-443,53.4%,8-3,72.7%,0,,,,,,,,,,,,W (2x)
2010,19,9,10,47.4%,20-22,47.6%,176-189,48.2%,3-1,75.0%,0,,,,,,,,,,,,F (Evansville IN 10K)
2009,24,11,13,45.8%,26-33,44.1%,254-269,48.6%,1-5,16.7%,0,,,,,,,,,,,,QF (3x)
2008,4,1,3,25.0%,4-6,40.0%,38-49,43.7%,0-0,-,0,,,,,,,,,,,,R16 (St Louis MO 10K)
Career,515,272,243,52.8%,601-549,52.3%,5185-5034,50.7%,54-41,56.8%,0,,,,,,,,,,,,
