Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Santa Margherita Di Pula QF,L vs Bjorklund,0.89,0.67,48.0,2.4,0.0%,40.6%,0.0%,63.3%,29.6%,43.5%
2019 W25 Santa Margherita Di Pula R16,W vs Andrianjafitrimo,1.22,1.60,47.9,2.4,0.0%,57.1%,0.0%,65.4%,51.9%,50.0%
2019 W25 Santa Margherita Di Pula R32,W vs Boskovic,1.10,1.24,61.2,2.9,4.7%,51.2%,7.5%,50.0%,55.0%,56.8%
2019 W25 Santa Margherita Di Pula R32,L vs Herdzelas,0.79,0.53,26.4,2.0,0.0%,41.7%,0.0%,38.2%,37.5%,42.9%
2019 W15 Tabarka R16,L vs Gavrila,0.88,0.78,60.7,5.2,0.0%,50.0%,0.0%,51.5%,52.2%,35.6%
2019 W15 Tabarka R32,W vs Bechri,1.04,1.08,70.8,17.7,0.0%,54.0%,0.0%,46.7%,49.2%,53.7%
2019 W25 Irapuato R32,L vs Cepede Royg,1.01,0.64,36.2,2.4,0.0%,35.7%,3.8%,30.8%,33.3%,52.4%
2017 Santiago $25K F,W vs Zacarias,1.15,1.67,39.7,2.0,-,60.7%,-,65.4%,44.8%,64.0%
2017 Santiago $25K QF,W vs Herazo Gonzalez,1.07,1.56,44.4,2.4,0.0%,62.5%,9.1%,54.5%,68.0%,52.2%
2017 Santiago $25K R16,W vs Ryngler,0.99,1.51,41.1,2.1,0.0%,46.2%,0.0%,65.2%,66.7%,70.8%
2017 Santiago $25K R32,W vs Yapur Lopez,0.96,3.23,28.4,2.2,11.8%,58.8%,0.0%,100.0%,65.0%,83.3%
2017 Norman OK $25K QF,L vs Vickery,0.83,0.83,63.0,7.9,1.9%,58.5%,2.1%,54.2%,51.1%,35.0%
2017 Norman OK $25K R16,W vs Laskutova,1.03,1.18,61.2,18.3,1.7%,53.4%,0.0%,46.6%,56.9%,57.4%
2017 Norman OK $25K R32,W vs Sebov,1.10,1.35,51.3,3.2,0.0%,58.8%,3.1%,56.3%,45.9%,58.8%
2017 Schoonhoven $15K SF,L vs Sanchez,1.05,0.60,44.9,2.1,0.0%,37.1%,3.1%,59.4%,36.0%,22.7%
2017 Schoonhoven $15K QF,W vs Perera Ros,1.13,1.81,37.8,2.2,3.6%,57.1%,4.0%,64.0%,62.5%,65.0%
2017 Schoonhoven $15K R16,W vs Lys,1.06,1.57,43.6,2.8,3.8%,65.4%,0.0%,61.5%,51.6%,56.7%
2017 Schoonhoven $15K R32,W vs Vangelova,1.29,1.93,32.1,2.0,0.0%,70.0%,6.9%,55.2%,56.5%,54.5%
2017 Rotterdam $15K SF,L vs Barbat,1.05,0.74,46.2,2.8,6.1%,36.4%,0.0%,43.3%,41.7%,43.5%
2017 Rotterdam $15K QF,W vs Hoedt,1.01,1.29,66.1,3.1,2.9%,71.4%,3.3%,43.3%,43.8%,63.3%
2019 (7 matches),,1.00,0.91,53.4,3.0,0.8%,47.8%,1.7%,49.1%,46.2%,48.0%
2017 (34 matches),,1.02,1.15,53.5,2.7,1.9%,54.7%,1.9%,55.5%,51.2%,49.4%
2016 (32 matches),,1.08,1.23,53.3,2.4,2.7%,58.2%,1.8%,57.7%,46.4%,49.6%
2015 (3 matches),,1.13,1.08,59.8,3.0,4.6%,56.5%,0.8%,49.6%,45.0%,44.4%
2014 (4 matches),,0.95,1.00,60.5,3.3,3.8%,54.1%,1.4%,50.7%,50.6%,49.1%
Career (93 matches),,1.03,1.08,53.7,2.6,2.0%,54.6%,1.5%,54.2%,47.7%,48.0%
