Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Jiangxi SF,L vs Tagger,0.0%,-,14.1%,62.5%,5.4%,7.7%,0.0%,9.0%,55.6%,4.0%,33.3%,-49,-63
2025 Jiangxi R32,W vs Saigo,0.0%,-,7.3%,77.8%,3.6%,6.8%,0.0%,10.3%,36.4%,0.7%,0.0%,-91,-74
2025 Osaka R32,W vs Andreescu,0.0%,-,5.1%,70.0%,10.1%,9.8%,0.0%,13.7%,25.0%,0.8%,0.0%,-99,-116
2025 BJK Cup Qualifiers RR,L vs Linette,0.0%,-,4.6%,80.0%,14.7%,20.8%,0.0%,6.9%,0.0%,2.5%,0.0%,-100,-82
2024 Jiangxi F,W vs Sramkova,0.0%,-,6.3%,60.0%,8.6%,14.3%,0.0%,9.4%,20.0%,2.7%,22.2%,-94,-78
2022 BJK Cup Finals RR,W vs Muchova,1.8%,100.0%,10.9%,76.9%,10.1%,12.1%,0.0%,8.1%,20.0%,1.3%,66.7%,-45,-33
2022 BJK Cup Finals RR,W vs Andreescu,0.0%,-,10.4%,64.7%,13.7%,28.1%,0.0%,12.0%,36.4%,1.4%,0.0%,-79,-58
2022 Stuttgart R32,L vs Lys,0.0%,-,9.3%,69.6%,9.1%,10.0%,0.0%,9.4%,40.0%,3.4%,23.8%,-45,-55
2022 Miami R64,L vs Swiatek,0.0%,-,5.1%,80.0%,7.1%,9.1%,0.0%,8.0%,20.0%,2.2%,0.0%,-69,-67
2022 Indian Wells R32,W vs Paolini,0.0%,-,6.2%,76.9%,7.8%,14.6%,0.0%,9.4%,20.0%,3.0%,14.3%,-39,-55
2022 Doha R32,L vs Swiatek,0.0%,-,7.8%,66.7%,7.7%,20.0%,100.0%,11.5%,33.3%,5.2%,23.1%,-98,-94
2022 Melbourne QF,L vs Halep,0.0%,-,9.0%,60.0%,13.9%,20.0%,0.0%,5.7%,35.7%,1.7%,62.5%,-74,-71
2021 Tenerife R32,L vs Rus,0.0%,-,10.3%,50.0%,7.1%,7.7%,6.9%,5.2%,7.4%,0.8%,0.0%,-75,-79
2021 Indian Wells R32,L vs Kalinskaya,0.0%,-,9.6%,66.7%,8.8%,15.8%,0.0%,8.1%,28.6%,2.1%,12.5%,-62,-48
2021 US Open R128,L vs Andreescu,0.0%,-,8.7%,61.1%,10.3%,16.7%,0.0%,8.9%,26.7%,1.2%,25.0%,-45,-30
2021 Wimbledon QF,L vs Pliskova,0.0%,-,12.1%,78.6%,6.0%,10.0%,0.0%,10.4%,33.3%,5.6%,8.3%,-84,-79
2021 Wimbledon R16,W vs Keys,0.0%,-,7.7%,91.7%,17.4%,16.7%,0.0%,21.2%,70.0%,4.8%,36.4%,-17,-24
2021 Wimbledon R128,W vs Kudermetova,0.0%,-,7.3%,72.2%,8.8%,2.9%,0.0%,11.6%,20.0%,1.6%,0.0%,14,40
2021 Saint Malo F,W vs Paolini,0.0%,-,7.6%,75.0%,12.0%,6.5%,0.0%,19.0%,54.5%,2.7%,50.0%,-7,-2
2021 Monterrey F,L vs Fernandez,0.0%,-,11.5%,71.4%,6.5%,10.5%,0.0%,13.0%,0.0%,1.9%,0.0%,-14,-31
Last 52 Weeks (4 matches),,0.0%,-,8.0%,68.8%,7.9%,9.9%,0.0%,10.4%,31.1%,2.1%,20.0%,-82,-85
Career (53 matches),,0.5%,78.3%,8.9%,70.4%,9.1%,14.4%,6.4%,9.8%,26.3%,2.1%,25.5%,-52,-48
