Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Jiangxi SF,L vs Tagger,5.3,5.6,5.0,38.6%,60.0%,38.5%,37.5%,51.1%,34.8%,-2.5,-1.4,1.5,1.3
2025 Jiangxi R32,W vs Saigo,5.2,5.1,5.2,51.9%,61.5%,60.0%,52.9%,53.5%,34.4%,-1.5,-1.1,3.5,4.5
2025 Osaka R32,W vs Andreescu,4.6,4.9,4.3,45.8%,55.0%,44.4%,75.0%,59.0%,33.8%,14.0,7.4,13.5,14.5
2025 BJK Cup Qualifiers RR,L vs Linette,4.5,4.7,4.4,38.0%,50.0%,25.0%,58.3%,52.5%,51.0%,7.5,7.8,0.5,1.1
2024 Jiangxi F,W vs Sramkova,4.9,4.9,4.8,58.3%,57.1%,56.5%,38.1%,52.7%,37.4%,11.0,7.2,5.5,5.8
2022 BJK Cup Finals RR,W vs Muchova,4.8,4.5,5.0,61.4%,46.2%,63.0%,55.6%,48.5%,29.8%,-0.5,-0.5,8.0,9.8
2022 BJK Cup Finals RR,W vs Andreescu,4.3,4.3,4.3,46.7%,41.4%,55.6%,68.8%,48.8%,35.4%,9.5,7.6,5.5,6.3
2022 Stuttgart R32,L vs Lys,5.8,6.0,5.6,47.9%,45.3%,55.0%,49.0%,57.6%,42.2%,8.0,2.6,6.0,4.1
2022 Miami R64,L vs Swiatek,4.4,4.4,4.4,31.4%,41.7%,37.5%,50.0%,42.2%,24.3%,-1.0,-1.5,-6.0,-7.6
2022 Indian Wells R32,W vs Paolini,5.0,5.3,4.8,44.8%,60.4%,41.9%,56.7%,41.9%,27.8%,2.0,1.2,2.0,1.1
2022 Doha R32,L vs Swiatek,4.1,4.4,3.9,40.0%,50.0%,44.4%,63.6%,46.0%,11.9%,1.5,1.5,-2.0,-1.7
2022 Melbourne QF,L vs Halep,5.1,5.2,5.1,46.5%,42.3%,52.9%,48.6%,47.7%,28.2%,14.5,6.9,2.0,1.1
2021 Tenerife R32,L vs Rus,6.4,7.1,5.8,29.5%,47.4%,66.7%,48.1%,49.0%,26.8%,2.5,1.5,-5.5,-3.9
2021 Indian Wells R32,L vs Kalinskaya,5.6,5.5,5.7,45.6%,51.2%,37.5%,53.1%,44.7%,40.4%,2.0,1.3,-3.5,-2.9
2021 US Open R128,L vs Andreescu,4.1,4.3,3.8,50.0%,52.2%,38.1%,38.1%,47.2%,34.1%,9.5,6.9,-3.0,-2.7
2021 Wimbledon QF,L vs Pliskova,4.7,5.8,3.4,32.8%,35.7%,61.9%,35.3%,54.9%,47.4%,-1.0,-1.0,2.0,4.0
2021 Wimbledon R16,W vs Keys,3.8,4.4,3.3,53.4%,47.5%,73.7%,50.0%,50.2%,37.4%,12.5,12.9,9.5,14.4
2021 Wimbledon R128,W vs Kudermetova,3.3,3.3,3.3,53.7%,55.8%,37.5%,40.0%,56.7%,34.8%,-6.5,-4.2,12.5,14.4
2021 Saint Malo F,W vs Paolini,4.9,5.0,4.8,52.2%,54.8%,76.9%,73.3%,57.6%,33.7%,8.5,7.3,12.0,19.7
2021 Monterrey F,L vs Fernandez,5.1,5.5,4.8,43.6%,53.6%,43.5%,31.3%,46.2%,38.0%,-0.5,-0.5,4.0,4.9
Last 52 Weeks (4 matches),,4.9,5.1,4.7,43.7%,56.8%,42.3%,55.8%,54.2%,37.2%,4.4,2.9,4.8,5.7
Career (53 matches),,4.7,4.9,4.6,47.8%,50.8%,51.9%,48.0%,50.2%,34.9%,4.7,3.4,3.3,3.3
