Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Badosa,81.1,83.8,6.6,90.0,81.4,98,70,69.4,4.0,70.5,,77,63
2023 Wimbledon R64,L vs Keys,85.4,89.0,6.0,92.3,87.2,102,71,77.4,5.6,78.0,76.6,90,65
2023 Wimbledon R128,W vs Schmiedlova,86.2,89.2,5.2,92.7,86.2,100,78,79.3,3.8,80.0,81.5,86,71
2022 US Open R128,L vs Pegula,82.3,84.0,4.9,89.8,81.3,95,73,75.1,2.8,73.0,77.0,79,71
2022 Wimbledon R64,L vs Krejcikova,83.7,87.7,4.2,89.9,85.3,97,77,74.8,4.0,80.0,71.0,82,70
2021 US Open R128,L vs Andreescu,83.3,85.8,6.0,89.9,83.3,97,70,77.5,4.9,77.3,82.0,90,69
2021 Wimbledon QF,L vs Pliskova,82.4,86.0,5.5,89.0,86.8,97,71,76.0,3.2,76.5,74.7,81,70
2021 Wimbledon R16,W vs Keys,84.0,87.9,5.1,89.2,86.0,98,76,75.8,4.0,,75.0,83,67
2021 Wimbledon R32,W vs Brengle,80.3,84.2,5.5,87.2,80.0,95,74,72.8,3.3,,77.0,77,66
2019 US Open R128,L vs Zhang,82.5,86.5,4.6,87.8,85.9,96,77,77.5,5.8,80.7,77.0,88,64
2019 Wimbledon R32,L vs Yastremska,85.1,87.6,4.1,89.2,91.3,96,78,79.5,3.6,,79.5,87,72
2017 Roland Garros R128,L vs Sasnovich,81.5,85.0,8.3,,,100,60,74.8,5.6,,,85,64
2016 Roland Garros R64,L vs Safarova,86.2,89.6,4.8,,,98,77,80.4,4.8,,,87,72
2016 Roland Garros R128,W vs Riske Amritraj,83.5,86.4,5.5,,,102,75,77.1,3.7,,,84,70
2016 Australian Open R128,L vs Suarez Navarro,82.7,85.8,8.5,,,103,69,76.0,4.4,,,83,66
Career (15 matches),,83.4,86.6,5.7,89.8,84.6,103,60,76.5,4.3,76.9,77.0,90,63
