Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,27,15,12,55.6%,6,3,3,50.0%,2014,2026,R32,22,1.03,1.0%,4.0%,68.9%,60.1%,46.4%,55.9%,45.3%,52.7%,45.5%
Roland Garros,11,Clay,20,9,11,45.0%,4,3,1,75.0%,2014,2025,R64,14,0.85,1.0%,4.7%,65.0%,53.5%,38.8%,48.3%,44.0%,45.6%,47.3%
Wimbledon,9,Grass,22,13,9,59.1%,7,6,1,85.7%,2016,2025,QF,20,1.05,1.2%,3.2%,66.3%,63.7%,45.6%,57.6%,44.6%,55.2%,46.8%
US Open,12,Hard,19,7,12,36.8%,2,1,1,50.0%,2013,2025,R64,17,0.88,1.0%,5.3%,67.4%,59.3%,42.5%,53.9%,40.4%,56.0%,50.9%
Olympics,2,,3,1,2,33.3%,0,0,0,-,2021,2024,R32,1,0.73,0.0%,7.4%,75.9%,43.9%,15.4%,37.0%,45.8%,33.3%,80.0%
Fed Cup,4,,9,4,5,44.4%,1,1,0,100.0%,2016,2019,,9,0.95,0.7%,5.8%,67.8%,59.2%,46.9%,55.3%,42.4%,57.0%,40.0%
Miami,6,Hard,17,11,6,64.7%,3,2,1,66.7%,2017,2026,R64,17,1.05,0.9%,4.7%,70.3%,59.9%,44.8%,55.4%,46.8%,48.6%,44.8%
Indian Wells,9,Hard,17,8,9,47.1%,5,2,3,40.0%,2016,2026,R16,17,1.00,0.5%,4.5%,65.8%,55.8%,44.0%,51.8%,48.2%,52.4%,52.7%
Hobart,4,Hard,6,2,4,33.3%,1,0,1,0.0%,2017,2026,R32,6,0.96,0.0%,3.1%,67.3%,62.1%,48.4%,57.7%,40.7%,46.2%,58.3%
Jiujiang,2,Hard,9,8,1,88.9%,1,1,0,100.0%,2024,2025,W,9,1.17,0.3%,3.2%,73.0%,60.6%,50.5%,57.9%,49.5%,68.2%,49.5%
Osaka,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2023,2025,QF,4,0.93,0.6%,2.8%,70.3%,58.6%,44.8%,54.5%,42.3%,56.8%,41.0%
Beijing,2,Hard,3,1,2,33.3%,3,1,2,33.3%,2024,2025,R64,3,0.95,1.3%,2.6%,70.4%,62.1%,45.7%,57.2%,40.7%,53.3%,52.0%
