Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Jiujiang SF,L vs Tagger,1.04,0.82,69.8,18.4,0.0%,55.8%,2.6%,50.0%,43.5%,30.2%
2025 Jiujiang R32,W vs Saigo,1.17,1.53,43.3,2.6,0.0%,69.7%,0.0%,54.8%,43.3%,55.2%
2025 Osaka R32,W vs Andreescu,1.10,1.19,69.2,3.0,0.0%,54.7%,2.0%,66.7%,48.0%,36.4%
2025 BJK Cup Qualifiers RR,L vs Linette,0.91,0.66,52.3,2.3,0.0%,68.0%,0.0%,47.8%,38.7%,20.7%
2024 Jiujiang F,W vs Sramkova,0.98,1.36,56.1,2.1,0.0%,67.6%,0.0%,66.7%,45.7%,45.2%
2024 US Open R128,L vs Badosa,0.89,0.58,37.5,2.1,0.0%,53.8%,3.8%,26.9%,45.5%,31.6%
2024 Wimbledon R128,L vs Niemeier,0.92,0.56,42.8,2.7,0.0%,50.0%,0.0%,33.3%,28.6%,42.3%
2023 Wimbledon R64,L vs Keys,0.93,0.51,56.0,2.0,0.0%,51.4%,0.0%,63.6%,27.6%,19.2%
2023 Wimbledon R128,W vs Schmiedlova,1.08,1.31,60.1,2.2,2.6%,57.9%,6.3%,65.6%,46.3%,47.2%
2022 BJK Cup Finals SF: SUI vs CZE RR,W vs Muchova,1.08,1.49,48.4,2.0,0.0%,72.4%,0.0%,53.8%,51.5%,48.4%
2022 BJK Cup Finals RR: SUI vs CAN RR,W vs Andreescu,1.43,1.30,46.2,4.5,0.0%,53.1%,0.0%,62.2%,40.5%,36.4%
2022 US Open R128,L vs Pegula,1.03,0.50,37.9,2.2,0.0%,30.4%,0.0%,52.2%,30.4%,26.3%
2022 Wimbledon R64,L vs Krejcikova,0.94,0.73,55.6,2.2,0.0%,60.6%,0.0%,48.4%,30.6%,40.0%
2022 Wimbledon R128,W vs Petkovic,1.14,1.41,51.7,2.3,0.0%,54.5%,0.0%,74.2%,60.7%,26.9%
2022 Stuttgart R32,L vs Lys,1.01,0.96,84.1,8.7,0.0%,41.4%,0.0%,54.5%,49.2%,50.0%
2022 Miami R64,L vs Swiatek,0.95,0.55,35.9,2.0,0.0%,30.4%,0.0%,38.1%,42.9%,33.3%
2022 Indian Wells R32,W vs Paolini,1.13,1.14,88.7,5.7,1.9%,63.0%,0.0%,50.0%,50.0%,36.5%
2022 Doha R32,L vs Swiatek,0.93,0.75,49.8,2.7,0.0%,48.7%,0.0%,51.4%,39.0%,42.1%
2022 Melbourne 1 QF,L vs Halep,1.01,0.90,92.7,6.4,0.0%,49.1%,1.9%,39.6%,48.3%,50.0%
2021 Tenerife R32,L vs Rus,0.89,0.75,57.2,2.3,0.0%,59.4%,0.0%,42.9%,45.0%,36.1%
2025 (4 matches),,1.06,1.02,61.0,3.3,0.0%,60.4%,1.4%,56.6%,43.9%,35.2%
2024 (3 matches),,0.94,0.81,47.5,2.3,0.0%,58.8%,1.3%,45.5%,40.6%,41.4%
2023 (2 matches),,1.01,0.93,58.2,2.1,1.4%,54.8%,3.1%,64.6%,38.6%,35.5%
2022 (10 matches),,1.07,0.95,65.2,3.0,0.2%,51.0%,0.3%,52.5%,45.1%,40.9%
2021 (13 matches),,1.00,0.97,61.5,2.9,1.8%,55.9%,0.2%,54.5%,41.4%,45.8%
Career (218 matches),,1.02,1.03,59.3,2.9,1.0%,55.1%,0.8%,53.9%,45.9%,45.7%
