Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Jiujiang SF,L vs Tagger,62% (8/13),33% (4/12),1/5,0/3,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2025 Jiujiang R32,W vs Saigo,50% (8/16),50% (4/8),2/4,1/3,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2025 Osaka R32,W vs Andreescu,55% (11/20),50% (5/10),2/3,1/1,79% (11/14),0/1,0/0,- (0/0),- (0/0)
2025 BJK Cup Qualifiers RR,L vs Linette,75% (6/8),20% (1/5),0/0,0/0,0% (0/3),0/2,0/1,- (0/0),- (0/0)
2024 Jiujiang F,W vs Sramkova,64% (9/14),36% (4/11),2/4,1/1,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2024 US Open R128,L vs Badosa,14% (1/7),100% (2/2),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2024 Wimbledon R128,L vs Niemeier,67% (2/3),100% (1/1),0/0,0/0,0% (0/5),1/3,1/2,- (0/0),- (0/0)
2023 Wimbledon R64,L vs Keys,64% (7/11),33% (1/3),0/0,0/0,50% (3/6),3/5,1/2,- (0/0),- (0/0)
2023 Wimbledon R128,W vs Schmiedlova,62% (8/13),50% (4/8),2/6,1/4,60% (3/5),0/0,0/0,60% (3/5),67% (4/6)
2022 BJK Cup Finals SF: SUI vs CZE RR,W vs Muchova,78% (7/9),63% (5/8),2/2,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2022 BJK Cup Finals RR: SUI vs CAN RR,W vs Andreescu,56% (10/18),80% (4/5),2/4,1/1,60% (6/10),0/1,0/0,- (0/0),- (0/0)
2022 US Open R128,L vs Pegula,75% (3/4),33% (1/3),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2022 Wimbledon R64,L vs Krejcikova,67% (6/9),14% (1/7),0/0,0/0,73% (8/11),3/5,3/4,- (0/0),- (0/0)
2022 Wimbledon R128,W vs Petkovic,57% (8/14),100% (4/4),2/4,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2022 Stuttgart R32,L vs Lys,47% (8/17),90% (9/10),1/1,0/0,63% (17/27),1/3,0/1,- (0/0),- (0/0)
2022 Miami R64,L vs Swiatek,50% (1/2),11% (1/9),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2022 Indian Wells R32,W vs Paolini,56% (9/16),45% (5/11),2/4,1/2,57% (8/14),0/1,0/0,80% (4/5),50% (3/6)
2022 Doha R32,L vs Swiatek,55% (6/11),36% (4/11),1/3,0/0,40% (4/10),1/3,0/1,- (0/0),- (0/0)
2022 Melbourne 1 QF,L vs Halep,33% (6/18),32% (7/22),1/1,0/0,50% (9/18),0/2,0/1,- (0/0),- (0/0)
2021 Tenerife R32,L vs Rus,56% (5/9),20% (2/10),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2025 (4 matches),,57.9%,40.0%,41.7%,28.6%,55.2%,0.0%,0.0%,-,-
2024 (3 matches),,50.0%,50.0%,50.0%,100.0%,40.0%,20.0%,33.3%,-,-
2023 (2 matches),,62.5%,45.5%,33.3%,25.0%,54.5%,60.0%,50.0%,60.0%,66.7%
2022 (10 matches),,54.2%,45.6%,57.9%,80.0%,54.3%,26.3%,33.3%,80.0%,50.0%
2021 (13 matches),,54.8%,44.2%,60.9%,50.0%,53.8%,51.4%,50.0%,76.5%,37.5%
Career (218 matches),,54.6%,47.8%,52.6%,53.1%,53.4%,45.4%,49.3%,55.8%,48.3%
