Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Jiangxi SF,L vs Tagger,71.9%,46.9%,0.0%,0/0,2.80,1.4%,71.2%,47.6%,0.0%,2.83,1.8%,81.5%,45.5%,0.0%,2.66,0.0%
2025 Jiangxi R32,W vs Saigo,86.4%,52.9%,3.4%,1/1,3.03,2.0%,86.1%,58.1%,2.8%,2.93,2.6%,95.2%,45.0%,4.8%,3.33,0.0%
2025 Osaka R32,W vs Andreescu,74.5%,50.0%,8.5%,4/4,2.37,12.8%,71.9%,47.8%,9.4%,2.43,15.0%,96.0%,54.2%,8.0%,2.24,7.7%
2025 BJK Cup Qualifiers RR,L vs Linette,75.0%,40.0%,8.3%,2/3,2.56,0.0%,67.6%,28.0%,10.8%,2.57,0.0%,87.0%,55.0%,4.3%,2.53,0.0%
2024 Jiangxi F,W vs Sramkova,79.5%,54.3%,2.3%,2/0,2.40,1.9%,72.9%,44.2%,1.7%,2.46,2.6%,100.0%,70.4%,3.7%,2.25,0.0%
2022 BJK Cup Finals RR,W vs Muchova,79.7%,62.7%,0.0%,0/0,2.77,5.0%,74.4%,65.6%,0.0%,2.77,6.7%,90.5%,57.9%,0.0%,2.75,0.0%
2022 BJK Cup Finals RR,W vs Andreescu,71.4%,48.0%,12.9%,5/4,2.60,3.0%,67.4%,55.2%,7.0%,2.64,2.2%,87.5%,38.1%,25.0%,2.50,4.5%
2022 Stuttgart R32,L vs Lys,87.4%,53.6%,1.8%,0/2,2.51,0.0%,92.2%,50.7%,2.6%,2.65,0.0%,83.9%,61.5%,0.0%,2.17,0.0%
2022 Miami R64,L vs Swiatek,74.5%,46.3%,9.1%,3/2,2.51,2.6%,73.0%,44.4%,8.1%,2.44,3.6%,87.5%,50.0%,12.5%,2.68,0.0%
2022 Indian Wells R32,W vs Paolini,81.5%,50.0%,4.6%,3/2,2.55,0.0%,77.6%,51.9%,6.0%,2.66,0.0%,94.7%,47.2%,2.6%,2.28,0.0%
2022 Doha R32,L vs Swiatek,75.9%,50.0%,15.2%,7/5,2.58,0.0%,76.5%,43.6%,9.8%,2.54,0.0%,80.8%,61.9%,26.9%,2.67,0.0%
2022 Melbourne QF,L vs Halep,75.4%,52.3%,6.1%,2/5,2.56,2.2%,79.1%,41.5%,4.5%,2.58,3.3%,91.7%,69.7%,11.1%,2.53,0.0%
2021 Tenerife R32,L vs Rus,85.5%,44.6%,5.3%,3/1,2.61,0.0%,87.9%,49.0%,1.7%,2.67,0.0%,87.5%,28.6%,18.8%,2.49,0.0%
2021 Indian Wells R32,L vs Kalinskaya,80.0%,58.3%,12.0%,4/5,2.43,4.7%,87.8%,55.8%,6.1%,2.49,2.5%,81.0%,64.7%,28.6%,2.32,8.3%
2021 US Open R128,L vs Andreescu,65.0%,46.2%,7.0%,3/4,2.54,3.8%,65.2%,41.9%,4.5%,2.39,5.5%,71.0%,54.5%,12.9%,2.88,0.0%
2021 Wimbledon QF,L vs Pliskova,51.9%,37.0%,7.7%,2/2,2.73,2.0%,47.2%,35.3%,8.3%,2.75,2.9%,76.9%,40.0%,7.7%,2.68,0.0%
2021 Wimbledon R16,W vs Keys,69.9%,58.6%,6.0%,3/2,2.42,1.8%,74.5%,52.6%,3.9%,2.52,2.7%,71.4%,70.0%,10.7%,2.19,0.0%
2021 Wimbledon R128,W vs Kudermetova,69.4%,54.7%,12.9%,7/9,2.75,0.0%,67.8%,40.0%,16.9%,2.92,0.0%,79.3%,67.4%,10.3%,2.37,0.0%
2021 Saint Malo F,W vs Paolini,82.6%,65.8%,2.2%,1/0,2.47,0.0%,78.6%,63.6%,0.0%,2.36,0.0%,100.0%,68.8%,6.3%,2.85,0.0%
2021 Monterrey F,L vs Fernandez,82.1%,41.8%,3.0%,2/0,2.59,0.0%,82.6%,39.5%,2.2%,2.56,0.0%,94.4%,47.1%,5.6%,2.66,0.0%
Last 52 Weeks (4 matches),,76.2%,47.8%,5.0%,46.7%,2.66,5.3%,73.5%,46.5%,5.6%,2.68,6.0%,89.6%,50.0%,4.2%,2.59,3.3%
Career (53 matches),,76.0%,51.9%,6.2%,52.3%,2.58,2.9%,76.1%,48.7%,5.4%,2.59,3.5%,86.6%,57.0%,8.5%,2.56,1.7%
