Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami R32,L vs Tiafoe,1.2%,100.0%,13.4%,77.4%,18.5%,27.0%,33.3%,14.0%,13.8%,1.1%,25.0%,6,49
2026 Dubai R32,W vs Hurkacz,13.2%,100.0%,12.4%,88.2%,15.9%,23.8%,0.0%,14.3%,50.0%,1.3%,50.0%,-20,28
2026 Doha QF,W vs Sinner,10.8%,62.5%,16.6%,75.9%,9.5%,16.7%,0.0%,7.0%,38.5%,3.0%,25.0%,-6,45
2026 Australian Open R32,W vs Quinn,2.2%,50.0%,6.7%,78.6%,10.9%,8.3%,0.0%,10.8%,21.1%,1.3%,25.0%,-23,-8
2026 Auckland F,W vs Baez,22.4%,63.6%,10.6%,64.3%,5.9%,0.0%,40.0%,5.6%,10.0%,1.9%,50.0%,-19,61
2026 United Cup QF,L vs Bergs,5.7%,100.0%,8.7%,66.7%,7.4%,0.0%,0.0%,18.2%,30.0%,1.7%,0.0%,-41,25
2026 United Cup RR,L vs De Minaur,18.2%,70.0%,20.0%,79.2%,8.9%,8.7%,50.0%,16.4%,57.1%,1.0%,50.0%,-10,-14
2025 Canada R32,L vs Davidovich Fokina,16.0%,75.0%,16.2%,47.1%,11.1%,9.5%,0.0%,8.3%,25.0%,2.5%,0.0%,45,61
2025 Rome R16,L vs Hurkacz,8.3%,62.5%,11.8%,75.9%,9.9%,11.3%,25.0%,9.1%,22.6%,1.5%,33.3%,-18,12
2025 Madrid QF,L vs Cerundolo,22.6%,73.7%,15.7%,82.8%,8.5%,8.9%,0.0%,1.7%,7.7%,3.7%,33.3%,24,52
2025 Madrid R16,W vs Bublik,2.6%,100.0%,9.2%,77.8%,38.1%,28.6%,66.7%,15.8%,50.0%,2.3%,50.0%,59,100
2025 Madrid R32,W vs Shelton,13.5%,100.0%,9.8%,80.0%,17.9%,20.0%,14.3%,4.8%,0.0%,3.5%,75.0%,-16,1
2025 Miami F,W vs Djokovic,3.1%,100.0%,14.5%,59.1%,9.8%,12.2%,33.3%,4.9%,9.5%,1.1%,33.3%,-59,-60
2025 Miami SF,W vs Fritz,7.9%,83.3%,6.0%,61.5%,7.6%,9.4%,50.0%,4.7%,23.5%,1.7%,33.3%,-56,15
2025 Miami QF,W vs Fils,0.0%,-,4.1%,80.0%,13.3%,26.1%,0.0%,4.2%,16.7%,2.2%,75.0%,19,63
2025 Miami R64,W vs Draper,3.6%,0.0%,11.3%,68.4%,12.8%,25.0%,0.0%,5.8%,14.3%,1.7%,25.0%,-4,21
2025 Rotterdam R16,L vs De Minaur,12.5%,75.0%,18.8%,54.2%,6.4%,8.0%,50.0%,2.3%,0.0%,2.3%,0.0%,-7,48
2025 Australian Open R64,W vs Ruud,4.7%,25.0%,15.7%,66.7%,21.1%,29.7%,60.0%,12.0%,32.0%,1.5%,60.0%,54,46
2025 Auckland R16,W vs Shelton,7.4%,50.0%,14.2%,68.6%,16.2%,28.9%,0.0%,10.0%,14.3%,1.0%,66.7%,11,45
2025 Brisbane QF,L vs Mpetshi Perricard,14.7%,100.0%,16.0%,79.2%,12.3%,12.0%,33.3%,17.6%,37.5%,2.7%,25.0%,96,24
Career (38 matches),,6.1%,73.4%,11.8%,69.8%,11.9%,16.3%,23.2%,8.5%,22.6%,1.6%,33.5%,-7,20
