Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Miami R32,L vs Tiafoe,39.3%,53.3%,65.6%,49.7%,46.2%,64.1%,69.0%,60.5%,51.5%,62.2%,-,24.0%,28.0%,57.9%,109
2026 Dubai R32,W vs Hurkacz,39.1%,51.6%,72.2%,48.3%,59.5%,78.4%,93.3%,75.4%,56.3%,42.9%,-,12.5%,16.7%,57.1%,4
2026 Doha QF,W vs Sinner,30.6%,43.5%,58.2%,40.6%,41.7%,60.0%,68.6%,55.8%,52.2%,59.5%,75.0%,4.8%,4.8%,40.0%,-74
2026 Australian Open R32,W vs Quinn,28.4%,38.2%,58.5%,33.0%,39.2%,52.9%,58.1%,48.4%,51.9%,37.5%,0.0%,20.9%,27.9%,58.8%,76
2026 Auckland F,W vs Baez,49.3%,64.2%,48.4%,54.6%,73.2%,87.8%,81.8%,82.0%,33.3%,47.8%,0.0%,13.0%,30.4%,30.0%,9
2026 United Cup QF,L vs Bergs,42.4%,45.8%,34.5%,45.1%,45.5%,51.5%,38.9%,50.3%,46.7%,38.9%,0.0%,47.6%,47.6%,27.3%,212
2026 United Cup RR,L vs De Minaur,19.0%,36.2%,45.5%,29.8%,29.4%,55.9%,54.2%,47.9%,64.3%,50.0%,0.0%,4.8%,9.5%,35.0%,-72
2025 Canada R32,L vs Davidovich Fokina,35.1%,40.4%,28.1%,37.9%,44.8%,51.7%,31.3%,50.3%,58.3%,52.9%,-,30.4%,34.8%,25.0%,157
2025 Rome R16,L vs Hurkacz,32.2%,43.5%,61.1%,38.5%,54.0%,71.4%,69.0%,65.6%,60.0%,57.6%,0.0%,6.5%,10.9%,55.8%,-55
2025 Madrid QF,L vs Cerundolo,37.9%,47.4%,49.1%,45.2%,48.4%,62.9%,62.5%,59.5%,53.1%,36.7%,20.0%,19.4%,19.4%,32.0%,13
2025 Madrid R16,W vs Bublik,51.0%,67.3%,56.5%,55.3%,63.3%,73.3%,45.5%,70.3%,58.3%,50.0%,100.0%,33.3%,61.1%,66.7%,1
2025 Madrid R32,W vs Shelton,51.2%,58.1%,52.6%,54.9%,64.3%,71.4%,80.0%,70.0%,46.2%,53.3%,-,30.8%,38.5%,22.2%,123
2025 Miami F,W vs Djokovic,42.3%,47.4%,47.7%,46.5%,57.7%,63.5%,45.5%,64.0%,45.5%,73.3%,-,12.0%,16.0%,50.0%,-21
2025 Miami SF,W vs Fritz,47.5%,54.5%,55.1%,51.1%,59.5%,67.6%,53.3%,64.3%,60.0%,47.7%,0.0%,17.4%,21.7%,57.9%,45
2025 Miami QF,W vs Fils,50.9%,60.4%,50.0%,54.0%,68.6%,74.3%,54.5%,73.1%,46.7%,60.0%,100.0%,18.8%,37.5%,46.2%,65
2025 Miami R64,W vs Draper,43.4%,55.3%,55.8%,50.5%,56.0%,68.0%,68.2%,66.8%,38.9%,53.1%,0.0%,19.2%,30.8%,42.9%,-79
2025 Rotterdam R16,L vs De Minaur,34.2%,43.4%,40.0%,39.9%,53.5%,65.1%,55.0%,63.5%,43.5%,55.0%,66.7%,10.7%,17.9%,28.0%,-18
2025 Australian Open R64,W vs Ruud,38.0%,52.8%,50.0%,44.7%,43.1%,60.0%,48.6%,54.3%,62.5%,54.5%,50.0%,31.0%,42.9%,51.7%,-44
2025 Auckland R16,W vs Shelton,39.5%,49.6%,53.8%,43.9%,53.5%,63.4%,57.6%,61.0%,66.7%,46.3%,66.7%,22.0%,34.1%,50.0%,88
2025 Brisbane QF,L vs Mpetshi Perricard,30.8%,42.3%,61.2%,39.4%,39.6%,50.0%,65.5%,53.5%,65.0%,53.6%,-,20.0%,36.0%,55.0%,65
Career (38 matches),,35.7%,46.2%,50.7%,42.1%,48.3%,62.2%,57.4%,58.9%,55.9%,52.9%,48.9%,18.1%,24.1%,43.3%,60
