Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,93,59,34,63.4%,147-94,61.0%,1263-1151,52.3%,40-22,64.5%,87,83.7%,19.8%,14.8%,4.6%,59.6%,77.5%,48.1%,65.6%,36.1%,50.9%,1.05
Clay,18,11,7,61.1%,28-16,63.6%,237-198,54.5%,4-6,40.0%,18,84.3%,23.9%,11.5%,4.0%,58.1%,75.1%,51.5%,65.2%,37.5%,51.6%,1.08
Grass,13,6,7,46.2%,18-21,46.2%,181-190,48.8%,3-0,100.0%,13,79.9%,16.3%,14.2%,5.3%,58.9%,75.1%,46.9%,63.5%,34.9%,49.6%,0.95
Grand Slams,23,14,9,60.9%,54-35,60.7%,457-421,52.1%,13-7,65.0%,22,81.2%,22.1%,13.1%,5.2%,56.7%,76.4%,47.8%,64.0%,37.0%,50.7%,1.03
Masters,36,24,12,66.7%,54-30,64.3%,451-401,52.9%,14-9,60.9%,35,84.7%,20.0%,15.2%,4.2%,60.2%,77.8%,48.6%,66.2%,35.6%,51.1%,1.05
Other Tours,55,33,22,60.0%,72-54,57.1%,660-613,51.8%,18-12,60.0%,54,83.3%,19.1%,14.0%,4.7%,60.0%,76.3%,48.4%,65.1%,36.5%,50.7%,1.05
Best of 5,26,14,12,53.8%,56-42,57.1%,486-455,51.6%,13-7,65.0%,25,81.7%,21.3%,13.6%,5.1%,57.4%,76.7%,47.8%,64.4%,36.5%,50.6%,1.02
Best of 3,98,62,36,63.3%,137-89,60.6%,1195-1084,52.4%,34-21,61.8%,93,84.0%,19.4%,14.6%,4.4%,60.2%,76.9%,48.8%,65.7%,36.0%,50.9%,1.05
Finals,3,2,1,66.7%,4-2,66.7%,37-34,52.1%,3-1,75.0%,3,91.2%,9.1%,21.8%,3.2%,67.3%,81.1%,50.0%,70.9%,29.0%,50.5%,1.00
Semi-finals,5,3,2,60.0%,6-7,46.2%,63-69,47.7%,3-1,75.0%,5,78.5%,14.3%,14.1%,4.1%,63.6%,73.4%,49.3%,64.6%,33.8%,48.9%,0.96
Quarter-finals,15,5,10,33.3%,15-19,44.1%,167-180,48.1%,6-4,60.0%,15,80.6%,14.5%,13.9%,4.7%,62.6%,76.2%,44.0%,64.2%,33.1%,49.0%,0.93
vs Righties,110,67,43,60.9%,170-117,59.2%,1490-1373,52.0%,41-28,59.4%,104,82.8%,20.0%,14.2%,4.6%,59.3%,76.4%,48.3%,64.9%,36.1%,50.7%,1.03
vs Lefties,13,8,5,61.5%,20-14,58.8%,173-156,52.6%,6-0,100.0%,13,88.0%,17.5%,15.4%,4.8%,59.4%,80.9%,50.6%,68.6%,36.1%,51.8%,1.15
vs Top 10,19,9,10,47.4%,23-24,48.9%,221-250,46.9%,11-2,84.6%,17,80.5%,12.1%,14.5%,3.9%,61.5%,75.7%,43.6%,63.3%,32.0%,48.1%,0.87
