Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami R32,L vs Tiafoe,3.9,3.4,4.4,50.0%,62.5%,48.1%,33.3%,54.0%,15.1%,14.5,7.8,-2.0,-1.4
2026 Dubai R32,W vs Hurkacz,3.2,3.3,3.1,52.7%,62.1%,46.2%,50.0%,56.0%,18.6%,7.5,10.1,4.5,8.2
2026 Doha QF,W vs Sinner,3.8,3.6,3.9,48.6%,58.5%,25.0%,53.8%,44.9%,12.3%,1.0,1.0,-6.5,-5.1
2026 Australian Open R32,W vs Quinn,3.6,3.6,3.6,53.0%,60.9%,41.7%,43.8%,51.5%,13.5%,5.0,3.3,5.5,4.4
2026 Auckland F,W vs Baez,3.9,3.0,4.8,65.9%,37.9%,0.0%,33.3%,57.2%,12.4%,-3.5,-3.2,-6.0,-7.7
2026 United Cup QF,L vs Bergs,3.4,3.0,3.8,51.1%,35.5%,37.5%,36.4%,58.3%,10.7%,-0.5,-0.5,4.5,6.7
2026 United Cup RR,L vs De Minaur,4.2,4.3,4.1,46.3%,44.4%,40.0%,36.4%,54.6%,17.0%,-3.0,-3.1,11.0,15.1
2025 Canada R32,L vs Davidovich Fokina,3.6,3.0,4.4,46.8%,25.9%,44.4%,42.9%,54.4%,26.4%,-5.0,-6.8,-5.0,-9.4
2025 Rome R16,L vs Hurkacz,4.1,4.0,4.1,49.7%,49.1%,54.2%,56.5%,50.1%,14.1%,3.5,1.9,7.0,4.0
2025 Madrid QF,L vs Cerundolo,3.5,3.4,3.5,52.0%,36.7%,50.0%,50.0%,57.3%,11.4%,-12.0,-9.2,-4.5,-4.8
2025 Madrid R16,W vs Bublik,2.5,2.3,2.6,62.3%,61.1%,50.0%,0.0%,46.5%,10.9%,4.0,12.9,4.0,10.0
2025 Madrid R32,W vs Shelton,2.9,2.2,3.3,56.2%,68.4%,28.6%,100.0%,50.0%,21.1%,5.0,11.1,-4.0,-9.1
2025 Miami F,W vs Djokovic,4.4,4.3,4.6,48.9%,50.0%,72.7%,42.9%,51.3%,24.1%,0.5,0.4,0.0,0.0
2025 Miami SF,W vs Fritz,3.9,3.3,4.5,53.5%,44.4%,26.7%,63.6%,53.3%,13.0%,3.0,1.7,2.0,1.5
2025 Miami QF,W vs Fils,3.5,2.5,4.3,62.8%,50.0%,37.5%,25.0%,48.9%,18.3%,3.5,4.4,-3.5,-4.6
2025 Miami R64,W vs Draper,3.6,3.2,3.9,53.3%,51.4%,46.7%,54.5%,52.3%,17.9%,2.5,2.3,2.0,2.2
2025 Rotterdam R16,L vs De Minaur,4.2,3.2,5.6,52.9%,29.4%,33.3%,26.7%,63.4%,24.1%,-15.0,-11.5,-6.5,-11.0
2025 Australian Open R64,W vs Ruud,3.7,3.4,4.0,54.4%,55.3%,50.0%,64.7%,52.1%,7.0%,15.5,9.3,8.0,5.6
2025 Auckland R16,W vs Shelton,3.3,2.9,3.7,49.7%,60.0%,61.5%,30.0%,52.6%,11.5%,12.0,7.5,-1.0,-0.8
2025 Brisbane QF,L vs Mpetshi Perricard,2.9,3.2,2.5,42.3%,57.6%,55.6%,75.0%,55.0%,22.4%,6.5,9.3,-0.5,-1.0
Career (38 matches),,3.8,3.6,4.0,51.8%,48.8%,43.9%,45.4%,53.5%,16.1%,2.0,1.5,0.4,0.4
