Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,12,9,3,75.0%,8,6,2,75.0%,2024,2026,R16,11,1.13,14.0%,5.4%,57.8%,78.6%,49.2%,66.2%,38.3%,69.4%,39.5%
Roland Garros,1,Clay,2,1,1,50.0%,1,0,1,0.0%,2025,2025,R64,2,1.17,11.3%,2.7%,63.8%,75.0%,54.8%,67.7%,37.9%,50.0%,47.8%
Wimbledon,2,Grass,4,2,2,50.0%,2,2,0,100.0%,2024,2025,R32,4,0.93,14.2%,5.0%,59.5%,75.8%,44.8%,63.3%,34.0%,74.1%,42.9%
US Open,3,Hard,11,8,3,72.7%,12,7,5,58.3%,2023,2025,R32,11,1.04,13.0%,5.2%,54.8%,75.8%,48.3%,63.4%,38.1%,51.9%,44.1%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2024,2024,R32,2,0.82,4.4%,3.5%,92.0%,63.5%,33.3%,61.1%,32.0%,61.5%,25.0%
Davis Cup,3,,7,5,2,71.4%,2,2,0,100.0%,2023,2025,,4,1.08,16.5%,2.4%,62.0%,78.3%,55.8%,69.7%,32.6%,72.7%,47.1%
Miami Masters,3,Hard,11,9,2,81.8%,10,7,3,70.0%,2024,2026,W,10,1.16,21.1%,3.1%,67.0%,82.0%,51.0%,71.8%,32.7%,75.8%,40.0%
Indian Wells Masters,3,Hard,6,3,3,50.0%,2,2,0,100.0%,2024,2026,R32,6,0.92,10.5%,5.3%,55.7%,74.3%,43.6%,60.7%,36.1%,65.5%,43.2%
Dubai,2,Hard,5,3,2,60.0%,3,2,1,66.7%,2024,2026,QF,5,1.02,16.7%,3.1%,62.0%,75.8%,51.5%,66.6%,34.0%,57.1%,33.3%
Doha,2,Hard,9,7,2,77.8%,9,5,4,55.6%,2024,2026,F,9,1.06,11.6%,2.5%,65.5%,74.2%,53.4%,67.0%,35.0%,68.1%,42.0%
Auckland,2,Hard,7,6,1,85.7%,5,4,1,80.0%,2025,2026,W,7,1.19,17.3%,5.2%,59.8%,80.9%,47.0%,67.3%,38.8%,67.5%,36.4%
Shanghai Masters,2,Hard,6,4,2,66.7%,4,1,3,25.0%,2024,2025,QF,6,1.08,13.7%,3.9%,60.5%,76.7%,48.4%,65.6%,37.0%,62.5%,40.7%
