Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,46,31,15,67.4%,69-36,65.7%,575-500,53.5%,19-10,65.5%,40,84.9%,20.3%,16.5%,5.0%,60.2%,79.2%,47.6%,66.6%,36.4%,51.4%,1.09
Clay,10,6,4,60.0%,18-10,64.3%,159-130,55.0%,3-5,37.5%,10,88.7%,21.6%,13.6%,3.5%,59.9%,78.6%,54.5%,68.9%,36.9%,52.4%,1.19
Grass,7,4,3,57.1%,11-10,52.4%,102-99,50.7%,2-0,100.0%,7,83.0%,17.2%,16.7%,4.5%,60.6%,75.3%,47.7%,64.4%,35.5%,50.2%,1.00
Grand Slams,11,7,4,63.6%,25-14,64.1%,212-182,53.8%,6-3,66.7%,10,82.6%,24.2%,14.3%,5.5%,57.8%,76.9%,48.7%,65.0%,38.2%,51.7%,1.09
Masters,23,16,7,69.6%,35-16,68.6%,287-246,53.8%,11-6,64.7%,22,89.3%,17.1%,18.2%,3.9%,62.7%,80.6%,49.3%,68.9%,34.3%,51.5%,1.10
Other Tours,26,16,10,61.5%,34-24,58.6%,305-275,52.6%,7-6,53.8%,25,83.7%,20.1%,15.2%,4.8%,59.6%,77.6%,48.7%,65.9%,36.9%,51.2%,1.08
Best of 5,11,7,4,63.6%,25-14,64.1%,212-182,53.8%,6-3,66.7%,10,82.6%,24.2%,14.3%,5.5%,57.8%,76.9%,48.7%,65.0%,38.2%,51.7%,1.09
Best of 3,52,34,18,65.4%,73-42,63.5%,624-547,53.3%,18-12,60.0%,47,86.4%,18.7%,16.6%,4.4%,61.1%,79.0%,49.0%,67.3%,35.7%,51.4%,1.09
Finals,2,2,0,100.0%,4-0,100.0%,27-21,56.3%,3-0,100.0%,2,91.3%,13.6%,22.1%,2.8%,64.1%,84.9%,44.2%,70.3%,33.1%,52.1%,1.12
Semi-finals,3,2,1,66.7%,4-4,50.0%,45-44,50.6%,3-1,75.0%,3,86.0%,11.9%,18.7%,5.3%,64.1%,79.2%,52.1%,69.5%,33.3%,50.5%,1.09
Quarter-finals,8,3,5,37.5%,8-9,47.1%,82-85,49.1%,2-2,50.0%,8,78.6%,17.9%,15.1%,4.5%,64.0%,75.8%,44.6%,64.5%,34.3%,49.2%,0.97
vs Righties,57,35,22,61.4%,84-54,60.9%,742-667,52.7%,20-15,57.1%,51,84.6%,19.4%,15.8%,4.9%,60.0%,77.9%,48.8%,66.3%,36.2%,51.2%,1.07
vs Lefties,5,5,0,100.0%,11-2,84.6%,76-52,59.4%,4-0,100.0%,5,93.5%,22.6%,19.2%,2.9%,61.7%,84.7%,50.7%,71.7%,36.4%,53.4%,1.29
vs Top 10,9,4,5,44.4%,8-8,50.0%,80-93,46.2%,7-0,100.0%,7,82.9%,5.3%,17.6%,3.9%,65.5%,79.8%,41.9%,66.7%,31.1%,48.5%,0.93
