Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),232,237,229,1532,253,1463,195,1513,,,,,,
2025,235,241,247,1517,252,1467,218,1482,,,,,,
2024,399,118,,,,,,,,,,,,
2023,186,325,202,1538,241,1455,188,1503,185,1448,,,,
2022,218,254,261,1481,252,1439,230,1460,,,,,,
2021,208,313,259,1474,232,1442,239,1450,244,1322,,,,
2020,177,361,194,1521,184,1478,163,1504,,,,,,
2019,160,328,212,1535,218,1474,162,1524,247,1356,277,198,,
2018,212,234,235,1492,236,1440,206,1478,,,396,65,,
2017,267,192,283,1426,257,1415,246,1412,249,1314,531,93,,
2016,178,322,237,1491,239,1425,168,1517,,,443,125,,
2015,130,452,187,1552,190,1499,145,1552,230,1387,512,115,,
2014,180,283,187,1559,212,1472,131,1582,179,1431,,,,
2013,258,180,296,1406,288,1367,262,1398,228,1359,1131,18,,
2012,754,22,,,,,,,,,,,,
2011,1853,1,,,,,,,,,,,,
