Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
06-Oct-2025,Hersonissos 5 CH,Hard,F,183,224,(4) Ryan Peniston [GBR] d. (1) Coppejans,6-3 7-5,0.87,0.0%,10.0%,66.7%,57.5%,40.0%,3/8,1:55
14-Jul-2025,Bunschoten CH,Clay,F,237,176,(5) Jan Choinski [GBR] d. Coppejans,6-4 3-6 6-3,0.95,10.4%,2.6%,68.8%,66.0%,62.5%,3/6,1:55
02-Jun-2025,M25 Grasse,Clay,F,265,376,Coppejans d. Alex Barrena [ARG],7-5 6-3,,,,,,,,1:58
04-Nov-2024,M25 Monastir,Hard,F,639,519,(8) Coppejans d. (7) Altug Celikbilek [TUR],7-5 5-7 6-2,,,,,,,,
28-Oct-2024,M25 Monastir,Hard,F,642,303,Coppejans d. (5) Francesco Maestrelli [ITA],7-5 6-2,,,,,,,,
14-Oct-2024,M15 Monastir,Hard,F,905,917,Coppejans d. Fausto Tabacco [ITA],7-6(4) 6-2,,,,,,,,
07-Oct-2024,M15 Monastir,Hard,F,927,422,Coppejans d. (2) Omni Kumar [USA],6-3 6-2,,,,,,,,
07-Aug-2023,Banja Luka CH,Clay,F,160,241,Dino Prizmic [CRO] d. (5) Coppejans,6-2 6-3,0.74,0.0%,9.3%,53.7%,51.7%,16.0%,8/15,1:51
29-Aug-2022,Toulouse CH,Clay,F,292,343,(Q) Coppejans d. Maxime Janvier [FRA],6-7(8) 6-4 6-3,1.11,3.4%,0.8%,68.1%,69.1%,55.3%,8/10,2:58
20-Jun-2022,Oeiras CH,Clay,F,339,258,(6) Kaichi Uchida [JPN] d. Coppejans,6-2 6-4,,,,,,,,1:28
