Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,1,7,12.5%,5-15,25.0%,82-111,42.5%,2-1,66.7%,8,71.3%,12.5%,9.0%,2.4%,62.6%,66.7%,49.1%,60.1%,31.1%,46.0%,0.78
Clay,11,3,8,27.3%,7-21,25.0%,120-159,43.0%,0-4,0.0%,10,68.3%,16.5%,3.6%,2.8%,67.9%,64.0%,47.1%,58.6%,36.0%,47.2%,0.87
Grass,2,0,2,0.0%,2-5,28.6%,31-40,43.7%,1-1,50.0%,2,74.3%,13.9%,3.0%,1.9%,67.5%,62.0%,51.2%,58.5%,28.5%,45.6%,0.69
Grand Slams,4,0,4,0.0%,3-12,20.0%,69-91,43.1%,2-3,40.0%,4,67.5%,18.8%,5.3%,1.8%,66.5%,63.1%,46.4%,57.5%,35.7%,46.9%,0.84
Other Tours,10,1,9,10.0%,4-18,18.2%,87-125,41.0%,1-2,33.3%,10,71.8%,11.3%,7.8%,3.4%,62.0%,66.0%,51.0%,60.3%,29.6%,45.2%,0.75
Best of 5,4,0,4,0.0%,3-12,20.0%,69-91,43.1%,2-3,40.0%,4,67.5%,18.8%,5.3%,1.8%,66.5%,63.1%,46.4%,57.5%,35.7%,46.9%,0.84
Best of 3,17,4,13,23.5%,11-29,27.5%,164-219,42.8%,1-3,25.0%,16,71.4%,12.8%,5.4%,2.9%,65.8%,65.3%,49.5%,59.9%,32.1%,46.4%,0.80
Quarter-finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,5.5%,1.8%,72.7%,57.5%,33.3%,50.9%,33.3%,42.0%,0.68
vs Righties,16,3,13,18.8%,10-32,23.8%,180-240,42.9%,2-6,25.0%,15,69.3%,15.7%,4.6%,2.2%,66.7%,62.9%,49.0%,58.3%,33.7%,46.4%,0.81
vs Lefties,5,1,4,20.0%,4-9,30.8%,53-70,43.1%,1-0,100.0%,5,73.3%,11.3%,8.0%,3.5%,63.6%,70.6%,47.1%,62.0%,31.8%,47.1%,0.84
vs Top 10,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,5.5%,1.8%,72.7%,57.5%,33.3%,50.9%,33.3%,42.0%,0.68
