Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,23,11,12,47.8%,15,10,5,66.7%,2014,2026,R128,19,1.01,7.5%,2.7%,64.7%,71.2%,49.8%,63.7%,36.7%,61.2%,35.6%
Roland Garros,9,Clay,23,14,9,60.9%,7,1,6,14.3%,2014,2025,R128,20,1.05,3.2%,1.9%,66.3%,62.8%,49.7%,58.4%,43.9%,57.0%,51.4%
Wimbledon,5,Grass,8,3,5,37.5%,7,4,3,57.1%,2015,2023,R128,6,0.90,5.1%,2.3%,70.9%,67.8%,52.2%,63.2%,33.0%,67.8%,34.1%
US Open,8,Hard,16,8,8,50.0%,3,2,1,66.7%,2014,2025,Q3,12,1.01,5.9%,4.2%,57.6%,70.3%,50.5%,61.9%,38.5%,61.0%,43.0%
Davis Cup,4,,7,3,4,42.9%,1,0,1,0.0%,2015,2020,,6,0.88,2.3%,2.1%,70.9%,64.5%,46.8%,59.3%,35.6%,46.2%,37.9%
Rotterdam,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2016,2026,Q1,2,0.72,4.5%,9.7%,50.0%,74.0%,41.6%,57.8%,30.4%,63.2%,57.1%
Antwerp,4,Hard,5,1,4,20.0%,2,1,1,50.0%,2016,2020,R32,5,0.83,2.6%,4.3%,59.2%,66.3%,37.6%,54.6%,37.7%,51.2%,38.7%
Sao Paulo,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2015,2019,R32,3,0.96,5.7%,2.9%,67.0%,67.9%,53.6%,63.2%,35.2%,52.6%,42.1%
s Hertogenbosch,3,Grass,3,0,3,0.0%,1,0,1,0.0%,2012,2014,R32,3,0.79,2.1%,2.1%,60.5%,61.0%,58.7%,60.1%,31.6%,61.9%,44.4%
