Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 W50 Taizhou R16,L vs Zhang,0.96,0.78,53.8,3.6,2.6%,44.7%,5.7%,54.3%,37.8%,44.1%
2025 W50 Taizhou R32,W vs Laskevich,1.20,1.56,44.4,2.4,0.0%,66.7%,6.9%,51.7%,44.4%,61.5%
2024 Beijing R128,L vs Fett,1.12,0.62,49.1,2.7,0.0%,53.3%,0.0%,39.3%,41.7%,17.4%
2019 W60 Luan R32,L vs You,1.10,0.80,55.2,2.2,0.0%,28.6%,0.0%,42.3%,48.3%,46.4%
2019 W15 Nanchang R32,L vs Guo,0.90,0.72,44.2,2.2,2.9%,41.2%,0.0%,34.4%,50.0%,50.0%
2017 Dalian R16,L vs Diyas,0.79,0.49,35.9,2.1,0.0%,50.0%,5.0%,45.0%,44.0%,20.8%
2017 Dalian R32,W vs Xun,1.14,1.23,65.5,3.3,0.0%,60.5%,0.0%,55.9%,41.5%,48.8%
2017 Hong Kong $15K R16,L vs So,0.89,0.62,46.3,3.2,3.8%,65.4%,0.0%,33.3%,30.8%,39.1%
2017 Qujing $25K SF,L vs Gao,0.96,0.84,72.0,4.0,2.2%,47.8%,2.4%,64.3%,37.0%,40.9%
2017 Qujing $25K QF,W vs Feng,1.06,1.22,66.1,10.0,2.0%,52.9%,4.1%,63.3%,36.4%,61.0%
2017 Qujing $25K R32,W vs Raina,1.09,1.86,40.1,2.0,0.0%,65.4%,0.0%,62.5%,60.9%,61.9%
2017 Sharm El Sheikh $15K R16,L vs Bolkvadze,1.12,0.86,61.0,4.7,0.0%,45.7%,2.3%,37.2%,41.5%,48.0%
2017 Sharm El Sheikh $15K R32,W vs Intert,1.07,2.32,34.4,2.0,0.0%,66.7%,0.0%,80.0%,52.2%,65.0%
2017 Sharm El Sheikh $15K R16,L vs Sekulic,0.94,0.54,38.4,2.0,0.0%,41.7%,4.5%,36.4%,26.9%,44.0%
2017 Sharm El Sheikh $15K R32,W vs Kempen,1.18,1.33,53.4,2.2,0.0%,52.2%,0.0%,64.3%,37.9%,58.3%
2017 Sharm El Sheikh $15K R16,L vs Vdovenco,1.03,0.58,42.9,2.1,0.0%,32.0%,0.0%,45.5%,26.1%,45.0%
2017 Sharm El Sheikh $15K R32,W vs Stefanini,1.34,1.67,34.5,2.0,0.0%,59.0%,5.1%,64.1%,42.9%,53.8%
2017 Nanjing $15K R16,L vs Tang,0.93,0.56,40.8,2.0,0.0%,29.2%,0.0%,50.0%,30.4%,43.5%
2017 Nanjing $15K R32,W vs Jiang,1.01,1.19,60.6,2.7,0.0%,52.3%,4.7%,62.8%,48.3%,51.9%
2016 Anning $10K SF,L vs Lu,1.08,0.71,57.7,2.5,0.0%,52.5%,0.0%,51.3%,31.3%,32.3%
2025 (2 matches),,1.07,1.06,49.7,2.9,1.5%,54.4%,6.3%,53.1%,40.6%,51.7%
2024 (1 matches),,1.12,0.62,49.1,2.7,0.0%,53.3%,0.0%,39.3%,41.7%,17.4%
2019 (2 matches),,0.99,0.76,49.6,2.2,1.6%,35.5%,0.0%,37.9%,49.1%,48.1%
2017 (14 matches),,1.05,1.01,53.0,2.6,0.6%,51.7%,2.2%,55.8%,40.2%,48.9%
2016 (2 matches),,1.12,0.97,68.5,2.6,0.0%,51.8%,0.0%,51.9%,36.1%,47.4%
Career (21 matches),,1.06,0.96,54.1,2.6,0.7%,50.6%,2.1%,52.9%,40.5%,47.8%
