Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Roland Garros R32,L vs Rybakina,54.2%,46.2%,14.6%,3/4,2.43,4.7%,50.0%,40.0%,10.0%,2.54,6.9%,66.7%,50.0%,20.8%,2.22,0.0%
2025 Stuttgart F,W vs Sabalenka,66.2%,74.4%,10.8%,3/4,2.98,19.4%,67.6%,69.6%,2.9%,3.02,33.3%,74.1%,80.0%,22.2%,2.92,0.0%
2025 Stuttgart QF,W vs Swiatek,60.5%,65.4%,5.8%,2/3,2.90,11.4%,59.5%,60.0%,7.1%,2.87,13.3%,75.0%,70.4%,5.6%,2.97,7.1%
2025 Doha F,L vs Anisimova,70.2%,50.0%,28.1%,8/8,2.32,7.0%,67.5%,40.7%,17.5%,2.21,11.1%,86.7%,69.2%,60.0%,2.51,0.0%
2025 Doha SF,W vs Swiatek,70.8%,70.6%,2.1%,1/0,2.58,4.0%,75.9%,68.2%,0.0%,2.64,6.7%,75.0%,75.0%,6.3%,2.48,0.0%
2024 Guadalajara R16,L vs Stakusic,60.0%,52.0%,12.8%,7/9,2.17,13.9%,68.5%,52.0%,2.7%,2.05,27.5%,73.5%,52.0%,41.2%,2.29,0.0%
2024 US Open R128,L vs Osaka,48.0%,45.8%,10.0%,1/4,2.45,0.0%,33.3%,60.0%,10.0%,2.61,0.0%,70.0%,35.7%,10.0%,2.12,0.0%
2024 Toronto R32,W vs Badosa,55.9%,65.4%,15.1%,6/8,2.44,9.4%,49.1%,63.0%,14.5%,2.32,12.9%,86.2%,68.0%,20.7%,2.60,4.5%
2024 Wimbledon QF,L vs Krejcikova,56.3%,41.7%,17.2%,5/6,2.44,24.5%,51.1%,37.5%,10.6%,2.53,44.0%,85.7%,50.0%,42.9%,2.35,7.1%
2024 Wimbledon R16,W vs Putintseva,68.2%,73.3%,31.8%,10/4,2.66,17.0%,70.8%,64.7%,29.2%,2.61,21.4%,72.2%,84.6%,38.9%,2.72,10.5%
2024 Rome QF,L vs Sabalenka,63.3%,38.7%,10.2%,5/0,2.51,7.3%,64.9%,29.2%,5.4%,2.52,6.7%,63.6%,71.4%,27.3%,2.46,9.1%
2024 Stuttgart R32,L vs Noskova,52.8%,57.9%,12.5%,4/5,2.05,26.7%,50.0%,57.1%,7.1%,2.06,36.8%,81.0%,58.8%,28.6%,2.04,9.1%
2024 Linz F,W vs Alexandrova,65.0%,64.1%,5.0%,2/1,2.67,3.6%,56.8%,57.1%,8.1%,2.44,5.6%,85.7%,72.2%,0.0%,3.09,0.0%
2024 Linz SF,W vs Pavlyuchenkova,59.1%,61.5%,15.9%,4/3,2.62,7.9%,69.2%,61.1%,11.5%,2.59,12.0%,53.3%,62.5%,26.7%,2.68,0.0%
2024 Australian Open R32,L vs Azarenka,51.4%,61.1%,11.4%,3/5,2.37,5.9%,46.7%,42.9%,2.2%,2.44,5.0%,68.2%,86.7%,31.8%,2.27,7.1%
2024 Adelaide F,W vs Kasatkina,69.8%,64.9%,9.4%,3/2,2.22,9.5%,69.0%,70.0%,3.4%,2.05,15.4%,85.0%,58.8%,20.0%,2.51,0.0%
2024 Adelaide SF,W vs Alexandrova,63.4%,68.9%,11.3%,3/5,2.32,2.0%,64.4%,75.9%,6.7%,2.36,4.0%,80.0%,56.3%,25.0%,2.28,0.0%
2023 Seoul R32,L vs Back,68.3%,57.7%,4.8%,5/0,2.72,12.2%,77.2%,50.0%,1.8%,2.60,16.3%,65.9%,70.4%,9.8%,2.89,6.5%
2023 US Open QF,L vs Gauff,58.3%,50.0%,10.4%,1/4,2.24,0.0%,56.5%,61.5%,0.0%,2.17,0.0%,71.4%,40.0%,23.8%,2.30,0.0%
2023 US Open R16,W vs Swiatek,67.5%,69.2%,10.4%,1/7,2.54,7.5%,66.7%,65.6%,2.1%,2.49,13.0%,76.9%,75.0%,26.9%,2.61,0.0%
Last 52 Weeks (3 matches),,60.8%,64.5%,9.5%,42.1%,2.75,11.0%,60.4%,60.3%,6.3%,2.78,15.6%,72.4%,68.3%,14.9%,2.70,2.4%
Career (103 matches),,65.1%,60.9%,9.1%,47.9%,2.50,9.6%,65.9%,57.1%,4.8%,2.46,14.0%,73.4%,67.4%,18.6%,2.56,3.3%
