Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Roland Garros R32,L vs Rybakina,2.5,2.6,2.5,41.2%,48.0%,25.0%,0.0%,28.0%,6.5%,4.0,18.2,-8.5,-12.0
2025 Stuttgart F,W vs Sabalenka,2.6,2.6,2.5,56.8%,56.5%,80.0%,0.0%,50.0%,22.2%,15.0,30.0,8.0,19.5
2025 Stuttgart QF,W vs Swiatek,2.7,2.5,2.8,54.0%,44.0%,50.0%,80.0%,44.9%,9.8%,10.5,14.8,7.5,9.1
2025 Doha F,L vs Anisimova,2.5,2.1,3.0,39.6%,59.3%,100.0%,100.0%,38.9%,7.6%,13.0,32.5,9.5,15.6
2025 Doha SF,W vs Swiatek,2.6,2.6,2.6,61.1%,55.6%,100.0%,50.0%,44.3%,1.9%,11.0,27.5,8.5,16.0
2024 Guadalajara R16,L vs Stakusic,2.4,2.4,2.4,46.6%,46.9%,66.7%,100.0%,49.5%,1.8%,15.0,14.4,12.0,11.1
2024 US Open R128,L vs Osaka,2.6,2.5,2.6,36.1%,50.0%,33.3%,-,51.2%,2.4%,8.0,19.0,2.5,6.1
2024 Toronto R32,W vs Badosa,2.3,2.2,2.4,46.4%,70.8%,75.0%,50.0%,58.1%,1.5%,21.0,24.4,14.5,22.7
2024 Wimbledon QF,L vs Krejcikova,2.6,2.7,2.4,45.9%,48.5%,20.0%,0.0%,45.7%,10.0%,13.5,22.9,-0.5,-0.8
2024 Wimbledon R16,W vs Putintseva,2.6,2.6,2.6,51.2%,77.3%,33.3%,100.0%,48.5%,11.5%,21.0,44.7,16.5,35.9
2024 Rome QF,L vs Sabalenka,2.6,2.6,2.5,45.2%,43.5%,40.0%,-,42.7%,1.7%,2.0,5.3,-2.0,-3.4
2024 Stuttgart R32,L vs Noskova,2.4,2.9,2.2,34.9%,60.0%,0.0%,50.0%,53.1%,11.1%,2.5,5.0,9.0,22.5
2024 Linz F,W vs Alexandrova,2.5,2.5,2.5,53.4%,72.7%,75.0%,0.0%,53.7%,4.0%,14.0,25.5,8.5,17.7
2024 Linz SF,W vs Pavlyuchenkova,2.5,2.5,2.6,59.0%,60.9%,50.0%,-,43.6%,7.5%,7.5,19.2,5.0,10.2
2024 Australian Open R32,L vs Azarenka,2.7,2.8,2.5,36.0%,60.0%,66.7%,100.0%,37.6%,6.8%,4.5,10.2,10.0,14.7
2024 Adelaide F,W vs Kasatkina,3.2,2.9,3.4,55.8%,65.2%,54.5%,50.0%,46.9%,7.7%,14.5,22.3,8.5,12.1
2024 Adelaide SF,W vs Alexandrova,2.8,2.8,2.7,55.3%,60.6%,60.0%,0.0%,44.8%,8.8%,16.0,22.5,17.0,20.5
2023 Seoul R32,L vs Back,3.4,3.5,3.3,45.2%,48.2%,72.2%,50.0%,60.7%,5.3%,19.0,11.5,-0.5,-0.5
2023 US Open QF,L vs Gauff,3.7,4.1,3.3,33.3%,42.3%,40.0%,50.0%,46.9%,3.9%,3.0,4.5,-4.0,-5.6
2023 US Open R16,W vs Swiatek,2.9,2.9,2.9,53.0%,57.1%,42.9%,50.0%,64.4%,5.2%,20.0,19.6,3.0,5.6
Last 52 Weeks (3 matches),,2.6,2.6,2.7,51.2%,49.3%,52.9%,57.1%,41.6%,11.7%,9.8,20.6,2.3,3.6
Career (103 matches),,3.2,3.2,3.2,45.9%,57.1%,56.8%,58.9%,50.0%,6.0%,11.0,12.6,6.2,7.2
