Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Roland Garros R32,L vs Rybakina,1.6%,0.0%,4.3%,60.0%,42.1%,100.0%,0.0%,11.4%,16.7%,3.7%,25.0%,98,140
2025 Stuttgart F,W vs Sabalenka,0.0%,-,7.7%,77.8%,27.3%,50.0%,0.0%,27.3%,40.0%,0.0%,-,88,106
2025 Stuttgart QF,W vs Swiatek,0.0%,-,1.2%,100.0%,22.4%,20.0%,0.0%,13.3%,28.6%,1.2%,0.0%,141,142
2025 Doha F,L vs Anisimova,0.0%,-,7.9%,80.0%,44.8%,60.0%,0.0%,27.8%,42.9%,1.9%,50.0%,130,142
2025 Doha SF,W vs Swiatek,0.0%,-,4.2%,75.0%,30.0%,30.0%,0.0%,20.0%,50.0%,2.1%,0.0%,216,225
2024 Guadalajara R16,L vs Stakusic,0.0%,-,3.7%,66.7%,37.2%,40.0%,0.0%,25.8%,54.5%,0.0%,-,308,239
2024 US Open R128,L vs Osaka,0.0%,-,0.0%,0.0%,36.4%,28.6%,0.0%,7.4%,0.0%,1.2%,0.0%,74,100
2024 Toronto R32,W vs Badosa,0.0%,-,2.7%,80.0%,34.5%,64.7%,0.0%,35.7%,66.7%,0.0%,-,297,244
2024 Wimbledon QF,L vs Krejcikova,0.0%,-,3.4%,40.0%,29.4%,31.6%,0.0%,15.0%,33.3%,0.8%,0.0%,164,145
2024 Wimbledon R16,W vs Putintseva,0.0%,-,8.9%,70.0%,40.0%,83.3%,0.0%,43.3%,55.6%,1.0%,0.0%,301,218
2024 Rome QF,L vs Sabalenka,0.0%,-,4.5%,80.0%,34.5%,50.0%,0.0%,11.1%,50.0%,0.0%,-,248,193
2024 Stuttgart R32,L vs Noskova,0.0%,-,9.1%,70.0%,18.4%,33.3%,0.0%,42.1%,25.0%,0.0%,-,255,133
2024 Linz F,W vs Alexandrova,0.0%,-,5.2%,66.7%,29.5%,50.0%,0.0%,23.8%,40.0%,0.9%,0.0%,214,218
2024 Linz SF,W vs Pavlyuchenkova,0.0%,-,6.4%,100.0%,32.1%,55.6%,0.0%,32.3%,22.2%,3.2%,0.0%,245,216
2024 Australian Open R32,L vs Azarenka,0.0%,-,5.1%,83.3%,27.6%,50.0%,0.0%,27.5%,44.4%,0.0%,-,217,127
2024 Adelaide F,W vs Kasatkina,0.0%,-,3.5%,100.0%,38.5%,38.1%,0.0%,17.0%,20.0%,3.4%,40.0%,282,195
2024 Adelaide SF,W vs Alexandrova,0.0%,-,2.0%,33.3%,37.7%,57.9%,0.0%,30.4%,33.3%,0.0%,-,336,253
2023 Seoul R32,L vs Back,0.0%,-,10.8%,81.8%,21.2%,25.4%,0.0%,13.3%,5.6%,3.4%,50.0%,277,205
2023 US Open QF,L vs Gauff,0.0%,-,5.4%,80.0%,17.6%,29.4%,0.0%,13.6%,14.3%,1.4%,0.0%,137,84
2023 US Open R16,W vs Swiatek,0.0%,-,3.4%,20.0%,23.2%,50.0%,0.0%,15.8%,16.7%,0.6%,0.0%,124,130
Last 52 Weeks (3 matches),,0.5%,0.0%,4.1%,75.0%,27.3%,40.0%,0.0%,15.3%,25.8%,1.6%,16.7%,113,131
Career (103 matches),,0.0%,50.0%,5.4%,77.7%,23.1%,34.7%,16.1%,16.8%,32.7%,1.0%,33.3%,181,143
