Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Roland Garros R32,L vs Rybakina,0.92,0.59,41.5,2.1,5.9%,47.1%,3.0%,48.5%,30.8%,36.4%
2025 Stuttgart F,W vs Sabalenka,1.02,1.40,52.8,2.2,11.1%,70.4%,4.0%,48.0%,52.9%,58.1%
2025 Stuttgart QF,W vs Swiatek,1.13,1.31,51.4,2.0,10.0%,65.0%,2.8%,50.0%,48.9%,48.8%
2025 Doha F,L vs Anisimova,0.93,0.73,55.9,2.5,2.9%,45.7%,5.9%,55.9%,43.3%,33.3%
2025 Doha SF,W vs Swiatek,1.09,1.84,40.0,2.0,11.5%,65.4%,4.5%,68.2%,68.0%,43.5%
2024 Guadalajara R16,L vs Stakusic,1.03,0.92,89.0,18.4,11.3%,45.2%,5.2%,53.4%,42.9%,48.4%
2024 US Open R128,L vs Osaka,0.83,0.42,39.5,2.1,14.8%,55.6%,4.3%,56.5%,19.2%,25.0%
2024 Toronto R32,W vs Badosa,1.15,1.19,62.5,11.3,6.1%,55.1%,0.0%,55.8%,43.8%,48.9%
2024 Wimbledon QF,L vs Krejcikova,1.07,0.72,57.6,2.4,4.7%,55.8%,4.9%,61.0%,30.3%,25.8%
2024 Wimbledon R16,W vs Putintseva,1.33,1.70,41.8,2.0,5.6%,63.9%,3.1%,50.0%,60.9%,47.6%
2024 Wimbledon R32,W vs Pera,1.00,1.66,43.2,2.2,8.0%,60.0%,0.0%,71.4%,66.7%,48.0%
2024 Wimbledon R64,W vs Snigur,1.28,2.35,35.6,2.0,16.7%,62.5%,20.0%,85.0%,54.5%,45.0%
2024 Wimbledon R128,W vs Tomljanovic,1.10,1.78,36.1,2.1,18.8%,65.6%,17.9%,67.9%,60.7%,46.2%
2024 Rome QF,L vs Sabalenka,0.81,0.52,42.8,2.2,0.0%,60.6%,10.0%,56.7%,25.9%,27.3%
2024 Linz F,W vs Alexandrova,1.09,1.68,40.8,2.0,17.2%,58.6%,3.8%,84.6%,38.7%,51.7%
2024 Linz SF,W vs Pavlyuchenkova,1.13,1.61,41.3,2.3,17.6%,67.6%,12.5%,71.9%,43.5%,42.9%
2024 Australian Open R32,L vs Azarenka,0.88,0.69,50.5,2.0,7.7%,53.8%,4.5%,54.5%,35.1%,36.4%
2024 Adelaide F,W vs Kasatkina,1.15,1.58,41.8,2.2,6.3%,65.6%,3.6%,57.1%,35.7%,72.0%
2024 Adelaide SF,W vs Alexandrova,1.00,1.32,56.7,2.0,2.6%,59.0%,8.1%,62.2%,58.3%,45.7%
2023 Seoul R32,L vs Back,0.96,0.90,80.5,18.2,1.9%,56.6%,0.0%,46.8%,49.1%,41.2%
2025 (5 matches),,1.02,1.09,49.0,2.1,8.0%,58.0%,4.0%,53.3%,48.8%,45.1%
2024 (14 matches),,1.06,1.16,52.7,2.4,9.4%,58.2%,6.6%,61.9%,43.6%,44.2%
2023 (17 matches),,1.01,1.02,58.2,2.9,6.9%,56.4%,3.0%,56.4%,40.6%,47.7%
2022 (15 matches),,1.04,1.07,63.1,2.9,6.1%,58.4%,2.9%,54.3%,44.7%,45.4%
2021 (12 matches),,1.01,1.05,60.1,2.8,3.2%,56.8%,1.7%,54.0%,43.9%,48.9%
Career (296 matches),,1.02,1.06,58.9,2.8,5.0%,55.3%,2.7%,54.2%,46.1%,47.6%
