Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Roland Garros R32,L vs Rybakina,13,30,0.4,11.3%,26.1%,10,22,0.5,10.8%,23.7%,7.5%,3.2%,1.2,20.9%,17.4%
2025 Stuttgart F,W vs Sabalenka,21,12,1.8,17.9%,10.3%,17,8,2.1,17.2%,8.1%,11.1%,6.1%,0.8,15.4%,20.5%
2025 Stuttgart QF,W vs Swiatek,30,27,1.1,18.5%,16.7%,25,22,1.1,18.0%,15.8%,10.8%,6.5%,0.6,10.5%,16.7%
2025 Doha F,L vs Anisimova,19,20,1.0,15.1%,15.9%,16,10,1.6,14.4%,9.0%,8.1%,6.3%,2.4,20.6%,8.7%
2025 Doha SF,W vs Swiatek,25,15,1.7,26.0%,15.6%,21,11,1.9,25.0%,13.1%,13.1%,10.7%,0.5,7.3%,14.6%
2024 Guadalajara R16,L vs Stakusic,49,56,0.9,20.2%,23.0%,39,39,1.0,20.1%,20.1%,11.9%,8.2%,0.9,9.5%,10.3%
2024 US Open R128,L vs Osaka,21,21,1.0,21.0%,21.0%,16,15,1.1,20.0%,18.8%,15.0%,2.5%,3.8,19.0%,5.0%
2024 Toronto R32,W vs Badosa,29,34,0.9,15.8%,18.6%,26,22,1.2,17.3%,14.7%,11.3%,6.0%,1.4,13.1%,9.3%
2024 Wimbledon QF,L vs Krejcikova,16,35,0.5,10.8%,23.6%,12,30,0.4,9.2%,22.9%,7.6%,1.5%,0.6,10.1%,18.2%
2024 Wimbledon R16,W vs Putintseva,29,26,1.1,25.9%,23.2%,26,22,1.2,25.2%,21.4%,14.6%,9.7%,0.9,7.1%,8.0%
2024 Wimbledon R32,W vs Pera,19,15,1.3,19.4%,15.3%,17,12,1.4,20.0%,14.1%,15.3%,4.7%,0.6,10.2%,17.3%
2024 Wimbledon R64,W vs Snigur,28,13,2.2,32.6%,15.1%,20,8,2.5,28.2%,11.3%,21.1%,5.6%,0.4,4.7%,10.5%
2024 Wimbledon R128,W vs Tomljanovic,26,22,1.2,22.8%,19.3%,15,13,1.2,17.9%,15.5%,9.5%,8.3%,0.4,6.1%,15.8%
2024 Rome QF,L vs Sabalenka,19,24,0.8,17.0%,21.4%,16,20,0.8,15.7%,19.6%,9.8%,5.9%,1.5,10.7%,7.1%
2024 Stuttgart R32,L vs Noskova,20,19,1.1,18.5%,17.6%,19,17,1.1,21.3%,19.1%,12.4%,9.0%,2.3,21.3%,9.3%
2024 Linz F,W vs Alexandrova,28,17,1.6,24.3%,14.8%,22,13,1.7,22.7%,13.4%,13.4%,9.3%,1.1,13.9%,13.0%
2024 Linz SF,W vs Pavlyuchenkova,37,18,2.1,33.6%,16.4%,27,16,1.7,28.4%,16.8%,12.6%,13.7%,0.7,9.1%,12.7%
2024 Australian Open R32,L vs Azarenka,20,21,1.0,16.9%,17.8%,17,19,0.9,17.2%,19.2%,5.1%,12.1%,1.6,17.8%,11.0%
2024 Adelaide F,W vs Kasatkina,33,26,1.3,29.2%,23.0%,30,24,1.3,29.7%,23.8%,19.8%,8.9%,0.8,10.6%,13.3%
2024 Adelaide SF,W vs Alexandrova,37,33,1.1,25.2%,22.4%,33,29,1.1,25.6%,22.5%,16.3%,9.3%,1.0,10.9%,10.9%
Career (143 matches),,4112,4691,0.9,20.1%,22.9%,3668,3923,0.9,20.3%,21.7%,11.1%,7.6%,0.8,10.3%,13.2%
