Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,11,15,42.3%,27-32,45.8%,278-295,48.5%,3-3,50.0%,26,61.5%,35.3%,4.3%,7.1%,57.4%,65.8%,40.3%,55.0%,42.9%,48.9%,0.95
Clay,13,9,4,69.2%,17-13,56.7%,148-133,52.7%,0-1,0.0%,13,65.7%,41.3%,5.8%,7.6%,59.2%,64.9%,43.4%,56.2%,46.5%,51.4%,1.06
Grass,3,1,2,33.3%,4-3,57.1%,34-30,53.1%,1-0,100.0%,3,65.7%,36.4%,5.2%,7.7%,54.9%,65.6%,43.8%,55.8%,42.9%,49.8%,0.97
Grand Slams,8,4,4,50.0%,10-10,50.0%,95-93,50.5%,0-0,-,8,63.8%,37.2%,3.5%,7.6%,56.5%,65.6%,42.4%,55.5%,42.9%,49.4%,0.96
Premiers,12,7,5,58.3%,14-12,53.8%,133-125,51.6%,2-1,66.7%,12,68.5%,35.3%,5.1%,6.8%,58.8%,67.0%,42.6%,56.9%,43.6%,50.3%,1.01
Internationals,2,1,1,50.0%,3-1,75.0%,21-15,58.3%,1-0,100.0%,2,66.7%,42.1%,6.5%,8.4%,55.5%,66.3%,43.5%,56.1%,45.1%,51.5%,1.03
Finals,1,1,0,100.0%,2-0,100.0%,12-5,70.6%,0-0,-,1,75.0%,66.7%,7.7%,7.7%,59.6%,80.6%,28.6%,59.6%,55.4%,57.3%,1.37
Semi-finals,2,1,1,50.0%,2-2,50.0%,17-20,45.9%,0-0,-,2,66.7%,26.3%,4.1%,2.5%,63.1%,58.4%,48.9%,54.9%,40.5%,48.1%,0.90
Quarter-finals,2,2,0,100.0%,4-1,80.0%,28-20,58.3%,0-0,-,2,66.7%,50.0%,4.7%,4.7%,60.8%,61.1%,51.7%,57.4%,50.3%,53.9%,1.18
vs Righties,35,19,16,54.3%,43-39,52.4%,393-384,50.6%,3-3,50.0%,35,63.5%,38.1%,5.0%,7.2%,58.4%,65.5%,41.6%,55.5%,44.7%,50.1%,1.00
vs Lefties,6,2,4,33.3%,5-8,38.5%,62-67,48.1%,1-1,50.0%,6,62.1%,33.3%,4.1%,7.4%,55.3%,65.7%,41.4%,54.9%,41.0%,48.1%,0.91
vs Top 10,6,4,2,66.7%,9-6,60.0%,75-65,53.6%,0-0,-,6,68.1%,39.4%,7.3%,6.4%,58.6%,67.2%,42.8%,57.1%,46.0%,51.4%,1.07
