Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Roland Garros R32,L vs Rybakina,38% (3/8),50% (1/2),0/0,0/0,64% (9/14),0/2,0/1,- (0/0),- (0/0)
2025 Stuttgart F,W vs Sabalenka,60% (6/10),55% (6/11),2/4,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2025 Stuttgart QF,W vs Swiatek,53% (9/17),55% (6/11),2/3,1/2,43% (3/7),0/1,0/0,- (0/0),- (0/0)
2025 Doha F,L vs Anisimova,38% (5/13),50% (2/4),0/0,0/0,58% (7/12),1/3,1/2,- (0/0),- (0/0)
2025 Doha SF,W vs Swiatek,70% (7/10),50% (5/10),2/4,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2024 Guadalajara R16,L vs Stakusic,56% (9/16),44% (7/16),1/7,0/4,56% (10/18),2/4,0/1,0% (0/4),0% (0/3)
2024 US Open R128,L vs Osaka,50% (5/10),0% (0/2),0/0,0/0,0% (0/3),2/4,2/3,- (0/0),- (0/0)
2024 Toronto R32,W vs Badosa,50% (10/20),83% (5/6),2/2,1/1,43% (3/7),0/1,0/0,40% (2/5),100% (5/5)
2024 Wimbledon QF,L vs Krejcikova,42% (8/19),40% (2/5),0/0,0/0,63% (5/8),1/3,1/2,40% (2/5),33% (2/6)
2024 Wimbledon R16,W vs Putintseva,41% (7/17),83% (5/6),2/4,1/3,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2024 Wimbledon R32,W vs Pera,75% (6/8),60% (6/10),2/5,1/1,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2024 Wimbledon R64,W vs Snigur,73% (8/11),80% (4/5),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 Wimbledon R128,W vs Tomljanovic,53% (8/15),50% (4/8),2/3,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2024 Rome QF,L vs Sabalenka,46% (6/13),- (0/0),0/0,0/0,57% (4/7),0/2,0/1,- (0/0),- (0/0)
2024 Linz F,W vs Alexandrova,75% (9/12),43% (3/7),2/6,1/3,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2024 Linz SF,W vs Pavlyuchenkova,53% (9/17),75% (3/4),2/2,1/1,100% (7/7),0/0,0/0,- (0/0),- (0/0)
2024 Australian Open R32,L vs Azarenka,83% (5/6),14% (1/7),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2024 Adelaide F,W vs Kasatkina,54% (7/13),56% (5/9),2/6,1/4,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2024 Adelaide SF,W vs Alexandrova,54% (7/13),63% (5/8),2/2,1/1,63% (5/8),0/0,0/0,100% (5/5),40% (2/5)
2023 Seoul R32,L vs Back,50% (8/16),36% (5/14),1/5,0/1,45% (5/11),1/3,0/1,60% (3/5),17% (1/6)
2025 (5 matches),,51.7%,52.6%,54.5%,75.0%,56.4%,16.7%,33.3%,-,-
2024 (14 matches),,54.7%,53.8%,47.5%,42.9%,60.9%,31.3%,37.5%,47.4%,47.4%
2023 (17 matches),,58.0%,49.7%,60.5%,75.0%,52.5%,58.3%,46.7%,67.9%,31.0%
2022 (15 matches),,59.3%,51.6%,47.6%,50.0%,55.2%,48.4%,45.5%,73.7%,50.0%
2021 (12 matches),,55.4%,53.3%,71.4%,60.0%,50.5%,50.0%,57.1%,60.0%,30.0%
Career (296 matches),,55.6%,50.6%,57.6%,59.9%,52.2%,45.2%,43.8%,57.3%,51.1%
