Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
15,Maria Sharapova [RUS],5,10,33.3%,3,1,2,33.3%,2005,2014,13,0.94,1.6%,3.9%,66.8%,59.6%,47.3%,55.5%,41.9%,50.0%,48.4%
12,Serena Williams [USA],1,11,8.3%,7,1,6,14.3%,2006,2014,11,0.81,1.8%,7.1%,63.5%,60.6%,44.3%,54.6%,36.5%,58.0%,31.3%
11,Victoria Azarenka [BLR],5,6,45.5%,3,2,1,66.7%,2007,2013,9,1.04,4.3%,4.7%,64.6%,60.5%,45.2%,55.1%,46.6%,53.8%,44.4%
11,Agnieszka Radwanska [POL],6,5,54.5%,2,1,1,50.0%,2009,2013,11,1.08,2.1%,3.3%,69.6%,60.7%,50.0%,57.5%,45.8%,64.7%,44.1%
10,Jelena Jankovic [SRB],6,4,60.0%,3,2,1,66.7%,2004,2013,6,0.99,2.4%,4.4%,66.9%,61.3%,42.4%,55.0%,44.6%,63.3%,52.5%
10,Svetlana Kuznetsova [RUS],4,6,40.0%,5,3,2,60.0%,2004,2011,8,0.97,2.3%,5.0%,67.9%,61.7%,39.9%,54.7%,44.1%,49.4%,54.3%
8,Jie Zheng [CHN],4,4,50.0%,1,1,0,100.0%,2004,2014,5,1.28,1.0%,2.9%,66.7%,62.4%,53.3%,59.4%,51.9%,61.3%,55.6%
8,Lucie Safarova [CZE],7,1,87.5%,5,5,0,100.0%,2005,2014,7,1.18,5.7%,6.1%,67.2%,73.2%,44.1%,63.7%,42.8%,61.4%,43.9%
8,Vera Zvonareva [RUS],4,4,50.0%,0,0,0,-,2006,2013,6,1.04,2.4%,3.4%,67.2%,58.2%,50.0%,55.5%,46.3%,52.0%,42.6%
8,Angelique Kerber [GER],7,1,87.5%,0,0,0,-,2010,2013,7,1.19,2.3%,4.2%,68.7%,62.5%,49.6%,58.5%,49.4%,55.1%,46.2%
8,Kim Clijsters [BEL],2,6,25.0%,2,1,1,50.0%,2006,2012,8,0.93,1.9%,4.0%,67.8%,56.7%,47.5%,53.7%,43.2%,51.2%,38.8%
7,Sara Errani [ITA],6,1,85.7%,1,1,0,100.0%,2008,2014,7,1.35,6.4%,4.5%,65.8%,65.7%,50.7%,60.6%,53.4%,47.6%,51.4%
7,Samantha Stosur [AUS],1,6,14.3%,1,0,1,0.0%,2007,2014,6,0.87,3.5%,6.8%,68.4%,66.1%,47.4%,60.2%,34.6%,51.4%,36.0%
7,Dominika Cibulkova [SVK],7,0,100.0%,3,3,0,100.0%,2008,2014,7,1.17,3.5%,4.8%,68.5%,63.5%,44.1%,57.4%,49.9%,62.5%,45.2%
7,Shuai Peng [CHN],6,1,85.7%,1,1,0,100.0%,2000,2013,5,1.20,3.9%,8.4%,60.7%,67.0%,44.7%,58.2%,50.1%,44.1%,42.9%
