Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,358,248,110,69.3%,534-284,65.3%,4226-3286,56.3%,44-33,57.1%,237,62.5%,70.0%,3.2%,4.9%,66.5%,63.9%,48.2%,58.6%,47.1%,52.8%,1.14
Clay,109,76,33,69.7%,167-78,68.2%,1291-954,57.5%,14-8,63.6%,86,-,-,2.7%,3.4%,69.4%,63.2%,50.3%,59.2%,46.2%,52.8%,1.13
Grass,54,36,18,66.7%,77-39,66.4%,620-468,57.0%,6-6,50.0%,46,-,-,3.0%,4.0%,69.0%,64.7%,49.6%,60.0%,44.2%,52.1%,1.11
Carpet,6,2,4,33.3%,6-7,46.2%,59-61,49.2%,1-2,33.3%,6,-,-,1.9%,5.2%,65.5%,62.1%,42.5%,55.3%,43.4%,49.2%,0.97
Grand Slams,121,90,31,74.4%,192-86,69.1%,1471-1045,58.5%,13-9,59.1%,103,-,-,3.5%,3.7%,68.4%,63.8%,52.3%,60.2%,47.1%,53.6%,1.18
Premiers,178,108,70,60.7%,244-163,60.0%,2076-1743,54.4%,28-23,54.9%,151,-,-,2.8%,4.5%,68.2%,63.4%,46.5%,58.0%,45.7%,51.8%,1.09
Internationals,97,72,25,74.2%,151-60,71.6%,1115-818,57.7%,12-4,75.0%,46,-,-,3.2%,4.7%,65.6%,65.3%,50.1%,60.1%,47.3%,53.7%,1.18
Finals,21,9,12,42.9%,26-26,50.0%,247-255,49.2%,5-2,71.4%,16,-,-,2.5%,5.1%,66.5%,59.4%,48.3%,55.7%,43.6%,49.6%,0.98
Semi-finals,44,20,24,45.5%,48-53,47.5%,470-482,49.4%,1-9,10.0%,35,-,-,2.4%,5.6%,65.3%,60.1%,45.0%,54.9%,44.6%,49.8%,0.99
Quarter-finals,72,43,29,59.7%,99-70,58.6%,869-773,52.9%,14-8,63.6%,58,-,-,3.1%,4.6%,66.9%,62.4%,45.3%,56.7%,45.3%,51.1%,1.05
vs Righties,453,303,150,66.9%,657-363,64.4%,5266-4131,56.0%,53-45,54.1%,329,62.5%,70.0%,3.0%,4.5%,67.4%,63.5%,48.6%,58.6%,46.4%,52.5%,1.12
vs Lefties,58,47,11,81.0%,100-37,73.0%,747-549,57.6%,12-4,75.0%,44,-,-,3.8%,4.8%,67.7%,65.8%,48.7%,60.3%,46.3%,53.3%,1.16
vs Top 10,101,42,59,41.6%,104-132,44.1%,1062-1174,47.5%,14-15,48.3%,83,62.5%,70.0%,2.5%,4.6%,67.3%,60.1%,44.7%,55.1%,43.1%,49.2%,0.96
