Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2014 Wimbledon R32,L vs Strycova,0.88,0.97,76.9,2.6,-,63.6%,-,67.5%,42.3%,34.0%
2014 Wimbledon R64,W vs Meusburger,0.88,1.46,47.3,2.5,3.6%,60.7%,0.0%,66.7%,55.2%,66.7%
2014 Wimbledon R64,W vs Meusburger,0.88,1.46,47.3,2.5,3.6%,60.7%,12.5%,66.7%,55.2%,66.7%
2014 Wimbledon R128,W vs Kania,1.01,1.50,43.3,3.3,-,59.4%,-,69.2%,55.9%,51.6%
2014 Wimbledon R128,W vs Kania,1.01,1.50,43.3,3.3,0.0%,59.4%,7.7%,69.2%,55.9%,51.6%
2014 Roland Garros R128,L vs Mladenovic,0.92,0.81,61.1,3.0,-,64.4%,-,50.0%,31.1%,43.6%
2014 Roland Garros R128,L vs Mladenovic,0.92,0.81,61.1,3.0,4.4%,64.4%,2.6%,50.0%,31.1%,43.6%
2014 Rome QF,L vs Errani,1.01,0.82,67.1,2.7,0.0%,46.3%,5.1%,41.0%,47.8%,42.5%
2014 Rome R16,W vs Stosur,1.08,1.82,41.4,2.4,0.0%,56.0%,9.5%,81.0%,57.7%,52.2%
2014 Rome R32,W vs Dellacqua,1.13,1.80,40.3,2.3,-,76.0%,-,58.3%,50.0%,53.8%
2014 Madrid QF,L vs Sharapova,0.85,0.87,65.2,8.0,2.1%,59.6%,0.0%,64.3%,36.7%,41.7%
2014 Madrid R16,W vs Stephens,1.26,1.34,43.5,4.0,0.0%,52.1%,0.0%,64.4%,40.0%,50.0%
2014 Madrid R32,W vs Zheng,1.27,1.79,41.8,2.1,3.1%,59.4%,0.0%,70.0%,40.9%,61.1%
2014 Madrid R64,W vs Flipkens,0.88,1.37,65.6,2.1,5.6%,72.2%,0.0%,72.7%,40.5%,45.7%
2014 Miami F,L vs Williams,1.03,0.74,53.2,3.7,0.0%,53.3%,0.0%,45.5%,32.4%,40.6%
2014 Miami QF,W vs Wozniacki,1.18,1.28,56.4,2.7,0.0%,61.4%,0.0%,55.0%,40.0%,51.6%
2014 Miami R16,W vs Suarez Navarro,1.10,2.70,33.6,2.0,0.0%,90.5%,0.0%,61.1%,41.7%,72.7%
2014 Miami R32,W vs Keys,1.11,1.27,56.7,3.6,0.0%,47.5%,0.0%,69.2%,42.5%,54.3%
2014 Indian Wells SF,L vs Pennetta,1.00,0.86,70.0,2.6,0.0%,41.0%,0.0%,48.7%,42.9%,52.6%
2014 Indian Wells QF,W vs Cibulkova,1.03,1.17,70.3,3.5,2.0%,60.8%,2.0%,54.9%,55.9%,39.7%
2014 (38 matches),,1.03,1.27,56.6,2.6,2.7%,61.6%,1.7%,59.0%,47.0%,50.3%
2013 (65 matches),,1.06,1.28,52.1,2.5,2.2%,60.6%,2.1%,58.1%,48.7%,49.4%
2012 (58 matches),,1.02,1.23,54.9,2.7,1.3%,59.2%,1.4%,61.0%,47.7%,48.5%
2011 (28 matches),,1.05,1.13,57.9,2.7,1.6%,58.5%,1.6%,55.7%,46.3%,45.6%
2010 (3 matches),,1.01,0.87,56.1,2.5,4.3%,62.6%,1.9%,61.3%,34.4%,30.8%
Career (194 matches),,1.04,1.22,54.9,2.6,2.0%,59.9%,1.8%,58.7%,47.4%,48.4%
