Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,43,34,9,79.1%,10,6,4,60.0%,2001,2014,W,37,1.19,3.1%,3.7%,68.6%,63.3%,50.0%,59.1%,48.5%,58.5%,52.8%
Roland Garros,8,Clay,27,20,7,74.1%,5,3,2,60.0%,2006,2014,W,23,1.17,2.3%,2.8%,69.6%,62.9%,54.6%,60.4%,46.2%,52.6%,50.2%
Wimbledon,9,Grass,28,19,9,67.9%,5,2,3,40.0%,2001,2014,QF,21,1.16,3.4%,3.9%,69.4%,64.6%,51.2%,60.5%,45.6%,61.1%,49.2%
US Open,9,Hard,27,18,9,66.7%,3,2,1,66.7%,2000,2013,SF,22,1.22,5.7%,4.7%,65.7%,65.1%,54.7%,61.5%,47.0%,58.5%,55.4%
Olympics,3,,8,4,4,50.0%,2,1,1,50.0%,2000,2012,BR,1,0.72,1.1%,5.6%,74.2%,54.5%,60.9%,56.2%,31.6%,63.6%,66.7%
Fed Cup,8,,31,27,4,87.1%,1,1,0,100.0%,1999,2012,,1,1.25,0.0%,1.4%,91.3%,54.0%,50.0%,53.6%,58.0%,55.6%,66.7%
Beijing,9,Hard,27,18,9,66.7%,6,3,3,50.0%,2004,2013,SF,20,1.10,3.5%,6.6%,64.8%,64.5%,43.1%,57.0%,47.3%,56.7%,51.2%
Miami,8,Hard,27,19,8,70.4%,8,3,5,37.5%,2006,2014,F,25,1.12,2.0%,4.1%,67.6%,62.7%,47.8%,57.9%,47.0%,56.6%,49.8%
Indian Wells,7,Hard,24,17,7,70.8%,4,1,3,25.0%,2006,2014,SF,22,1.13,2.5%,4.7%,66.9%,63.0%,51.5%,59.2%,45.9%,50.7%,41.4%
Sydney,6,Hard,25,20,5,80.0%,7,6,1,85.7%,2006,2013,W,21,1.13,2.4%,5.0%,67.2%,62.3%,46.5%,57.2%,48.2%,50.0%,46.8%
Madrid,6,Clay,20,14,6,70.0%,4,2,2,50.0%,2009,2014,SF,18,1.15,3.3%,3.8%,67.1%,63.8%,51.7%,59.9%,46.0%,62.9%,47.0%
Stuttgart,6,Clay,17,11,6,64.7%,1,1,0,100.0%,2008,2013,F,16,1.05,4.3%,3.2%,70.8%,66.3%,46.8%,60.6%,41.5%,63.6%,49.5%
