Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2014 Roland Garros R128,L vs Mladenovic,1.3%,0.0%,6.6%,72.7%,18.3%,21.1%,0.0%,13.1%,50.0%,0.0%,-,158,136
2014 Miami F,L vs Williams,1.1%,0.0%,7.7%,50.0%,11.1%,19.2%,0.0%,14.5%,37.5%,0.5%,0.0%,77,40
2014 Australian Open F,W vs Cibulkova,1.7%,0.0%,7.5%,60.0%,7.3%,17.6%,0.0%,23.5%,38.5%,0.4%,0.0%,46,29
2014 Australian Open SF,W vs Bouchard,1.5%,0.0%,11.7%,78.6%,21.3%,37.5%,0.0%,23.1%,25.0%,0.0%,-,162,127
2014 Australian Open R128,W vs Konjuh,7.1%,33.3%,15.5%,73.3%,15.8%,26.7%,100.0%,11.1%,16.7%,0.7%,0.0%,81,63
2013 WTA Championships F,L vs Williams,15.5%,54.5%,9.5%,52.9%,13.0%,29.2%,100.0%,24.6%,22.2%,0.0%,-,7,9
2013 US Open SF,L vs Williams,0.0%,-,10.2%,66.7%,4.0%,5.6%,0.0%,8.7%,33.3%,0.0%,-,36,21
2013 Cincinnati R64,W vs Davis,5.6%,75.0%,8.2%,83.3%,10.1%,18.2%,0.0%,10.2%,15.0%,0.0%,-,46,38
2013 Wimbledon QF,L vs Radwanska,2.3%,66.7%,24.7%,67.8%,12.9%,21.3%,0.0%,9.0%,17.0%,0.0%,-,29,1
2013 Stuttgart F,L vs Sharapova,0.0%,-,0.8%,0.0%,16.0%,26.9%,0.0%,11.8%,33.3%,0.0%,-,43,23
2013 Stuttgart R16,W vs Lucic,0.0%,-,4.4%,80.0%,15.6%,13.6%,0.0%,23.8%,40.0%,0.0%,-,46,60
2013 Australian Open F,L vs Azarenka,0.0%,-,3.1%,50.0%,15.1%,19.4%,50.0%,13.6%,42.9%,0.0%,-,100,76
2013 Australian Open SF,W vs Sharapova,0.0%,-,1.5%,50.0%,12.5%,16.1%,0.0%,22.7%,57.1%,0.0%,-,46,57
2012 Cincinnati F,W vs Kerber,0.0%,-,13.6%,57.1%,8.5%,12.5%,11.8%,18.7%,40.0%,0.7%,0.0%,67,46
2012 Montreal F,L vs Kvitova,0.0%,-,2.6%,40.0%,4.3%,8.7%,0.0%,17.6%,33.3%,0.0%,-,113,82
2012 Rome F,L vs Sharapova,0.0%,-,0.9%,50.0%,8.6%,13.5%,0.0%,13.4%,43.5%,0.2%,0.0%,-7,-15
2012 Australian Open R16,L vs Clijsters,0.0%,-,4.8%,60.0%,11.9%,22.5%,50.0%,15.2%,16.7%,0.6%,0.0%,66,77
2012 Australian Open R128,W vs Pervak,0.0%,-,6.2%,66.7%,12.3%,7.1%,27.8%,17.5%,10.0%,0.5%,0.0%,31,25
2012 Sydney F,L vs Azarenka,0.0%,-,5.6%,88.9%,11.2%,20.0%,0.0%,10.4%,26.1%,0.3%,0.0%,64,38
2011 Wimbledon R64,L vs Lisicki,0.0%,-,6.5%,76.9%,12.0%,17.4%,0.0%,14.7%,33.3%,1.2%,0.0%,141,108
Career (31 matches),,1.1%,48.0%,7.3%,65.4%,12.7%,19.6%,17.5%,14.2%,26.5%,0.3%,14.3%,59,45
