Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2014 Roland Garros R128,L vs Mladenovic,3.1,3.1,3.2,42.7%,54.3%,66.7%,25.0%,57.5%,6.5%,-4.0,-3.2,4.5,5.2
2014 Miami F,L vs Williams,3.4,3.6,3.1,38.7%,54.5%,43.8%,50.0%,55.7%,9.0%,-2.5,-2.3,2.0,2.5
2014 Australian Open F,W vs Cibulkova,4.7,4.7,4.8,53.1%,57.6%,56.5%,69.2%,61.9%,2.8%,7.5,4.4,16.5,16.2
2014 Australian Open SF,W vs Bouchard,3.7,3.6,3.8,56.9%,65.6%,44.4%,71.4%,47.6%,1.1%,12.0,15.2,19.0,22.4
2014 Australian Open R128,W vs Konjuh,3.5,3.2,3.7,56.4%,75.0%,66.7%,50.0%,61.6%,3.8%,5.5,6.9,7.0,13.7
2013 WTA Championships F,L vs Williams,3.4,3.3,3.5,37.8%,59.5%,54.5%,55.6%,61.9%,11.4%,9.5,6.8,16.0,21.3
2013 US Open SF,L vs Williams,4.0,4.2,3.8,38.5%,43.8%,60.0%,36.4%,50.5%,5.4%,-5.5,-6.4,-7.5,-8.6
2013 Cincinnati R64,W vs Davis,3.5,3.7,3.3,56.2%,64.1%,84.6%,60.0%,45.4%,2.5%,9.5,9.8,11.0,9.6
2013 Wimbledon QF,L vs Radwanska,5.3,5.8,4.6,46.4%,46.0%,57.8%,50.0%,49.3%,7.0%,13.0,5.4,4.0,1.7
2013 Stuttgart F,L vs Sharapova,3.8,3.9,3.7,40.8%,55.6%,37.5%,50.0%,66.8%,6.5%,6.0,4.8,1.0,1.8
2013 Stuttgart R16,W vs Lucic,3.4,3.1,3.7,60.6%,74.1%,41.7%,66.7%,58.6%,6.0%,14.0,15.2,12.5,20.2
2013 Australian Open F,L vs Azarenka,4.5,4.4,4.5,50.0%,45.2%,47.8%,47.1%,45.8%,7.6%,10.0,5.7,2.5,1.3
2013 Australian Open SF,W vs Sharapova,3.4,3.7,3.0,55.6%,52.9%,63.6%,66.7%,62.2%,5.9%,9.5,8.6,11.0,17.7
2012 Cincinnati F,W vs Kerber,4.4,4.3,4.5,51.2%,45.9%,62.5%,57.9%,43.2%,5.4%,-2.0,-1.6,21.0,13.3
2012 Montreal F,L vs Kvitova,3.3,3.5,3.1,53.8%,48.1%,52.9%,16.7%,55.4%,6.7%,-6.5,-4.4,5.0,4.5
2012 Rome F,L vs Sharapova,4.4,4.6,4.1,49.2%,52.2%,48.0%,53.8%,59.1%,8.9%,7.5,3.1,5.5,3.6
2012 Australian Open R16,L vs Clijsters,3.7,4.0,3.5,47.4%,55.6%,48.0%,50.0%,58.8%,2.2%,6.5,3.4,7.5,5.7
2012 Australian Open R128,W vs Pervak,4.8,4.4,5.1,57.5%,65.6%,42.9%,63.6%,65.9%,1.4%,10.0,7.2,3.5,4.9
2012 Sydney F,L vs Azarenka,4.4,4.7,4.1,42.9%,45.7%,59.1%,60.0%,51.9%,5.4%,8.0,5.0,-3.5,-2.5
2011 Wimbledon R64,L vs Lisicki,3.1,3.5,2.7,48.6%,45.9%,72.7%,41.7%,55.1%,7.3%,-4.0,-3.1,10.0,10.0
Career (31 matches),,4.0,4.1,3.8,48.0%,52.1%,56.7%,52.1%,54.5%,5.9%,6.3,4.6,6.3,5.8
