Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
1999 Tokyo F,L vs Hingis,0.64,0.26,25.2,2.0,0.0%,47.6%,0.0%,35.3%,38.1%,5.9%
1997 Australian Open SF,L vs Pierce,1.03,0.64,41.0,2.1,0.0%,26.7%,0.0%,55.6%,39.3%,34.8%
1996 Australian Open SF,L vs Huber,0.97,0.81,60.3,5.4,0.0%,52.3%,0.0%,56.4%,42.9%,32.4%
1995 Canadian Open F,L vs Seles,0.91,0.46,35.0,2.2,0.0%,47.6%,0.0%,35.0%,33.3%,26.1%
1994 Indian Wells F,L vs Graf,0.99,0.55,43.0,2.0,0.0%,60.0%,0.0%,30.4%,30.4%,30.0%
1999 (1 matches),,0.64,0.26,25.2,2.0,0.0%,47.6%,0.0%,35.3%,38.1%,5.9%
1997 (1 matches),,1.03,0.64,41.0,2.1,0.0%,26.7%,0.0%,55.6%,39.3%,34.8%
1996 (1 matches),,0.97,0.81,60.3,5.4,0.0%,52.3%,0.0%,56.4%,42.9%,32.4%
1995 (1 matches),,0.91,0.46,35.0,2.2,0.0%,47.6%,0.0%,35.0%,33.3%,26.1%
1994 (1 matches),,0.99,0.55,43.0,2.0,0.0%,60.0%,0.0%,30.4%,30.4%,30.0%
Career (5 matches),,0.93,0.57,44.0,2.4,0.0%,46.8%,0.0%,45.2%,37.7%,27.5%
