Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,437,268,169,61.3%,555-393,58.5%,4470-3845,53.8%,38-29,56.7%,5,-,-,0.6%,3.3%,64.5%,58.7%,49.6%,55.5%,47.7%,51.5%,1.07
Clay,273,185,88,67.8%,381-210,64.5%,2968-2332,56.0%,21-22,48.8%,1,-,-,1.2%,1.2%,79.3%,53.8%,29.4%,48.8%,43.0%,46.0%,0.84
Grass,47,23,24,48.9%,54-49,52.4%,484-440,52.4%,4-5,44.4%,1,-,-,0.0%,2.9%,72.5%,60.8%,50.0%,57.8%,40.0%,49.0%,0.95
Carpet,82,44,38,53.7%,93-86,52.0%,812-816,49.9%,12-13,48.0%,0,,,,,,,,,,,
Grand Slams,152,96,56,63.2%,208-130,61.5%,1663-1351,55.2%,14-7,66.7%,7,-,-,0.6%,2.9%,68.5%,58.2%,47.5%,54.9%,45.5%,50.1%,1.01
Premiers,138,79,59,57.2%,176-141,55.5%,1522-1365,52.7%,12-13,48.0%,0,,,,,,,,,,,
Internationals,36,27,9,75.0%,55-28,66.3%,431-347,55.4%,9-2,81.8%,0,,,,,,,,,,,
Finals,21,9,12,42.9%,19-26,42.2%,184-214,46.2%,1-1,50.0%,0,,,,,,,,,,,
Semi-finals,55,21,34,38.2%,46-70,39.7%,477-569,45.6%,2-5,28.6%,0,,,,,,,,,,,
Quarter-finals,113,55,58,48.7%,118-132,47.2%,1062-1168,47.6%,12-7,63.2%,0,,,,,,,,,,,
vs Righties,630,373,257,59.2%,788-594,57.0%,6531-5785,53.0%,55-55,50.0%,7,-,-,0.6%,2.9%,68.5%,58.2%,47.5%,54.9%,45.5%,50.1%,1.01
vs Lefties,73,46,27,63.0%,94-63,59.9%,743-647,53.5%,6-4,60.0%,0,,,,,,,,,,,
vs Top 10,155,37,118,23.9%,93-243,27.7%,1148-1746,39.7%,8-14,36.4%,0,,,,,,,,,,,
