Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2004,5,2,3,40.0%,4-7,36.4%,47-51,48.0%,0-0,-,2,-,-,0.0%,1.5%,71.5%,52.0%,48.7%,51.1%,52.0%,51.5%,1.06,R16 (2x)
2003,52,32,20,61.5%,69-54,56.1%,594-533,52.7%,4-5,44.4%,5,-,-,0.8%,3.4%,67.4%,60.6%,47.2%,56.2%,43.4%,49.7%,0.99,W (Acapulco)
2002,52,30,22,57.7%,65-50,56.5%,535-497,51.8%,4-3,57.1%,0,,,,,,,,,,,,SF (Moscow)
2001,53,32,21,60.4%,71-54,56.8%,635-555,53.4%,7-5,58.3%,0,,,,,,,,,,,,W (Acapulco)
2000,69,46,23,66.7%,102-53,65.8%,783-596,56.8%,9-5,64.3%,0,,,,,,,,,,,,W (Antwerp)
1999,67,41,26,61.2%,80-62,56.3%,669-611,52.3%,7-8,46.7%,0,,,,,,,,,,,,F (2x)
1998,55,32,23,58.2%,66-52,55.9%,542-492,52.4%,7-4,63.6%,0,,,,,,,,,,,,W (Hilton Head)
1997,89,63,26,70.8%,124-66,65.3%,948-710,57.2%,11-8,57.9%,0,,,,,,,,,,,,W (2x)
1996,57,33,24,57.9%,70-48,59.3%,554-453,55.0%,5-5,50.0%,0,,,,,,,,,,,,F (Oklahoma)
1995,56,34,22,60.7%,70-54,56.5%,596-539,52.5%,4-3,57.1%,0,,,,,,,,,,,,F (2x)
1994,57,38,19,66.7%,79-41,65.8%,598-446,57.3%,5-4,55.6%,0,,,,,,,,,,,,W (Prague)
1993,62,43,19,69.4%,84-39,68.3%,603-468,56.3%,4-10,28.6%,0,,,,,,,,,,,,W (2x)
1992,62,44,18,71.0%,91-45,66.9%,680-494,57.9%,2-3,40.0%,0,,,,,,,,,,,,SF (4x)
1991,34,15,19,44.1%,31-40,43.7%,303-338,47.3%,3-1,75.0%,0,,,,,,,,,,,,F (San Juan)
1990,35,16,19,45.7%,35-42,45.5%,306-347,46.9%,1-4,20.0%,0,,,,,,,,,,,,QF (4x)
1989,29,16,13,55.2%,35-27,56.5%,287-255,53.0%,2-1,66.7%,0,,,,,,,,,,,,SF (Phoenix)
1988,5,3,2,60.0%,7-4,63.6%,54-48,52.9%,0-0,-,0,,,,,,,,,,,,R16 (Aix en Provence)
Career,839,520,319,62.0%,1083-738,59.5%,8734-7433,54.0%,75-69,52.1%,7,-,-,0.6%,2.9%,68.5%,58.2%,47.5%,54.9%,45.5%,50.1%,1.01,
