Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,5,3,2,60.0%,7-6,53.8%,60-51,54.1%,1-1,50.0%,5,59.3%,49.1%,1.5%,8.0%,70.3%,59.4%,45.4%,55.3%,48.1%,51.6%,1.07,QF (W15 Huamantla)
2025,37,15,22,40.5%,33-43,43.4%,304-345,46.8%,2-2,50.0%,36,55.9%,39.2%,1.2%,5.2%,71.3%,54.4%,46.2%,52.1%,45.4%,48.8%,0.95,SF (W15 Kursumlijska Banja)
2024,41,19,22,46.3%,43-42,50.6%,390-384,50.4%,1-4,20.0%,1,16.7%,0.0%,0.0%,14.7%,70.6%,33.3%,30.0%,32.4%,25.6%,28.8%,0.38,SF (2x)
2023,38,12,26,31.6%,32-53,37.6%,340-413,45.2%,2-3,40.0%,3,50.0%,38.7%,0.5%,10.7%,70.6%,57.6%,30.2%,49.5%,43.7%,46.7%,0.87,QF (3x)
2022,46,27,19,58.7%,62-42,59.6%,499-415,54.6%,4-2,66.7%,0,,,,,,,,,,,,W (2x)
2021,50,30,20,60.0%,67-45,59.8%,535-471,53.2%,5-3,62.5%,0,,,,,,,,,,,,W (2x)
2020,8,5,3,62.5%,9-7,56.3%,83-78,51.6%,1-1,50.0%,0,,,,,,,,,,,,SF (W15 Antalya)
2019,28,12,16,42.9%,27-38,41.5%,272-328,45.3%,5-1,83.3%,0,,,,,,,,,,,,SF (W15 Dijon)
2018,23,10,13,43.5%,21-28,42.9%,204-229,47.1%,1-0,100.0%,0,,,,,,,,,,,,W (Antalya $15K)
2017,58,42,16,72.4%,87-44,66.4%,668-508,56.8%,2-3,40.0%,0,,,,,,,,,,,,W (4x)
2016,47,30,17,63.8%,63-40,61.2%,512-422,54.8%,2-2,50.0%,0,,,,,,,,,,,,W (2x)
2015,6,1,5,16.7%,3-11,21.4%,44-75,37.0%,1-0,100.0%,0,,,,,,,,,,,,R16 (Buenos Aires $10K)
2014,14,5,9,35.7%,12-20,37.5%,133-160,45.4%,2-1,66.7%,0,,,,,,,,,,,,R16 (5x)
2013,18,13,5,72.2%,26-12,68.4%,189-134,58.5%,2-0,100.0%,0,,,,,,,,,,,,W (Barranquilla 10K)
2012,11,6,5,54.5%,14-12,53.8%,120-114,51.3%,2-2,50.0%,0,,,,,,,,,,,,QF (2x)
Career,430,230,200,53.5%,506-443,53.3%,4353-4127,51.3%,33-25,56.9%,45,55.3%,39.8%,1.2%,6.1%,71.0%,55.1%,44.7%,52.1%,45.4%,48.8%,0.95,
